entry_id;calculation_id;band_gap
11311;14705;0
6770;14706;1.314
4219;14707;4.102
19355;14708;0
18437;14711;0
5381;14712;0
13935;14713;0
10627;14722;0
13919;14724;0
25302;14725;0
16758;14726;0
16947;14728;0.716
16709;14730;2.3
10050;14732;0
16467;14733;0
13913;14734;0
16739;14735;0
13401;14736;4.077
16759;14737;0
12721;14747;0.735
2766;14755;0
11195;14756;0
7181;14757;0
13854;14758;0
10565;14759;0
25125;14761;0
16327;14763;2.469
14825;14764;0.287
17172;14765;0
13844;14766;0
25536;14767;0
16737;14768;0
21094;14769;0
17034;14771;0
6023;14774;5.582
18777;14780;0
30141;14781;0
13200;14784;2.601
21447;14785;0
3756;14786;1.239
6125;14787;1.879
13058;14788;0
16345;14795;1.812
22092;14797;0
8304;14799;0
16479;14803;0
26481;14804;0
13957;14806;0
13958;14807;0
28085;14821;0
7660;14827;0
24279;14830;1.945
31204;14831;0
28212;14832;0
30832;14834;0
5984;14836;1.941
8303;14837;0
27373;14838;0.166
13960;14839;0
13963;14841;0
29012;14862;0
13845;14870;0
20293;14873;4.338
30383;14874;0
30131;14875;0
29882;14876;0
26353;14880;0
8334;14881;0
5732;14894;0
3855;14897;0
28558;14898;0
5682;14899;1.478
10332;14900;0
5500;14902;0
13961;14903;0
30768;14907;0
6384;14909;1.245
27583;14910;0
30510;14917;0
27021;14919;1.604
5930;14920;0.983
14064;14927;0
20485;14928;0
10022;14937;0
13869;14938;0
20294;14940;4.402
13966;14943;0
18853;14946;0
1705;14960;0
29077;14961;0
18760;14962;0
16642;14991;0
13822;14993;0
30248;14994;0
28014;14996;0
30849;14997;0
20292;14999;4.256
20297;15000;4.468
8509;15001;0
18778;15003;0
25540;15004;0
15711;15005;0
5204;15017;4.274
12694;15019;0.509
21918;15031;2.051
28172;15032;0
26349;15033;0
28011;15036;0
27807;15037;0
13874;15038;0
27553;15039;0
20295;15040;4.468
10049;15042;0
30140;15043;0
29898;15046;0
17259;15047;0
14042;15053;0
13055;15054;0
13059;15055;0
13886;15056;0
6742;15057;0
22920;15058;0
13956;15059;0
13959;15060;0
10391;15062;0
4753;15063;0
5463;15072;1.324
16783;15073;1.462
18425;15081;0
17033;15082;0
28083;15091;0
6899;15094;2.92
13848;15095;0
13879;15096;0
30374;15097;0
30663;15098;0
18814;15099;0
6769;15100;0
13955;15102;0
6025;15105;5.284
20145;15107;1.271
29117;15115;0
29118;15116;0
12413;15117;0
5247;15118;0
27137;15124;0
2694;15126;5.25
17709;15129;0
6170;15130;0
24024;15131;0.703
3680;15132;1.506
30623;15135;0
29019;15138;0
13849;15143;0
30901;15144;0
13812;15148;0
30903;15152;0
1857;15153;0.622
18781;15154;0
2641;15157;0
16763;15159;0
5392;15180;0
3359;15181;1.734
24026;15183;0.616
30694;15184;0
5233;15185;0
13970;15194;0
8333;15196;0
11672;15197;1.383
8346;15198;0
19667;15202;0
3856;15205;0
3890;15208;0
29155;15211;0
6743;15213;0
17032;15214;0
28915;15219;0
28417;15222;0
4495;15224;1.201
4496;15225;2.013
11673;15226;1.022
7321;15227;4.027
4771;15240;1.014
13695;15241;0
17825;15243;0
24061;15245;2.761
14248;15248;0.658
8362;15254;0
20487;15258;0
13060;15259;0
30898;15260;0
18526;15262;0
14436;15264;0
25303;15265;0
29637;15269;0
13923;15270;0
10860;15272;0
7289;15273;0
13994;15274;0
11671;15275;2.205
12426;15281;0.43
10144;15283;0
18534;15287;0
4970;15288;1.581
6520;15294;1.523
14226;15295;0
30392;15296;0
21109;15298;0
21174;15307;0.543
14539;15308;0
11468;15309;2.366
11248;15310;0
18436;15311;0
20747;15312;0
13065;15313;0
12826;15314;1.213
6174;15315;3.06
13901;15317;0
29133;15318;0
28947;15319;0
4347;15332;0
30894;15334;3.34
10342;15336;0
4754;15337;0
20661;15338;0
16829;15339;0
19334;15341;0
27808;15342;0
13962;15345;0
8345;15346;0
30826;15357;0
10110;15364;0
31174;15367;0
