entry_id;calculation_id;band_gap
14503;15370;0.933
13873;15384;0
23917;15391;0
20296;15403;4.529
5544;15405;1.748
4145;15411;1.821
10306;15413;0
10849;15415;0
19119;15419;2.169
19120;15420;1.853
10146;15421;0
27098;15443;2.348
15069;15447;0
6616;15448;0
30306;15449;0
13064;15451;0
15780;15456;0
15783;15457;0
10399;15460;0
20915;15462;0
25537;15471;0
7265;15473;1.131
19831;15474;0
15282;15479;1.897
10152;15480;0
5541;15481;0
10740;15491;0
3581;15492;3.4
17804;15494;0
13981;15495;0
15781;15496;0
15782;15497;0
19118;15498;0
19145;15509;3.229
26391;15516;0
30707;15518;0
3729;15519;0
19832;15527;0
2476;15534;1.906
23737;15548;0
13878;15552;0
29094;15553;0
10292;15554;0
29967;15571;0
25304;15572;0
13056;15573;0
16983;15575;0.319
10145;15577;0
13856;15587;0
30397;15590;0
18402;15593;0
30904;15594;0
10154;15595;0
21268;15600;5.356
18309;15601;0
13834;15605;0
27099;15608;0
13857;15609;0
27551;15624;0
10153;15626;0
10157;15628;0
20914;15631;0
10151;15633;0
8094;15634;0
15796;15637;0.489
20912;15638;0
15795;15639;0.74
10150;15640;0
11042;15641;0
8361;15642;0
20913;15643;0
13902;15645;0
10158;15647;0
30641;15648;0
30942;15649;0
11041;15650;1.038
31221;15673;0
17772;15676;0
8338;15678;0
17911;15679;0
5470;15680;4.049
4940;15682;1.376
4357;15683;0
27360;15685;0
27366;15693;0
18410;15694;0
18315;15697;0
30861;15698;0
4774;15707;0
27773;15722;0
19839;15724;3.246
1904;15732;2.84
28419;15740;0
11625;15741;0
18317;15742;0
29902;15743;0
5678;15744;0
5002;15745;0.713
14066;15746;0
25538;15747;0
26314;15748;0
10408;15749;0
30853;15759;0
11131;15766;0
4757;15768;0
30943;15771;0
18342;15772;0
10410;15773;0
13847;15778;0
30935;15779;0
30884;15788;0
8496;15790;0
18340;15792;0
10148;15793;0
27594;15804;0
13833;15805;0
28074;15814;0
14262;15817;2.292
3696;15819;3.16
20298;15824;4.472
27365;15825;0
4205;15830;2.087
16542;15831;0
25313;15835;3.426
10394;15838;0
13903;15847;0
20974;15852;0
3728;15853;0
27354;15857;0
25378;15858;3.355
10485;15859;0
11439;15860;0
30653;15869;0
27973;15871;0
20291;15872;4.304
30955;15873;0
14238;15875;0.309
5203;15878;3.962
27550;15881;0
30142;15882;0
29149;15887;0
15495;15890;0
27548;15891;0
26621;15892;0
27626;15895;0
13882;15898;0
8000;15900;0
21609;15904;0
27367;15905;0
10109;15906;0
8043;15911;0
18424;15917;0
2768;15918;0
15225;15924;0
30956;15927;0
19311;15929;0
28342;15938;0
18337;15941;0
17317;15951;0
4852;15952;2.224
27355;15958;0
19335;15960;0
7599;15961;1.204
22994;15963;0
19161;15967;0
30119;15968;0
19310;15970;0
30698;15971;0
29168;15972;0
18338;15974;0
3727;15975;0
24615;15977;0
2475;15978;1.745
2477;15979;1.201
12475;15983;5.974
2481;15984;0.726
15045;15985;0
2482;15986;3.671
5046;15994;4.474
13766;15995;0
13814;15998;0
30075;15999;0
7853;16000;0
6327;16002;0
16840;16017;0
25132;16018;0
30929;16021;0
28180;16022;0
29992;16023;0
13652;16025;0
18527;16026;0
13205;16032;0
30037;16033;0
30082;16034;0
2222;16047;0
4524;16051;3.494
2478;16052;1.322
18339;16056;0
31180;16057;0
17692;16074;0
12624;16076;0
30671;16080;0
10592;16081;0
20082;16082;0
19828;16083;0
30173;16084;0
19326;16085;0
28132;16086;0
18305;16087;0
18307;16088;0
27627;16090;0
3699;16091;3.123
3700;16092;0
18062;16093;0
28162;16094;0
22187;16095;0
17076;16096;0
28191;16097;0
30496;16098;0
17082;16101;0
16318;16103;1.615
6317;16104;0
25126;16105;0
19141;16106;3.114
19143;16109;3.137
18395;16110;0
18401;16111;0
4050;16114;2.939
7641;16116;0
4830;16117;0
15604;16118;0
14065;16120;0
7921;16122;0
23309;16124;0
10755;16128;0
10760;16129;0
18022;16131;0
3698;16134;3.097
18833;16135;0
11148;16136;0
10642;16137;0
20396;16138;1.101
15019;16140;0
21179;16142;1.812
27193;16146;0
2762;16147;0
28236;16149;0
30799;16151;0
29776;16152;0
7642;16154;0
7643;16155;0
29778;16156;0
29779;16157;0
18934;16158;0
31322;16159;0
3303;16161;0
30839;16163;0
3582;16164;1.959
26237;16166;0
30847;16167;0
6411;16170;0
27297;16171;0
28899;16173;0
29165;16174;0
3697;16175;3.158
30802;16176;0
29540;16178;0
3304;16179;0
3307;16180;1.755
4853;16182;0
13061;16185;0
30842;16186;0
30083;16188;0
18466;16190;0
30088;16191;0
23908;16192;0
30089;16193;0
23919;16194;0
27022;16195;1.105
3865;16198;0
18739;16199;0
20794;16201;0
20798;16203;0
30112;16205;0
20288;16206;0
3112;16208;4.402
20290;16209;4.375
30893;16216;3.091
29872;16218;0
30642;16223;0
10046;16224;0
24497;16225;0
29621;16226;0
30902;16227;0
30952;16228;0
28848;16230;0
10309;16231;0
30394;16232;0
19032;16234;0
30396;16235;3.128
11595;16237;1.143
13906;16238;0
27073;16239;0
13651;16240;0
27074;16241;0
25541;16242;0
27590;16243;0
17763;16245;0
3659;16247;0
4941;16248;1.266
5455;16250;3.844
30605;16251;0
20797;16252;0
10979;16255;0
26482;16256;0
12568;16258;0.814
23914;16259;0
18242;16262;0
27822;16264;0
20814;16265;0
13916;16266;0
13917;16267;0
17258;16268;0
12124;16269;2.823
20847;16271;0
13666;16272;0
13922;16273;0
14435;16275;0
2902;16276;3.262
21107;16278;0
28117;16279;0
10360;16281;0
30797;16282;0
13810;16283;0
26731;16284;0
30074;16285;0
3660;16287;0
10337;16288;0
4187;16289;0
16754;16290;0
21110;16291;0
10852;16292;0
19572;16293;1.001
18549;16294;0
7264;16295;0.957
16757;16296;0
18550;16298;0
24025;16300;0.744
7266;16301;0.95
15476;16302;0
27356;16303;0
27358;16305;0
7944;16307;0
30918;16308;1.237
24281;16309;1.956
24617;16315;0.866
23523;16318;0.356
22088;16327;0
22089;16328;0
13662;16330;0
29918;16332;0
22912;16334;0
27359;16335;0
13937;16337;0
8042;16338;0
27361;16339;0
10863;16342;0
19840;16344;3.967
30640;16346;0
10044;16347;0
10045;16348;0
21380;16349;1.27
27109;16350;0
28136;16352;0
28392;16353;0
28648;16354;0
30696;16355;0
7026;16357;0
30445;16361;0
2928;16362;2.041
30702;16364;0
13439;16365;0
27120;16368;0
10108;16369;0
14727;16370;0
15497;16371;0
2420;16372;0
11902;16373;0
26354;16374;0
27122;16375;0
27763;16377;0
14730;16381;0
14731;16382;0
28152;16384;0
17813;16385;0
29689;16386;0
7299;16390;0
30973;16391;0
13967;16392;0
28414;16395;0
13968;16398;0
13969;16400;0
30976;16402;0
30465;16405;0
30978;16407;0
3206;16408;0.517
11152;16412;0
18336;16413;0
28420;16414;0
12435;16424;0
16543;16425;4.003
4237;16428;1.552
20904;16429;0
30217;16430;0
27146;16431;0.488
30474;16432;0
18343;16434;0
14237;16435;0.191
18344;16436;0
27916;16437;0
30477;16439;0
12443;16441;0
18346;16443;0
18347;16447;0
27357;16448;0
27871;16449;0
30223;16450;0
30479;16451;0
15784;16453;1.955
28176;16455;0
7578;16457;0
15785;16458;1.916
27921;16459;0
10654;16461;0
30483;16463;0
10143;16465;0
11424;16466;0
15788;16467;1.337
30484;16468;0
11425;16470;0
15789;16471;1.409
30229;16472;0
15790;16474;1.189
10403;16476;0
10147;16478;0
30489;16482;0
4254;16484;0
10149;16486;0
30234;16489;0
4255;16490;0
15496;16497;0
30492;16501;0
30493;16503;0
10666;16504;0
11434;16505;3.917
12973;16506;0
26141;16507;0
29982;16508;0
30494;16509;0
17851;16510;0
20156;16511;4.72
4773;16514;2.297
7593;16515;0
10156;16520;0
29985;16524;0
31009;16525;0
19646;16529;0
31010;16530;0
6313;16532;0
18330;16537;0
30974;16538;0
18332;16539;0
30243;16543;0
31011;16544;0
6314;16545;3.518
16316;16548;1.385
14518;16552;1.016
17858;16556;0
27430;16560;0
28198;16561;0
18115;16567;0
18627;16568;0
22471;16570;0
28199;16572;0
30759;16573;0
17604;16574;0
18116;16575;0
18628;16576;0
20678;16578;0
27432;16579;0
28200;16580;0
5206;16582;2.221
20654;16585;0
1700;16587;0
28456;16588;0
18629;16589;0
18885;16590;0
27433;16591;0
30249;16592;0
13755;16594;5.183
18630;16595;0
21705;16596;3.516
30250;16598;0
17863;16600;0
29995;16602;0
13757;16603;2.134
18888;16604;0
19400;16605;0
2479;16607;0.424
7347;16608;0
17865;16610;0
28717;16612;0
29997;16613;0
30509;16614;0
4274;16616;1.859
17866;16618;0
30254;16620;0
6069;16621;1.323
30740;16623;0
30488;16626;0
28186;16628;0
21434;16629;0.222
6070;16633;0
10684;16634;0
13504;16635;0
18124;16636;0
13505;16639;0
18893;16640;0
26160;16641;0
29745;16643;0
31281;16644;0
7867;16647;1.004
2741;16650;0
13507;16652;0
29747;16654;0
4024;16655;2.93
6074;16656;4.281
11968;16659;0.642
22484;16661;0
28980;16663;0
27423;16666;0
8107;16668;0.31
6075;16671;1.944
17617;16672;0
18897;16673;0
19665;16674;0
22741;16675;4.637
27189;16676;2.278
6076;16677;2.13
15309;16678;0
7872;16684;0
15310;16685;0
29752;16694;0
15312;16697;0
17365;16698;0
28217;16699;0
3517;16701;0
6080;16702;5.173
7875;16704;0
15826;16708;0
17366;16709;0
30650;16712;0
29990;16717;0
6061;16718;0
27431;16721;0
4800;16725;3.955
3263;16730;4.105
3008;16737;0
4294;16786;0
3015;16802;0
18626;16806;0
2761;16832;0.529
30970;16853;0
28468;16859;0
4025;16860;1.816
2509;16873;0
7102;16903;0
4052;16913;0
3541;16932;0
3542;16940;0
3543;16947;0
4827;16969;0.171
2777;16979;0
3292;16999;1.552
4832;17015;0
3297;17034;0.352
18525;17043;0
3815;17076;0
4585;17077;0
4586;17081;0
4238;17092;0
2027;17110;1.471
3309;17111;0
1772;17116;0
3310;17117;0
3567;17125;0
4849;17126;2.924
3570;17152;0
2802;17159;0
2803;17169;0.222
2804;17178;0.766
27986;17186;1.142
2805;17187;0.403
2806;17195;0.935
3575;17196;0
2038;17203;1.78
2808;17214;1.065
2809;17222;0.657
2044;17258;0
2814;17266;0
29541;17277;0
17614;17278;0
2564;17291;0
7119;17296;0
18449;17307;0
27368;17309;0
18838;17310;0
13508;17316;0
22225;17317;0
6875;17318;3.574
12257;17319;3.153
6876;17320;3.331
2566;17327;0
15580;17336;2.677
11437;17338;0
4535;17345;0
7611;17346;0
18137;17347;0
18143;17348;0
1800;17349;0.537
3949;17351;1.19
11135;17354;0
18240;17355;0
6867;17358;0
1727;17359;3.003
20713;17360;1.485
31045;17366;0
3056;17371;0
27851;17391;0
3593;17396;0
3597;17397;7.339
1802;17399;0.534
26953;17400;1.757
10230;17401;4.797
21263;17402;0
18448;17408;0
1216058;2454;0
1216098;2689;0
4698;3346;11.91
8130;3588;0
8132;3592;0
8203;3612;7.487
7503;3619;0
8533;3620;0
7517;3624;0
8082;3629;0
8086;3637;11.657
8100;3638;0
12054;3681;13.5
8500;3697;0
7514;3721;0
9566;3723;0
9320;3726;0
10106;3729;0
8586;3732;0
17350;3749;0
12055;3763;14.115
16720;3788;0
7513;3794;0
7521;3798;0
17319;3804;0
22514;3829;0
22516;3833;0
7505;3845;0
7512;3847;0
7519;3849;0
7522;3853;0
6321;3859;2.083
5810;3861;0
18114;3908;0
22472;3911;0
8391;3976;0
7509;3977;0
7520;3980;0
17859;3981;0
10676;3983;0
17860;3984;0
6320;3986;1.62
10678;3987;0
17352;3991;0
10681;3992;0
10937;3994;0
21452;3995;0
17610;3997;0
10683;3998;0
18891;3999;0
17612;4001;0
19149;4003;0
17360;4004;0
4566;4007;1.586
8134;4044;0
8138;4047;0
31044;4049;0
8144;4050;0
8520;4060;0
3925;4064;0
13761;4069;0
30000;4071;0
18895;4073;0
8143;4075;0
7648;4076;2.167
7649;4086;1.644
8390;4108;0
9214;4113;0
12056;4117;14.15
9277;4136;0
9287;4137;0
28966;4153;0
30508;4154;0
31023;4158;0
31025;4160;0
31283;4161;0
10944;4162;0
30004;4164;0
8386;4165;0
18984;4183;0
13862;4191;0
20540;4200;0
20541;4201;0
8534;4208;0
8568;4213;0
13705;4220;0
8597;4222;0
17585;4224;0
19150;4236;0
30264;4237;0
31032;4239;0
22272;4247;0
18780;4258;0
13650;4260;0
9316;4265;0
5499;4267;0
5517;4268;0
21449;4274;0
8118;4276;0
21453;4278;0
8122;4280;0
18131;4281;0
17621;4283;0
18903;4284;0
18904;4286;0
17625;4289;0
20443;4291;0.182
17627;4295;0
18140;4297;0
8139;4299;0
17629;4306;0
17630;4308;0
8141;4310;0
19423;4314;0
22242;4316;0
6318;4333;4.09
17349;4337;0
18896;4340;0
18136;4342;0
30785;4346;0
19422;4352;0
8142;4353;0
22243;4357;0
28740;4358;0
10705;4359;0
18145;4361;0
27974;4363;0
8145;4366;0
17380;4368;0
18148;4370;0
28744;4372;0
30536;4374;0
30025;4376;0
17638;4378;0
10711;4382;1.04
10712;4388;0.392
17640;4390;0
18152;4392;0
18153;4394;0
17386;4395;0
10715;4398;0
29007;4399;0
10972;4401;0
9301;4419;0
22248;4439;0
18156;4441;0
17389;4442;0
18157;4443;0
8156;4445;0
17646;4446;0
20463;4448;0
20464;4452;0
20721;4453;0
10720;4456;0
17392;4458;0
17904;4460;0
20465;4461;0
20466;4463;0
17650;4464;0
17906;4466;0
18674;4468;0
20467;4469;0
22309;4478;0
12059;4483;14.181
9297;4491;0
22473;4495;1.772
8119;4498;0
20684;4500;0
22262;4505;0
29784;4509;0
30040;4511;0
17397;4512;0
22264;4514;0
12057;4536;14.099
12058;4537;14.132
10325;4546;0
10105;4549;0
14014;4554;0
8123;4556;0
4543;4559;0.176
11469;4561;0
29003;4563;0
20469;4566;0
5497;4601;0
4523;4610;0.179
22475;4611;0.95
17907;4625;0
29018;4627;0
10182;4659;1.115
9672;4660;0
10445;4664;0
14034;4665;0
30534;4668;0
29013;4672;0
8162;4674;0
22476;4692;0
17353;4694;1.453
22221;4696;0
17383;4710;0
8155;4714;0
8115;4734;0
18147;4742;0
30535;4744;0
30537;4749;0
17898;4752;0
14052;4755;0
8163;4761;0
21451;4787;0
30533;4788;0
13784;4789;0
14051;4792;0
20468;4794;0
4578;4802;0
10729;4804;0
17657;4805;0
18169;4806;0
10986;4807;0
17402;4808;0
12061;4844;14.108
12062;4845;14.146
12064;4847;14.198
8165;4866;0
4579;4870;0
17404;4871;0
17660;4873;0
18172;4874;0
3311;4880;0
18967;4904;0
19480;4905;0
12060;4907;14.087
12063;4908;14.187
8164;4918;0
17661;4919;0
5624;4944;2.587
5625;4948;2.414
5626;4955;2.4
4177;4961;18.39
14036;4964;0
29020;4966;0
29022;4967;0
5627;4976;2.95
6912;5002;0
14035;5021;0
5578;5023;1.191
22263;5029;0
29023;5031;0
17406;5033;0
18174;5034;0
10991;5035;0
17407;5036;0
17663;5037;0
20737;5038;7.021
10480;5039;0
10736;5040;0
18176;5041;0
2562;5057;7.392
12065;5073;14.204
12074;5080;14.112
4672;5084;0
8159;5092;0
17655;5093;0
8166;5095;0
8167;5096;0
29029;5099;0
30309;5100;0
5613;5101;0
9972;5103;0
10997;5105;0
17413;5108;0
1797;5115;0
12067;5129;13.838
12069;5130;14.089
12070;5131;14.094
12073;5133;14.11
17557;5139;0
22474;5140;0
13762;5144;0
14025;5145;0
8154;5146;0
17399;5147;0
6117;5149;0
31334;5151;0
17414;5153;0
29034;5155;0
3084;5174;0
4110;5176;5.181
18981;5184;0
18988;5187;0
8147;5192;0
8158;5194;0
7652;5196;2.319
8168;5198;0
8170;5199;0
22530;5200;0
22284;5209;0
30061;5210;0
22285;5213;0
21518;5214;0
29039;5215;0
22287;5216;0
11005;5218;0
4111;5224;4.487
14032;5239;0
8146;5242;0
8173;5248;2.106
5615;5249;0
20234;5250;3.57
17419;5251;0
31087;5254;0
17935;5259;0
29043;5261;0
30067;5262;0
29044;5264;0
10497;5267;0
20242;5271;0
2577;5281;4.975
2578;5284;0.423
2580;5289;2.62
8117;5295;0
20685;5297;0.967
6116;5304;0
6628;5305;0
13807;5308;2.61
17670;5310;0
21515;5311;0
20235;5312;2.458
17676;5313;0
31091;5315;0
17424;5316;0
19476;5317;0
17429;5318;0
17686;5320;0
9226;5322;0
5404;5336;0
10930;5349;0
8121;5351;0
18905;5352;0
6119;5355;0.161
21508;5362;0
31079;5364;0
11508;5366;2.199
22537;5368;0.342
21516;5370;0
29816;5371;0
17432;5372;0
17944;5374;0
11019;5375;0
5664;5381;1.367
4641;5390;1.751
12068;5399;13.842
8171;5405;0
21510;5411;0
21517;5414;0
30063;5415;0
18193;5418;0
30843;5419;0
9225;5420;0
17436;5422;0
11022;5424;0
8169;5446;0
11510;5447;3.455
18721;5449;0
4138;5459;0
5677;5461;2.323
6958;5469;1.084
5166;5473;6.781
4656;5477;0.366
5426;5483;5.432
5427;5488;4.53
8157;5497;0
17671;5498;0
11000;5499;0
30060;5501;0
17168;5503;0
17680;5504;0
11012;5505;0
6913;5506;0.417
29826;5507;0
17441;5508;0
10516;5509;0
17700;5510;0
17446;5511;0
4149;5523;0
4150;5529;0
5176;5535;0
22268;5539;0
11511;5541;3.367
11512;5543;3.948
17685;5550;0
5632;5551;0
8206;5557;2.611
10777;5558;0
5177;5560;0
7484;5566;9.633
5179;5572;0
5181;5581;3.687
6974;5582;0.686
8001;5584;0.753
12071;5587;14.098
12072;5588;14.103
14029;5590;0
5611;5593;0
21513;5594;0
8182;5595;0
11514;5596;6.315
29551;5597;0
21520;5598;0
17427;5600;0
22298;5602;2.792
17187;5605;0
21289;5606;0
29834;5607;0
20780;5609;1.874
8480;5611;0
5182;5615;3.363
6975;5617;0.966
4671;5626;0
5183;5628;2.111
18160;5630;0
10940;5636;0
8383;5637;0
8389;5638;0
6095;5639;0
10965;5640;0
30819;5641;0
11505;5642;4.521
21509;5643;0
5616;5645;2.341
22308;5652;0
17457;5654;0
17970;5655;0
8112;5690;0
5834;5693;0
6118;5695;0.874
11509;5697;4.153
30058;5698;0
21514;5699;0
11517;5703;0
17425;5704;0
7682;5705;0
8196;5706;0
9221;5707;0
22306;5710;0
31121;5712;0
31126;5714;0
17460;5715;0
4163;5722;0
12066;5727;13.832
17861;5729;0
13795;5731;0
4568;5732;0
7651;5734;0
8172;5735;0
22305;5737;0
17454;5740;0
30357;5744;0
10789;5745;0
5151;5746;5.126
10793;5748;0
20282;5749;0
20241;5767;0
17439;5773;0
30618;5779;0
17207;5780;0
20281;5781;0
17467;5784;0
17980;5785;0
30370;5787;0
10544;5789;0
11312;5790;0
17987;5791;0
10550;5792;0
10817;5793;0
31106;5810;0
10963;5811;0
6096;5812;0
14050;5813;0
18158;5814;0
5081;5815;0
20743;5820;0
20744;5821;0
28037;5826;0
17443;5827;0
4108;5828;3.978
17448;5830;0
17197;5831;0
17459;5832;0
17492;5833;0
5709;5836;1.341
7247;5847;0
7248;5852;0
5714;5858;0.773
18159;5860;0
22281;5862;0
20243;5863;0
22304;5864;0
17212;5867;0
8235;5869;1.416
10797;5870;0
30881;5872;0
10542;5873;0
10799;5875;0
17474;5876;0
29867;5878;0
17746;5880;0
6836;5914;0
6100;5916;0
11507;5918;2.637
17170;5919;0
10775;5920;0
11031;5921;0
18741;5923;0
21569;5925;0
30632;5926;0
17989;5927;0
17479;5928;0
29100;5929;0
29868;5930;0
17481;5931;0
10810;5932;0
17995;5933;0
10813;5937;0
4949;5943;0
3670;5955;0
3671;5958;0
17750;5970;0
18015;5972;0
30774;5978;0
8161;5980;0
11516;5984;0
13825;5985;0
21519;5986;0
17422;5987;0
19509;5993;3.583
31332;6004;0
17677;6006;0
11013;6008;0
3679;6014;0
30376;6023;0
21321;6024;3.359
17225;6025;0
7479;6027;0
10558;6030;0
17486;6031;0
10561;6032;0
5180;6033;8.496
4707;6039;0
21307;6043;0
21563;6044;0
3685;6049;5.121
17703;6050;0
7452;6051;0
30616;6054;0
30631;6057;0
7523;6062;1.499
3682;6068;4.361
3683;6069;5.354
5736;6073;0
21324;6076;0
6924;6084;0
4109;6085;3.87
17490;6087;0
10823;6088;0
5734;6091;0
3684;6094;4.454
5735;6095;0
3686;6097;4.438
8120;6100;0
4567;6105;0
17421;6113;0
20240;6114;0
1897;6116;0
1898;6119;0
17215;6121;0
4151;6122;0
17751;6123;0
12625;6124;2.377
18797;6126;0
5737;6127;0
5738;6128;0
30095;6145;0
21322;6147;0
4657;6148;0.264
10822;6150;0
5236;6154;0
6097;6158;0
18979;6159;0
22310;6160;0
22313;6161;0
5686;6162;6.852
8487;6165;0
21323;6166;0
30124;6167;0
21326;6168;0
22360;6169;0
7540;6176;0
29026;6190;0.372
18199;6194;0
14102;6198;0.549
21332;6200;0
17780;6203;0
8051;6210;0
18488;6222;0
21327;6223;0
13637;6224;0
17496;6226;0
5242;6231;0
8472;6235;0
28054;6236;0
10539;6239;0
11589;6241;0.691
10576;6242;0
10087;6245;0
29922;6246;0
21308;6249;0
8239;6251;0
5695;6253;1.708
17500;6254;0
5238;6256;0
14105;6258;0.422
20836;6261;0
4708;6262;1.376
5239;6288;0
20089;6291;0
6099;6292;0
10969;6293;0
6101;6294;0
10971;6296;0
21522;6298;0
21330;6300;0
21338;6301;0
8519;6302;0
17248;6303;0
18785;6305;0
30405;6306;0
18050;6310;0
17795;6311;0
22410;6312;0
30778;6320;0
8394;6321;18.437
10957;6322;0
20522;6327;0
27280;6328;0.508
21325;6329;0
20565;6330;0
10573;6332;0
13907;6333;0
22370;6334;0
20837;6335;0
18788;6337;0
5241;6343;1.806
4731;6349;0
8113;6351;0
8384;6352;0
22368;6356;0
10323;6358;0
30152;6359;0
17512;6360;0
8063;6365;0
18987;6374;0
8273;6377;0
29642;6378;0
8506;6384;0
6098;6415;0
5614;6416;1.105
10840;6419;0
18025;6422;0
17522;6427;0
20622;6429;4.062
10365;6430;0
5771;6433;2.068
7823;6445;0
8079;6446;0
8080;6450;0
11321;6458;2.172
17484;6459;0
21331;6460;0
12378;6463;0.773
10846;6465;0
30932;6466;0
17525;6467;0
18038;6469;0
30426;6470;0
4497;6472;0.641
4498;6484;0.617
6293;6489;0
9295;6492;0
21337;6494;0
14013;6501;0
11506;6502;3.926
6296;6504;1.484
8091;6505;7.051
22276;6506;0
21521;6508;0
22303;6510;0
10077;6515;0
17776;6516;0
18036;6517;0
17530;6519;0
10623;6522;0
8254;6528;0
17297;6529;0
10375;6531;0
18839;6532;0
18073;6533;0
17306;6534;0
27646;6535;0
29950;6536;0
31231;6537;0
10894;6538;0
7826;6540;0
8507;6543;0
17538;6544;0
4248;6546;0
22314;6551;0
10632;6553;0
29957;6554;0
3735;6559;5.246
21309;6563;0
8252;6564;0
5178;6565;0
21334;6566;0
10066;6567;0.629
8281;6570;0
30434;6573;0
17536;6574;0
5995;6575;5.123
13691;6576;0
9288;6579;0
18044;6581;0
27877;6582;0
10867;6583;0
17541;6584;0
21113;6587;2.627
17788;6588;0
18067;6589;0
10125;6591;0
10639;6592;0
30950;6597;0
10359;6598;0
10936;6600;0
5822;6601;0
18457;6604;0
18458;6605;0
23862;6606;1.313
11024;6607;0
11301;6608;0
8484;6609;0
21329;6625;0
30413;6628;0
30414;6629;0
9319;6633;0
1949;6640;0
10280;6643;0
21336;6644;0
8272;6645;0
30156;6646;0
7771;6647;0
18818;6648;0
19332;6649;0
19333;6650;0
18054;6651;0
21386;6652;0.596
11128;6653;0
5783;6654;2.249
22367;6659;0.696
12376;6660;1.627
10361;6661;0
18313;6662;0
18829;6663;0
19341;6664;0
29686;6665;0
21407;6667;0
18088;6668;0
21306;6673;0
21335;6675;0
8278;6677;0
10879;6678;0
17583;6679;0
5793;6691;2.222
2466;6692;1.195
8431;6694;0
18454;6695;0
30415;6700;0
8485;6705;0
10315;6706;0.368
20574;6707;0
10081;6709;2.953
10609;6710;0
18057;6711;0
19339;6712;0
11590;6722;0
8285;6725;0
30423;6726;0
10362;6727;0
16942;6743;0
20278;6744;0
30151;6745;0.217
8535;6747;0
3678;6748;0
7553;6750;1.754
18100;6753;0
28120;6775;0
8090;6780;4.237
9275;6786;0
14069;6787;0
8260;6788;0
11602;6789;0
18072;6790;0
10900;6799;0
22454;6800;0
18717;6808;0
11153;6809;0
31237;6810;0
11137;6837;0
8149;6843;0
21328;6846;0
10320;6848;0
8293;6850;0
7552;6853;0.366
18325;6854;0
17558;6855;0
18076;6856;0
21409;6858;0
10896;6860;0
10128;6861;0
10649;6862;0
10906;6863;0
18090;6864;0
8355;6865;3.857
18106;6866;0
1956;6870;0
10672;6873;0
8385;6882;0
13641;6886;0
8517;6887;0
8269;6889;0
30411;6890;0
8286;6893;0
11114;6896;0
18819;6897;0
28662;6899;0.894
18079;6901;0
18083;6904;0
17063;6905;0
17320;6906;0
14033;6907;0
21512;6909;0
8251;6910;0
8295;6916;0
5237;6918;0
17314;6919;0
30990;6923;0
17067;6925;0
11166;6927;0
18097;6929;0
10673;6930;0
5809;6935;0
22432;6945;0
11159;6946;0
18099;6948;0
3258;6956;1.198
18759;6981;0
7551;6984;0.574
19093;6985;0
18867;6987;0
22456;6988;0
17895;7003;0
8294;7005;0
30994;7008;0
30230;7010;0
18101;7011;0
17590;7012;0
17591;7013;0
17596;7014;0
5240;7024;0
10370;7025;0
17064;7026;0
8089;7027;3.656
17838;7028;0
18094;7029;0
18869;7030;0
11177;7031;0
10164;7032;0.95
2587;7040;2.089
10381;7041;0
8279;7053;0
22430;7055;0
17321;7056;0
17580;7057;0
11171;7058;0
10665;7060;0
18111;7062;0
29989;7063;0
17053;7079;0
10660;7080;0
14796;7101;1.259
21497;7103;0
18755;7107;0
8270;7109;0
16746;7110;0
19092;7111;0
10662;7112;0
30236;7113;0
10667;7115;0
17597;7117;0
13939;7130;0
30745;7134;0
5808;7135;0
14011;7136;0
18312;7140;0
30158;7144;0
22455;7148;0
13741;7162;0
10173;7166;0
30736;7170;0
17600;7172;0
3814;7183;1.06
18776;7191;0
22433;7193;0
16037;7195;0
30751;7197;0
5805;7199;0
20934;7200;1.063
30247;7201;0
30750;7208;0
20394;7231;0
18374;7243;0
8477;7245;0
31001;7253;0
16721;7255;0
10401;7257;0
10103;7259;0
10426;7262;0
8282;7263;0
17603;7268;0
5807;7269;0
20679;7274;0
10165;7275;0.95
11175;7279;0
18110;7280;0
18378;7281;0
8265;7296;0
18789;7297;0
8297;7298;0
10102;7302;0
18319;7304;0.364
5806;7314;0
20929;7320;0
10688;7323;0
16038;7327;0
13946;7337;0
22450;7338;0
13677;7352;0
11906;7353;0
22369;7358;0
18322;7362;0
18105;7363;0
13743;7364;0
18108;7365;0
15297;7393;3.218
10693;7395;0
8179;7398;0
17637;7403;0
5847;7404;0
17649;7405;0.281
5087;7406;0
4570;7418;0
5848;7419;0
20081;7425;0.331
5539;7427;7.225
14047;7428;3.824
3580;7429;0.821
21461;7450;0
7530;7476;0.3
14010;7484;0
13703;7490;0
31022;7493;0
17653;7494;0
8428;7495;0
11966;7507;0.747
22228;7524;0
29771;7526;0
21472;7537;0.623
14048;7539;4.343
12787;7540;0
18102;7544;0
28939;7552;0
19195;7556;0
8476;7564;0
8221;7566;0
10934;7591;0
10648;7603;0
20395;7604;2.422
8088;7605;0
30512;7607;0
6332;7608;1.807
10968;7612;0
8473;7613;0
8417;7619;0
20427;7623;0
29197;7624;0
13496;7625;0
10933;7634;0
10738;7635;0
8471;7637;0
18731;7638;1.61
26158;7641;0.649
17411;7643;0
17141;7646;0
8475;7647;0
8296;7649;0
3845;7653;0
19398;7660;0
13991;7662;0
13998;7663;0
5066;7664;0
13829;7667;0
10166;7668;0.951
31278;7669;0
28211;7670;0
19776;7689;0
23364;7693;7.857
8353;7694;3.764
