entry_id;calculation_id;name
3877;149933;U3Fe2Si7
3885;149934;PbO2
3905;149935;GdNbO4
3927;149938;UCdO4
3959;149939;KGa3
30248;14994;SmFe2Si2
3999;149941;NdNi4B
4067;149944;KFeS2O8
4068;149945;K2PbO3
4103;149946;PbBrCl
4158;149949;VO2
4161;149950;TbCrO4
4174;149952;NiS2
4215;149954;BaNiF4
4269;149956;SbAsO4
4275;149957;HfSO
4290;149958;TlAgTe
28014;14996;CsAs2Ru2
4333;149960;FeSO4
4362;149961;KFeF4
4366;149962;SiHg3S2F6
2177;149966;Sn2IF3
2873;149967;SnF2
3262;149968;AlPS4
3436;149969;KAlF4
30849;14997;SrNi2Sb2
3508;149971;YbH2
3589;149972;CaZnF4
2823;149973;NbFeO4
3515;149975;AlPO4
4170;149977;CaMoO4
4394;149978;SrMoO4
4402;149981;B2W
4420;149982;GeO2
4433;149983;CuAsS
4439;149984;MnSO4
4516;149987;ReO2
4521;149989;NbAlO4
20292;14999;Gd2O3
4529;149990;ScOF
4539;149992;As2Pd
4540;149993;As2Pt
4542;149994;FeSbS
4547;149995;RuS2
4548;149996;OsS2
4549;149997;Te2Ru
4550;149998;Te2Os
4556;149999;RuSe2
20297;15000;Tm2O3
4557;150000;OsSe2
4600;150002;SiP2
2593;150003;NaAuF4
3330;150006;Na3PaF8
4606;150008;TiP2
4607;150009;ZrP2
8509;15001;LaSi2Pt2
4654;150011;YPO4
4653;150012;YAsO4
3760;150015;SbOF
4677;150016;AgTe4Au
4675;150017;SiNi2
4838;150020;TeO2
5031;150024;AgBiSe2
4943;150025;CaP
4946;150027;SrAs
4999;150028;LaTaO4
3042;150029;Ag2Se
18778;15003;SnPt3C
4748;150032;PdI2
5172;150033;UMnO4
4847;150034;CdSO4
4776;150035;NaO
5193;150037;DyCrO4
5194;150038;HoCrO4
5195;150039;ErCrO4
25540;15004;TbAl2Ge2
4957;150040;AsPd2
5191;150043;EuCrO4
5192;150044;GdCrO4
3440;150046;CO2
3467;150047;YNi4B
4796;150048;Ca2Si
4861;150049;RbAuCl4
15711;15005;Sc2BC2
4872;150050;BaMnF4
5510;150053;HgSO4
5189;150054;NdCrO4
17684;150056;PuMn2
4914;150057;Nb2Se
4917;150058;CdP2
5000;150059;DyPO4
5053;150062;SbCl5
5061;150063;KRuO4
5110;150067;HgCl2
5690;150069;RhF3
5691;150070;PdF3
5729;150073;SiO2
5829;150074;SrSi2
5835;150075;MgTe2
5839;150076;K3NbO8
5417;150080;ScVO4
3395;150081;BaFe2S3
4374;150082;BiSI
5827;150084;CdMoO4
5823;150088;CuI
4063;150089;EuCl2
5049;150090;NaO2
4685;150094;BRh2
5185;150095;KIO4
5904;150096;ZrPRu
5945;150098;Te2Au
5955;150099;KLiO
6068;150100;ThS2
6127;150103;HgSO4
5287;150106;CdI2
3917;150109;SbTe
4664;150110;CuS
5188;150111;PrCrO4
5196;150113;YbCrO4
5197;150114;YCrO4
6262;150115;K3Ni2F7
6413;150117;VO2
6423;150118;LiSi2N3
5349;150119;VCrO4
4597;150121;TaSe2
5687;150122;AlF3
4256;150123;SnICl
5015;150124;SbSBr
6178;150125;LaSe2
6185;150127;YSiRh
2592;150128;KAgF4
6264;150129;K3Mn2F7
6202;150130;SbI3Cl8
5797;150134;CaCrO4
6370;150137;TaAlO4
6443;150138;TeO2
6495;150140;AlCuCl4
5281;150142;Mg2PN3
4934;150143;TaSe2
6535;150144;CsCuF4
6204;150147;CaPdF4
4710;150149;ZrI2
5091;150150;NaClO4
5125;150151;MoPbO4
5213;150152;CeSe2
5272;150153;LaSiIr
6677;150154;UCuO4
5047;150155;H4BrN
5441;150156;KAlMo2O8
5842;150158;Cs3TaO8
5864;150160;BiTe
6084;150162;H2O
5168;150163;SbSI
6671;150164;YbPO4
6687;150165;K3Mn2Cl7
6693;150166;CdO2
4790;150168;BiSCl
5506;150169;Ta2O
5204;15017;KErO2
5886;150171;BiAsO4
6670;150173;TmPO4
6696;150174;PbBr2
6714;150175;MoO2
6538;150176;CuP2
7006;150177;Li5ReO6
5991;150180;HfSiO4
6242;150181;Sr3Fe2Cl2O5
6291;150183;SrGd2Al2O7
6337;150184;NaGdCl4
4791;150185;BiSBr
5931;150186;SiO2
6445;150187;CuAsS
6447;150188;KCr2FeO8
12694;15019;CsSnI3
3651;150190;KSO4
4993;150191;ZrI2
7204;150192;KCuO
6519;150194;LiH3O2
6522;150195;Li2PbO3
6539;150196;AgP2
6597;150198;BiSbO4
7194;150199;KPt2S3
7024;150203;NiSbS
16735;150204;UCr2Si2
7202;150216;LiCuO
6898;150217;KCuO
5169;150218;SbSI
6936;150219;CsCu2I3
7123;150223;ZrVP
6000;150225;SbSeI
6765;150227;CaNi4B
6766;150228;Ca3Ni7B2
6775;150229;TiPO4
7606;150232;ThB4Mo
5299;150233;HfO2
7633;150235;MnNiGe
4185;150236;CsKCl2O8
7426;150239;MnSiRh
7487;150242;MoCl4O
6598;150244;MgO2
6776;150245;VPO4
6856;150258;LaNbO4
6897;150259;KAgO
7200;150261;KAgO
5993;150263;AgHgAsS3
7273;150269;Cd2As3I
7376;150271;SiO2
6591;150274;BaBrCl
7545;150287;BaF2
7565;150288;Ag2GeS3
4504;150293;MnSe2
7556;150295;NaSi2Pd3
7605;150297;NiP3W2
7441;150298;PdF2
5442;150305;KScMo2O8
5818;150306;NaBF4
21918;15031;Sr2BrN
4939;150313;ReSe2
7238;150314;NiSe2
28172;15032;HoAu
7480;150324;SbIrS
7763;150325;Ca2Ge
7765;150326;SrMgSi
26349;15033;EuAs2Rh2
6088;150333;BrF5
6947;150334;SiO2
7245;150337;Sb2Au
7809;150338;BiTePt
6763;150342;Cs2Te
7208;150343;CeB2C
4505;150349;MnTe2
28011;15036;SrCr2As2
8148;150361;SiRu2
7762;150369;CaMgSi
27807;15037;NdAl2Ga2
7725;150377;CdI2
7819;150378;Bi2Pt
13874;15038;Gd3TlC
27553;15039;EuAs2Pd2
6635;150391;TbPO4
6636;150392;HoPO4
7820;150399;NiAs2
20295;15040;Ho2O3
8055;150402;SiRh2
8071;150403;NaS
7408;150406;TiO2
7830;150412;SnPd2
7974;150414;SmSb2
7991;150415;Sb2Pt
10049;15042;YSi2Au2
5496;150426;NO2
7577;150427;Ba2Si
6491;150429;Tl2SiS3
30140;15043;EuSi3Rh
7166;150430;ReTeS
7837;150431;As2Rh
8271;150434;TiAsRh
27917;150437;ThAlNi
8266;150441;AsPd5
5840;150444;K3TaO8
3691;150446;GeF2
7836;150447;P2Rh
7876;150448;Sb2Pd
30841;150452;PrNiSn2
8300;150454;UB2C
8268;150457;YAsPt
7863;150459;Bi4Te7Pb
29898;15046;DySi2Ni2
7909;150460;HfAs2
8003;150461;ZrFeP
7007;150462;Na5ReO6
8072;150465;KS
8337;150467;ErFe4B
8369;150468;AgBiS2
8438;150469;TmNi4B
17259;15047;NaGa4
7838;150472;Sb2Ir
7878;150473;CaMgSn
8192;150474;PRu2
7413;150480;HfCu2Te3
7091;150484;CuMoO4
7956;150491;Mn2N
7969;150492;W2C
7822;150505;As2Ir
5406;150515;BF2
6970;150516;Sn2IF3
8495;150520;USiIr
14042;15053;ThSi2Pd2
13055;15054;ThSi2Tc2
8018;150546;Ag2Se
7779;150547;US2
7946;150548;SbRh2
13059;15055;PuSi2Rh2
13886;15056;ScIr3C
7891;150562;GeSb4Te7
3973;150565;CsTaP2O8
6742;15057;CaP2Pd2
11182;150575;ZrIn3
22920;15058;SrIn4
13956;15059;SmRh3C
8493;150592;P2Ir
8036;150597;FeAgTe2
13959;15060;YRh3C
7755;150601;UTeS
7900;150602;GeBi4Te7
7963;150608;CsAuO
13842;150613;Dy3GaC
9951;150618;CeBPt4
10391;15062;BaAl4
4753;15063;BaMg2Si2
9952;150633;PrBPt4
10227;150644;CaCl2
9987;150669;ZrAl2
8430;150671;ThGe2
25977;150674;NdIn2Ir
7372;150687;BiSeCl
7585;150688;ScSi3Ni2
8103;150704;Sb2Rh
8160;150705;Y5S7
9975;150712;HoMg2
9989;150713;LaMg2Ni9
9992;150714;NdMg2Ni9
7481;150718;FeS2
5463;15072;Ba2PCl
10113;150720;HoSiRh
10552;150721;AlPd2
16783;15073;KNdTe2
10766;150739;KAu2
10311;150740;SrGePt
8104;150742;Bi2Rh
9981;150744;ScZn2
10589;150746;TbAl3
10778;150752;Mg2Au
10786;150753;NaSnAu
10229;150755;YbBr2
10396;150759;Ca3Al7Cu2
9991;150760;PrMg2Ni9
10378;150761;TiSiRu
9993;150763;SmMg2Ni9
10270;150768;CaAgSb
10294;150769;HoGeRu
10303;150770;TbNiGe
10533;150772;YAl4Ni
10525;150777;TbAl4Ni
10606;150778;Al5W
10869;150787;BaZn5
9994;150791;GdMg2Ni9
10528;150795;TmAl4Ni
10610;150796;Y2Al
4194;150798;PuPt4
10382;150802;AlAu2
18425;15081;TmCu2Ge2
11063;150810;BaPPt
17033;15082;Sr3PbO
10563;150822;AlPt2
22197;150823;YH3
10238;150829;AlPS4
6239;150831;VBiO4
10974;150835;CaCd2
11004;150836;Ca2Sn
10451;150839;DyAl4Ni
10495;150840;LuAl4Ni
10615;150842;YAl3
11050;150844;Cs2TeO3
10457;150846;ErAl4Ni
11366;150857;LiGe
11675;150859;BaH2
11454;150867;KNa2AuO2
10727;150868;GaAu2
10873;150870;CaInPd
10877;150871;Be2Cr
4136;150876;ThI2
10865;150878;Ba2Sn
9955;150883;CrSn2
10824;150884;Yb2Au
10899;150887;Be2Re
11016;150889;CdCu2
11055;150890;AlCdCl4
28083;15091;SmNi2As2
6899;15094;Li2MnO2
31803;150946;Li6TeO6
13848;15095;Er3SnC
31848;150950;Li2CO3
31797;150951;Li5P2O8
17789;150953;PuNi2
31817;150954;Li8Ge2O7
31818;150955;Li11Zn2O8
31796;150956;Li5P2O8
31823;150957;Li3BO3
31805;150959;Li8SiO6
13879;15096;Ho3TlC
12623;150961;LaS
29568;150968;NpCr2Si2
15777;150969;Ca3SiBr2
30374;15097;GdGe2Ru2
2789;150976;Re2Cl5O4
30663;15098;LaSi2Rh2
18814;15099;NdCr2Si2
9967;150994;UFeGe
9990;150995;CeMg2Ni9
9997;150996;TmAlRh
10008;150998;EuTmCuS3
6769;15100;LiNi2P2
10291;151000;HoNiGe
10336;151001;ErNiGe
10368;151002;HoNiSn
10571;151005;PuAl3
10737;151007;Ho2Au
10794;151008;Pr2Au
10839;151009;BaCaSn
10854;151010;BaPb3
10855;151011;Ba2Pb
10874;151015;CaSnPd
10886;151016;MnBe2
10888;151017;Be2Mo
10892;151018;Be3Nb
10909;151019;Be2V
13955;15102;ScRh3C
10910;151020;Be2W
10915;151021;LiCaBi
10984;151023;CaGa3Ni2
10998;151024;Ca2Pb
11056;151025;KVS2O8
11064;151026;BaAsPt
11089;151027;CsGdTe4
11129;151028;InPd2
11178;151029;Yb2In
11235;151032;SrCN2
11244;151033;EuIBr
31816;151036;Li4GeO4
11348;151038;K2SO3
11349;151039;ZnO2
11912;151041;KHO
11393;151045;CsCu2ICl2
11734;151046;ErSi2Rh3
6025;15105;CsEuCl3
11363;151051;CaSbPt
31806;151052;Li15Si2O12
31811;151053;Li4TiO4
11330;151057;CdSO4
11347;151058;PtI2
11359;151059;CrCuO4
11360;151062;CaPPt
11364;151068;EuSbPt
11412;151069;MnMoO4
20145;15107;NaBeH3
3322;151072;WSCl4
11568;151073;TlAuCl4
11579;151074;Cs2PbO3
10939;151077;SrLiBi
11585;151080;CrPO4
11325;151081;V2H
11709;151082;VBiO4
11731;151083;TeO2
11773;151084;Na3AlAs2
11781;151085;NbBO4
11787;151086;SbO2
11302;151089;Na2CO3
12215;151092;RuO2
11616;151093;NdTaO4
12269;151107;KNaSe
31819;151118;Li11Zn2O8
11542;151129;SbSBr
11697;151131;KNaS
28943;151133;U2W2C3
683382;151134;LiMnO2
12018;151143;NaAgC2N2
10063;151147;TbGe2
29117;15115;CeSi3Ir
12535;151151;HfSiRh
29118;15116;CeSi2Ir2
11995;151162;AsF5
675524;151165;LiAl5O8
31804;151167;Li15Si2O12
31821;151168;Li11B4O12
12413;15117;Na2H2Pd
31807;151170;LiNiO2
31412;151171;LiMg17Al11
31822;151173;Li11B4O12
31473;151174;CeMg16Al12
31383;151175;Mg17BeAl11
31414;151176;Mg18Al11
31474;151177;Mg16Al12Cl
31484;151178;Mg16Al12Ga
5247;15118;TaSnO3
31461;151180;Mg16Al12Ag
31408;151181;Mg17Al11In
31409;151182;Mg17Al11Ir
31488;151184;HfMg16Al12
31378;151185;Mg17Al12
31380;151186;Mg17Al11Au
31405;151187;Mg17Al11Hg
31418;151188;NaMg17Al11
31388;151190;Mg17Al11Cd
31814;151193;Li6MnO4
31425;151194;Mg17Al11P
31846;151195;Li11Mn2O8
31502;151196;NaMg16Al12
31440;151197;Mg17Al11Se
31464;151198;Mg16Al12Au
31476;151199;Mg16Al12Cr
31400;151200;Mg17Al11Ga
31402;151201;Mg17Al11Ge
31399;151202;Mg17Al11Fe
31407;151203;Mg17Al11I
31404;151204;HfMg17Al11
31441;151205;Mg17Al11Si
31495;151206;LaMg16Al12
31403;151207;Mg17Al11H
31384;151208;Mg17Al11Bi
31390;151209;Mg17Al11Cl
31472;151211;Mg16Al12Cd
31469;151212;Mg16Al12Br
31496;151213;LiMg16Al12
31497;151214;LuMg16Al12
31498;151215;Mg17Al12
31394;151216;Mg17Al11Cu
31396;151217;ErMg17Al11
31413;151218;LuMg17Al11
31415;151220;Mg17MnAl11
31493;151221;Mg16Al12Ir
31477;151222;CsMg16Al12
31424;151223;Mg17Al11Os
31481;151224;EuMg16Al12
31509;151225;Mg16Al12P
31416;151226;Mg17Al11Mo
31486;151227;Mg16Al12Ge
31462;151228;Mg16Al13
31479;151229;DyMg16Al12
31428;151230;Mg17Al11Pd
31508;151232;Mg16Al12Os
31385;151233;Mg17Al11Br
31397;151235;EuMg17Al11
31521;151236;Mg16Al12S
31492;151237;Mg16Al12In
31485;151238;GdMg16Al12
27137;15124;CdNi3N
31434;151240;Mg17Al11Re
31510;151241;Mg16PaAl12
31499;151242;Mg16MnAl12
31381;151243;Mg17Al11B
31465;151246;Mg16Al12B
31487;151248;Mg16Al12H
31467;151249;Mg16BeAl12
31513;151251;PmMg16Al12
31518;151252;Mg16Al12Re
31401;151254;GdMg17Al11
31436;151255;Mg17Al11Ru
31437;151256;Mg17Al11S
31438;151257;Mg17Al11Sb
31445;151258;Mg17TaAl11
2694;15126;RbClO3
31457;151260;YbMg17Al11
31458;151261;Mg17Al11Zn
31468;151262;Mg16Al12Bi
31512;151263;Mg16Al12Pd
31519;151264;Mg16Al12Rh
31421;151265;Mg17Al11Ni
31500;151266;Mg16Al12Mo
31506;151267;Mg16NpAl12
31522;151268;Mg16Al12Sb
31435;151269;Mg17Al11Rh
31439;151270;Mg17ScAl11
31443;151271;Mg17Al11Sn
31452;151273;TmMg17Al11
31830;151274;K8Li31Al8O31
31535;151275;Mg16Al12Tl
31529;151276;Mg16TaAl12
31526;151277;SmMg16Al12
31393;151278;CsMg17Al11
31433;151279;RbMg17Al11
31507;151280;Mg16Al12O
31480;151282;ErMg16Al12
31511;151283;Mg16Al12Pb
31427;151284;Mg17Al11Pb
31520;151285;Mg16Al12Ru
31491;151286;Mg16Al12I
31826;151287;K8Li31Al8O32
31450;151288;Mg17TiAl11
31524;151289;Mg16Al12Se
17709;15129;Ni4Mo
31515;151290;Mg16Al12Pt
31527;151291;Mg16Al12Sn
31530;151293;TbMg16Al12
31514;151294;PrMg16Al12
31505;151296;Mg16Al12Ni
31478;151297;Mg16Al12Cu
31528;151298;SrMg16Al12
31532;151299;Mg16Al12Te
6170;15130;Li2CeAs2
31483;151300;Mg16Al12Fe
31827;151301;K8Li31Al8O32
31539;151302;Mg16Al12W
31448;151303;Mg17Al11Te
31455;151304;Mg17Al11W
31501;151305;Mg16Al12N
31504;151306;NdMg16Al12
31546;151307;Mg16Al13
31482;151308;Mg16Al12F
31534;151309;Mg16TiAl12
24024;15131;CaMg2Bi2
31556;151310;Mg16Al12Cd
31392;151311;Mg17Al11Cr
31540;151313;YMg16Al12
31517;151315;RbMg16Al12
31580;151316;LiMg16Al12
31523;151317;Mg16ScAl12
31533;151318;ThMg16Al12
31542;151319;Mg16Al12Zn
3680;15132;SnI4
31543;151320;Mg16ZrAl12
31525;151321;Mg16Al12Si
31451;151323;Mg17Al11Tl
31516;151324;PuMg16Al12
31541;151325;YbMg16Al12
31548;151326;Mg16Al12Au
31573;151327;Mg16Al12Hg
31575;151328;Mg16Al12I
31531;151329;Mg16Al12Tc
31537;151330;Mg16UAl12
31828;151332;K8Li31Al8O32
31538;151333;Mg16Al12V
31558;151336;Mg16Al12Cl
31536;151339;TmMg16Al12
31545;151340;Mg16Al12Ag
31551;151341;Mg16BeAl12
31810;151342;Li4TiO4
31553;151343;Mg16Al12Br
31562;151344;Mg16Al12Cu
31570;151345;Mg16Al12Ge
31576;151346;Mg16Al12In
30623;15135;SmSi2Ir2
31560;151350;Mg16Al12Cr
31593;151351;Mg16Al12P
31454;151353;Mg17Al11V
31596;151354;Mg16Al12Pd
31420;151355;NdMg17Al11
31431;151356;Mg17Al11Pt
31581;151357;LuMg16Al12
31459;151358;Mg17ZrAl11
31552;151359;Mg16Al12Bi
31564;151360;ErMg16Al12
31582;151361;Mg17Al12
31625;151362;YbMg16Al12
31561;151363;CsMg16Al12
31630;151364;Mg16Al13
31568;151366;Mg16Al12Ga
31611;151367;Mg16Al12Sn
31637;151368;Mg16Al12Br
31447;151371;Mg17Al11Tc
31395;151372;DyMg17Al11
31633;151373;Mg16Al12B
31632;151374;Mg16Al12Au
31660;151375;Mg16Al12In
31606;151376;Mg16Al12Sb
31583;151378;Mg16MnAl12
31442;151379;SmMg17Al11
29019;15138;PrCd2
31670;151380;NaMg16Al12
31815;151381;Li6NiO4
31572;151382;HfMg16Al12
31641;151383;CeMg16Al12
31586;151385;NaMg16Al12
31648;151386;ErMg16Al12
31647;151387;DyMg16Al12
31627;151388;Mg16ZrAl12
31398;151389;Mg17Al11F
31652;151391;Mg16Al12Ga
31444;151392;SrMg17Al11
31449;151393;ThMg17Al11
31569;151395;GdMg16Al12
31636;151396;Mg16Al12Bi
31609;151397;Mg16Al12Si
31644;151398;Mg16Al12Cr
31831;151399;K8Li31Al8O32
31623;151400;Mg16Al12W
31654;151402;Mg16Al12Ge
31655;151403;Mg16Al12H
31656;151404;HfMg16Al12
31649;151405;EuMg16Al12
31651;151406;Mg16Al12Fe
31549;151407;Mg16Al12B
31801;151408;Li39Ga8O32
31620;151410;TmMg16Al12
31599;151411;Mg16Al12Pt
31690;151412;Mg16Al12Sb
31585;151413;Mg16Al12N
31557;151414;CeMg16Al12
31577;151416;Mg16Al12Ir
31695;151417;Mg16Al12Sn
31679;151418;Mg16Al12Pb
31657;151419;Mg16Al12Hg
31635;151420;Mg16BeAl12
31640;151421;Mg16Al12Cd
31588;151422;NdMg16Al12
31653;151423;GdMg16Al12
31843;151424;Li39Al8O32
31668;151427;Mg16Al12Mo
31677;151428;Mg16Al12P
31607;151429;Mg16ScAl12
13849;15143;Er3TlC
31615;151430;Mg16Al12Tc
31696;151431;SrMg16Al12
31697;151432;Mg16TaAl12
31664;151433;LiMg16Al12
31622;151434;Mg16Al12V
31682;151435;PrMg16Al12
31594;151436;Mg16PaAl12
31642;151437;Mg16Al12Cl
31661;151439;Mg16Al12Ir
30901;15144;TmSi2Os2
31565;151440;EuMg16Al12
31680;151441;Mg16Al12Pd
31667;151442;Mg16MnAl12
31626;151443;Mg16Al12Zn
31666;151444;Mg17Al12
31608;151445;Mg16Al12Se
31694;151446;SmMg16Al12
31595;151447;Mg16Al12Pb
31598;151450;PrMg16Al12
31605;151451;Mg16Al12S
31709;151453;YbMg16Al12
31579;151455;LaMg16Al12
31692;151456;Mg16Al12Se
31693;151457;Mg16Al12Si
31683;151458;Mg16Al12Pt
31618;151460;Mg16TiAl12
31672;151461;NdMg16Al12
31612;151462;SrMg16Al12
31703;151463;Mg16Al12Tl
31706;151464;Mg16Al12V
31646;151465;Mg16Al12Cu
31701;151466;ThMg16Al12
31710;151467;Mg16Al12Zn
31597;151468;PmMg16Al12
31686;151469;Mg16Al12Re
31685;151470;RbMg16Al12
31700;151471;Mg16Al12Te
31702;151472;Mg16TiAl12
31689;151473;Mg16Al12S
31592;151474;Mg16Al12Os
31601;151475;RbMg16Al12
31616;151476;Mg16Al12Te
31602;151477;Mg16Al12Re
31665;151478;LuMg16Al12
31829;151479;K8Li31Al8O32
13812;15148;ZrNi2P2
31676;151480;Mg16Al12Os
31708;151482;YMg16Al12
31456;151483;YMg17Al11
31446;151484;TbMg17Al11
31698;151485;TbMg16Al12
31604;151486;Mg16Al12Ru
31711;151487;Mg16ZrAl12
31571;151488;Mg16Al12H
31663;151489;LaMg16Al12
31825;151490;K8Li31Al8O32
31650;151491;Mg16Al12F
31645;151492;CsMg16Al12
31691;151493;Mg16ScAl12
31681;151494;PmMg16Al12
31688;151495;Mg16Al12Ru
31707;151496;Mg16Al12W
31678;151497;Mg16PaAl12
31687;151498;Mg16Al12Rh
31624;151499;YMg16Al12
31584;151500;Mg16Al12Mo
12262;151502;Li7Br3O2
12265;151503;NaLiTe
12280;151504;NaLiSe
12722;151506;Li3BN2
31411;151508;LaMg17Al11
30903;15152;YSi2Os2
31377;151528;Mg17Al11Ag
1857;15153;OsCl4
31704;151530;TmMg16Al12
18781;15154;PuRu3C
2641;15157;Li3In2
16579;151572;Li2CO3
31489;151577;Mg16Al12Hg
16196;151579;LiMgN
16714;151580;LiHS
19561;151584;Na2LiAu3
16763;15159;BaAl2Ge2
19708;151600;LiBH
31603;151604;Mg16Al12Rh
31617;151607;ThMg16Al12
31675;151612;Mg16Al12O
15592;151615;Li2US3
31737;151616;GdMg149
31752;151618;Mg149Mo
31718;151620;BaMg149
31716;151624;Mg149Au
15511;151625;SrLi4N2
31713;151628;Mg149Ag
31736;151629;Mg149Ga
22637;151632;Li2ReO3
22823;151633;Li2MnO3
31754;151636;NaMg149
31756;151638;NdMg149
31753;151640;Mg149N
31742;151642;HoMg149
17002;151643;Li2GeO3
31389;151645;CeMg17Al11
31740;151647;HfMg149
12498;151648;Li3FeN2
31732;151649;ErMg149
22384;151650;Li8SbO3
31763;151651;Mg149Pb
20973;151654;LiAuS
31730;151655;Mg149Cu
31751;151657;Mg149Mn
24192;151658;Li3AuS2
31755;151659;Mg149Nb
31721;151660;Mg149Br
22992;151662;Li9S3N
31724;151663;Mg149Cd
24191;151664;LiAuS
31769;151665;RbMg149
31747;151667;LaMg149
31726;151671;Mg149Cl
31778;151673;SmMg149
25569;151679;LiSn4Rh
31731;151680;DyMg149
19687;151681;Li2NiO3
31774;151682;Mg149Sb
31717;151684;Mg149B
31783;151685;Mg149Tc
31784;151686;Mg149Te
4965;151687;Li6TeO6
31743;151688;Mg149I
31782;151690;TbMg149
25060;151691;Li4HN
22292;151692;LiMg8Si4
31785;151693;ThMg149
3753;151695;Li3VO4
22382;151696;Li8PO3
31767;151697;Mg149Pt
31734;151698;Mg149F
31699;151700;Mg16Al12Tc
31760;151702;Mg149Os
25568;151703;LiSn4Ru
10214;151705;LiV2O4
31771;151706;Mg149Rh
21965;151708;LiBH4
31773;151709;Mg149S
13942;151710;LiCN
31673;151711;Mg16Al12Ni
31748;151712;LiMg149
26397;151713;Li2B2Rh3
31790;151714;Mg149V
18585;151715;LiCaN
10298;151717;Li4Yb5Ge4
31733;151718;EuMg149
31591;151719;Mg16Al12O
31729;151722;CsMg149
22381;151723;Li8N3O
31792;151724;YMg149
22383;151725;Li8AsO3
23279;151726;LiAlH4
31780;151727;SrMg149
26004;151728;Sr2LiGe3
21549;151730;LiGaH4
31728;151731;Mg149Cr
31429;151733;PmMg17Al11
22901;151734;Ba3Li4Sn8
31745;151735;Mg149Ir
13151;151736;Li6MgBr8
11452;151739;Li8CeO6
31712;151742;AcMg149
31610;151743;SmMg16Al12
31705;151744;Mg16UAl12
22379;151745;Li8NO3
31739;151746;Mg149H
2649;151747;Li8PbO6
31765;151748;PmMg149
2692;151749;Li3PO4
3724;151750;LiGaO2
31777;151753;Mg149Si
14176;151754;Li10BrN3
31714;151756;Mg149Al
31787;151757;Mg149Tl
26287;151758;LiEu2Si3
31167;151759;Li3BN2
31563;151761;DyMg16Al12
31793;151763;YbMg149
19532;151765;Li3Ti4O8
31779;151767;Mg149Sn
31723;151768;CaMg149
31719;151769;Mg149Be
31746;151770;KMg149
22156;151771;LiTi2O4
31744;151772;Mg149In
31788;151773;TmMg149
31741;151775;Mg149Hg
22294;151776;Li3Mg8Si4
31786;151777;Mg149Ti
31764;151779;Mg149Pd
31766;151780;PrMg149
31417;151781;Mg17Al11N
3360;151782;Li2ThN2
31776;151783;Mg149Se
31794;151784;Mg149Zn
31770;151787;Mg149Re
24863;151788;LiAuI4
31757;151789;Mg149Ni
31772;151790;Mg149Ru
10224;151792;LiPrO2
31775;151793;Mg149Sc
31423;151795;Mg17Al11O
31781;151796;Mg149Ta
11758;151797;Li2Ce2Ge3
31749;151798;LuMg149
5392;15180;CaSnO3
11059;151800;LiRhO2
25570;151802;LiSn4Ir
31795;151803;Mg149Zr
7287;151804;LiMnO2
31759;151805;Mg149O
11450;151806;Li8IrO6
3359;15181;Li2ZrN2
31589;151810;Mg16Al12Ni
1860;151813;Li8SnO6
7322;151814;Li2MnBr4
31761;151816;Mg149P
31750;151818;Mg
19975;151821;LiCr3O8
31684;151822;PuMg16Al12
24026;15183;YbMg2Bi2
16401;151838;LiBH4
30694;15184;LuSi2Ni2
3169;151846;Li7SbO6
5233;15185;Ni3Se2
22311;151853;Li2MgH4
19748;151857;Li2SO4
2724;151860;LiH2N
31426;151866;Mg17PaAl11
13086;151877;LiMnO4
23214;151878;Cs2LiBr3
7308;151880;Li3H4Rh
13622;151884;Li3AsO4
31613;151888;Mg16TaAl12
31669;151890;Mg16Al12N
31659;151891;Mg16Al12I
3483;151898;LiBO2
31430;151899;PrMg17Al11
4027;151900;LiTbO2
21429;151925;Li2HN
27575;151929;LiMo3Se3
6112;151930;Li2Eu5O8
15679;151931;LiV2O5
11365;151933;LiInSe2
22169;151936;Li2MgIr
13970;15194;Yb3SnC
29121;151942;LiCeSi2
27275;151949;LiEuGe2
21572;151952;Li2HN
23220;151958;Cs2LiI3
8333;15196;DyBPd3
16368;151961;Li2ZrO3
22385;151965;Li8BiO3
31567;151969;Mg16Al12Fe
11672;15197;CsGeBr3
31614;151971;TbMg16Al12
22297;151974;Li2MgSi
8346;15198;EuBRh3
20570;151991;SrLiGe2
25395;151997;Li2B2Se5
22055;152002;LiCO2
16610;152006;LiGaSe2
13523;152008;Li4TiO4
1818;152009;Li5AlO4
25092;152011;LiYbGe2
16772;152012;Li4SiO4
25556;152014;LiSn4Au3
4927;152019;Li4H5Rh
19667;15202;CeGe2Ru2
31735;152020;Mg149Fe
19707;152025;LiBH2
14133;152028;Li2Si2O5
20571;152030;BaLiGe2
2168;152037;Li4TeO5
15065;152042;Li6Br3N
3856;15205;Bi2Te3
11577;152050;Li6ZnO4
23222;152056;CsLiI2
24151;152059;LiAlSe2
27867;152067;LiAlS2
1917;152068;Li4PbO4
27111;152071;LiEuO2
12686;152072;Li4H6Os
19574;152076;LiSn6Pd2
3890;15208;FeBiO3
18459;152097;PuBi
29155;15211;CePd
6743;15213;CaAs2Pd2
17032;15214;Ca3PbO
28915;15219;SnPd3C
35666;152201;CeMg
35669;152202;ErMg
35671;152203;GdMg
35672;152204;HoMg
35677;152208;SmMg
35678;152209;TbMg
35679;152210;TmMg
35680;152211;YbMg
35683;152212;CaMg
35688;152216;SrMg
35689;152217;YMg
28417;15222;TmFe2B2
35673;152220;LaMg
