material_id;formula_pretty
mp-1134314;LiAl
mp-1134383;EuAg
mp-1134485;K2O
mp-1134917;SiO2
mp-1135471;Li3SbO4
mp-1135560;Nd(NiP)2
mp-1135635;Fe2P
mp-1135693;Er(NiP)2
mp-1135776;Yb(MnAs)2
mp-1135790;LiBiF6
mp-1135965;Si2Os3C12(ClO2)6
mp-11363;TbCu5
mp-1136368;U6Fe16Si7
mp-1136389;Nb3Ir
mp-1136479;CSO
mp-1136493;Na4IrO4
mp-1136532;CSO
mp-1136732;Sr2VO4
mp-1136738;TbAgTe2
mp-1136822;KCuO2
mp-1136903;SnSe2
mp-1136937;SrCuF4
mp-1137664;Li2WO4
mp-1137740;CaCu(GeO3)2
mp-1137859;Nd2CuO4
mp-1137913;Rb2PtF6
mp-1137924;YbAgS2
mp-1137935;Ca3(GaNi)4
mp-1138224;SiO2
mp-1138225;SiO2
mp-1138229;SiO2
mp-1138243;SiO2
mp-1138244;SiO2
mp-1138245;SiO2
mp-1138250;SiO2
mp-1138251;SiO2
mp-1138259;SiO2
mp-1138263;SiO2
mp-1138265;SiO2
mp-1138267;SiO2
mp-1138270;SiO2
mp-1138275;SiO2
mp-1138276;SiO2
mp-1138282;SiO2
mp-1138285;SiO2
mp-1138295;SiO2
mp-1138303;MgIn
mp-1138305;SiO2
mp-1138311;SiO2
mp-1138317;SiO2
mp-1138322;SiO2
mp-1138552;SiO2
mp-1138554;SiO2
mp-1138556;SiO2
mp-1138558;SiO2
mp-1138565;SiO2
mp-1138566;SiO2
mp-1138567;SiO2
mp-1138571;SiO2
mp-1138574;SiO2
mp-1138580;SiO2
mp-1138585;SiO2
mp-1138589;SiO2
mp-1138590;SiO2
mp-1138593;SiO2
mp-1138596;SiO2
mp-1138599;SiO2
mp-1138605;SiO2
mp-1138606;SiO2
mp-1138607;SiO2
mp-1138609;SiO2
mp-1138610;SiO2
mp-1138611;SiO2
mp-1138612;SiO2
mp-1138614;SiO2
mp-1138619;SiO2
mp-1138623;SiO2
mp-1138625;SiO2
mp-1138626;SiO2
mp-1138628;SiO2
mp-1138629;SiO2
mp-1138630;SiO2
mp-1138631;SiO2
mp-1138637;SiO2
mp-1138640;SiO2
mp-1138642;SiO2
mp-1138646;SiO2
mp-1138647;SiO2
mp-1138650;SiO2
mp-1138652;SiO2
mp-1138653;SiO2
mp-1138654;SiO2
mp-1138656;SiO2
mp-1138657;NpSi2
mp-1138665;SiO2
mp-1138670;SiO2
mp-1138671;SiO2
mp-1138677;SiO2
mp-1138686;SiO2
mp-1138687;SiO2
mp-1138688;SiO2
mp-1138691;SiO2
mp-1138692;SiO2
mp-1138694;SiO2
mp-1138695;SiO2
mp-1138697;SiO2
mp-1138698;SiO2
mp-1138699;SiO2
mp-1138704;SiO2
mp-1138709;SiO2
mp-1138714;TiSi2
mp-1138715;SiO2
mp-1138717;SiO2
mp-1138719;SiO2
mp-1138726;SiO2
mp-1138727;SiO2
mp-1138730;SiO2
mp-1138732;SiO2
mp-1138736;SiO2
mp-1138737;SiO2
mp-1138738;SiO2
mp-1138741;SiO2
mp-1138744;SiO2
mp-1138751;SiO2
mp-1138754;SiO2
mp-1138762;SiO2
mp-1138764;SiO2
mp-1138766;SiO2
mp-1138767;SiO2
mp-1138772;SiO2
mp-1138775;SiO2
mp-1138776;SiO2
mp-1138778;SiO2
mp-1138779;SiO2
mp-1138783;SiO2
mp-1138784;SiO2
mp-1138785;SiO2
mp-1138786;SiO2
mp-1138788;SiO2
mp-1138792;SiO2
mp-1139074;CeC2
mp-1139463;SiO2
mp-1139489;SiO2
mp-1139543;SiO2
mp-1139568;SiO2
mp-1139575;SiO2
mp-1139626;SiO2
mp-1139651;SiO2
mp-1139682;SiO2
mp-1139688;CsSb(PO4)2
mp-1139699;SiO2
mp-1139709;SiO2
mp-1139710;SiO2
mp-1139779;ErZnGa
mp-1139951;CuAuSe4
mp-1139966;SiO2
mp-1139988;SiO2
mp-1139994;K4CdAs2
mp-1140039;IBr
mp-1140062;BaPdS2
mp-1140139;SiO2
mp-1140173;SiO2
mp-1140308;SiO2
mp-1140309;LiBiF6
mp-1140317;SiO2
mp-1140350;K2O
mp-1140380;SiO2
mp-1140396;Sr2Sn
mp-1140482;KPS3
mp-1140543;NbSbRu
mp-1140564;K2SnCl6
mp-1140585;SiO2
mp-1140604;SiO2
mp-1140644;SiO2
mp-1140645;SiO2
mp-1140668;SnSe2
mp-1140676;SiO2
mp-1140687;TlP(HO2)2
mp-1140734;Rb2As3
mp-1140763;Li2O
mp-1140802;SiO2
mp-1140808;SrClF
mp-1140820;SiO2
mp-1140846;SiO2
mp-1140868;PNF2
mp-1140886;PtS
mp-1140938;KAuSe
mp-1140941;K5CuSb2
mp-1141018;SiO2
mp-1141033;CrHgF6
mp-1141036;PNF2
mp-1141046;SiO2
mp-1141084;SiO2
mp-1141117;YClO
mp-1141240;SiO2
mp-1141296;Na4IrO4
mp-1141332;SiO2
mp-1141353;GeBi4Te7
mp-1141387;P2Pt
mp-1141446;SiO2
mp-1141491;CaF2
mp-1141505;SiO2
mp-1141506;SiO2
mp-1141517;Bi2Se3
mp-1141621;SiO2
mp-1141660;SiO2
mp-1141716;TlInS2
mp-1141782;Sr2NCl
mp-1141811;SiO2
mp-1141817;LaN
mp-1141822;SiO2
mp-1141854;K3AuO
mp-1141868;SiO2
mp-1141920;KCuO2
mp-1141974;SiO2
mp-1142007;BaHgO2
mp-1142027;PdCl2
mp-1142035;Li2CuAs
mp-1142111;Mg2FeH6
mp-1142135;Rb2PtF6
mp-1142154;InBr
mp-1142155;TlInS2
mp-11422;GdHg
mp-1142246;Bi2Te2S
mp-1142254;Nb2O5
mp-1142257;LiPb
mp-1142260;RhF3
mp-1142265;SiO2
mp-1142301;Bi2Se3
mp-1142350;SrN
mp-1142609;ScMn2
mp-1142642;SiO2
mp-1142668;CaF2
mp-1142704;HoCd
mp-1142729;Sb2(SO4)3
mp-1142749;SiO2
mp-1142778;SiO2
mp-1142793;GdB2
mp-1142803;SiO2
mp-1142889;SiO2
mp-1142926;SiO2
mp-1142942;SiO2
mp-1142970;SiO2
mp-1142971;ScAu2
mp-1143002;SiO2
mp-1143006;SiO2
mp-1143014;SiO2
mp-1143017;ScAu
mp-1143032;TbMnSi
mp-1143074;SiO2
mp-1143133;CaH2(CO2)2
mp-1143153;SiO2
mp-1143164;SiO2
mp-1143207;SiO2
mp-1143230;Te2Rh
mp-1143243;SiO2
mp-1143284;SiO2
mp-1143327;SiO2
mp-1143336;SiO2
mp-1143354;SiO2
mp-1143374;SiO2
mp-1143387;SiO2
mp-1143390;TcB
mp-1143431;SiO2
mp-1143442;SiO2
mp-1143460;SiO2
mp-1143473;SiO2
mp-1143585;SiO2
mp-1143599;SiO2
mp-1143631;SiO2
mp-1143684;SiO2
mp-1143710;Cu8O
mp-1143747;SiO2
mp-1143755;SiO2
mp-1143761;SiO2
mp-1143765;SiO2
mp-1143769;SiO2
mp-1143777;SiO2
mp-1143787;SiO2
mp-1143807;SiO2
mp-1143850;SiO2
mp-1143867;SiO2
mp-1143885;SiO2
mp-1143913;SiO2
mp-1143917;SiO2
mp-1143921;SiO2
mp-1143925;Bi2Se3
mp-1143929;SiO2
mp-1143941;SiO2
mp-1143965;SiO2
mp-1143978;SiO2
mp-1143985;TbMnSi
mp-1144032;Li2CuAs
mp-1144056;TbIn3
mp-1144107;Cs2KRhF6
mp-1144127;ErSiRu
mp-1144158;CaH2(CO2)2
mp-1144400;B5H9N
mp-1144407;ZrCuSi
mp-1144418;USbSe
mp-1144706;GdInIr
mp-1144710;Nd(SiAu)2
mp-1144864;ErIn3
mp-1144876;Li2Si2O5
mp-1144877;SiO2
mp-1144908;IBr
mp-1145003;SiO2
mp-1145092;SiO2
mp-1145103;BW
mp-1145108;LaGaO3
mp-1145136;SiO2
mp-1145149;Nb2O5
mp-1145212;SiO2
mp-1145286;SiO2
mp-1145397;SiO2
mp-1145429;SiO2
mp-1145473;SiO2
mp-1145498;SiO2
mp-1145565;SiO2
mp-1145570;SiO2
mp-1145572;SiO2
mp-1145581;SiO2
mp-1145587;SiO2
mp-1145589;SiO2
mp-1145597;SiO2
mp-1145599;SiO2
mp-1145623;SiO2
mp-1145627;SiO2
mp-1145636;SiO2
mp-1145648;SiO2
mp-1145653;SiO2
mp-1145665;SiO2
mp-1145670;Sc3In
mp-1145680;PNF2
mp-1145681;SiO2
mp-1145682;SiO2
mp-1145692;SiO2
mp-1145712;SiO2
mp-1145729;SiO2
mp-1145730;SiO2
mp-1145735;SiO2
mp-1145742;YbBiPd
mp-1145751;SiO2
mp-1145758;SiO2
mp-1145760;SiO2
mp-1145768;SiO2
mp-1145787;SiO2
mp-1145798;SiO2
mp-1145805;SiO2
mp-1145822;SiO2
mp-1145831;SiO2
mp-1145835;SiO2
mp-1145836;SiO2
mp-1145847;SiO2
mp-1145852;SiO2
mp-1145860;SiO2
mp-1145868;SiO2
mp-1145872;SiO2
mp-1145877;SiO2
mp-1145880;SiO2
mp-1145884;SiO2
mp-1145890;SiO2
mp-1145901;SiO2
mp-1145905;SiO2
mp-1145914;SiO2
mp-1145920;SiO2
mp-1145925;CsK(ClO4)2
mp-1145931;SiO2
mp-1145941;SiO2
mp-1145952;SiO2
mp-1145964;SiO2
mp-1145981;SiO2
mp-1145986;SiO2
mp-1145994;SiO2
mp-1146011;SiO2
mp-1146019;TiSi2
mp-1146028;SiO2
mp-1146039;SiO2
mp-1146060;SiO2
mp-1146077;SiO2
mp-1146082;SiO2
mp-1146093;SiO2
mp-1146098;SiO2
mp-1146106;SiO2
mp-1146115;SiO2
mp-1146123;SiO2
mp-1146140;SiO2
mp-1146141;LaGaO3
mp-1146145;SiO2
mp-1146149;SiO2
mp-1146153;PNF2
mp-1146169;SiO2
mp-1146178;SiO2
mp-1146204;SiO2
mp-1146217;K3AuO
mp-1146241;SiO2
mp-1146249;SiO2
mp-1146262;SiO2
mp-1146264;SiO2
mp-1146274;SiO2
mp-1146293;SiO2
mp-1146298;SiO2
mp-1146305;NpSi2
mp-1146306;SiO2
mp-1146314;SiO2
mp-1146322;SiO2
mp-1146331;SiO2
mp-1146339;SiO2
mp-1146362;SiO2
mp-1146364;SiO2
mp-1146369;SiO2
mp-1146378;SiO2
mp-1146381;SiO2
mp-1146382;SiO2
mp-1146389;SiO2
mp-1146395;SiO2
mp-1146398;SiO2
mp-1146409;SiO2
mp-1146419;SiO2
mp-1146421;SiO2
mp-1146448;SiO2
mp-1146449;SiO2
mp-1146451;SiO2
mp-1146471;SiO2
mp-1146482;SiO2
mp-1146486;SiO2
mp-1146490;SiO2
mp-1146491;SiO2
mp-1146506;SiO2
mp-1146519;SiO2
mp-1146526;SiO2
mp-1146541;SiO2
mp-1146558;SiO2
mp-1146564;SiO2
mp-1146568;SiO2
mp-1146583;SiO2
mp-1146587;SiO2
mp-1146608;SiO2
mp-1146613;SiO2
mp-1146617;SiO2
mp-1146629;SiO2
mp-1146634;SiO2
mp-1146642;SiO2
mp-1146648;SiO2
mp-1146649;SiO2
mp-1146650;SiO2
mp-1146665;SiO2
mp-1146674;SiO2
mp-1146680;SiO2
mp-1146695;SiO2
mp-1146707;SiO2
mp-1146721;SiO2
mp-1146732;SiO2
mp-1146744;SiO2
mp-1146746;SiO2
mp-1146759;SiO2
mp-1146762;SiO2
mp-1146776;SiO2
mp-1146781;SiO2
mp-1146785;SiO2
mp-1146806;SiO2
mp-1146820;SiO2
mp-1146992;InCu2
mp-1147184;Ca3Ga3Ir2
mp-1147327;SiO2
mp-1147328;LaMnGe
mp-1147949;CaAsAu
mp-1148045;TlInS2
mp-1148131;Er3AlC
mp-1148158;Ce2TeO2
mp-1148287;TbZnSn
mp-1148291;Ca(AsPd)2
mp-11483;TmIr
mp-1148645;Er3AlC
mp-1148649;Er(GeRu)2
mp-1148793;BaHgO2
mp-1148899;TbAu
mp-1148948;SiO2
mp-1148984;TiCl2
mp-1149395;TiBe2
mp-1149410;Yb3SnC
mp-1149426;DyAl3
mp-1149612;MnAlFe2
mp-1149643;TbPbAu
mp-1149712;DyIr3
mp-1149842;SiO2
mp-1149978;Rh(OF3)2
mp-1150072;PdCl2
mp-11501;MnNi3
mp-1150187;LuNiSn4
mp-1150216;PdCl2
mp-1150351;NaAg3O2
mp-1150570;CaF2
mp-1150574;CaF2
mp-11507;Ni4Mo
mp-1150776;SiO2
mp-1150821;LiYGa4
mp-1150839;BaAlGe
mp-1150902;PdCl2
mp-1150929;NbRu3C
mp-1151014;SnBr2
mp-1151079;Te2Rh
mp-1151080;NdNiSn
mp-1151707;SrLaI4
mp-1151715;Rb2RhF6
mp-1151844;NaGdCl4
mp-1152021;K2MgH4
mp-1152357;TlInS2
mp-1152703;Nd2CuO4
mp-1152929;Yb(MnSi)2
mp-1153046;TbMnSi
mp-1153138;Nd2CuO4
mp-1153220;Nd2CuO4
mp-1153266;BaNdMn2O5
mp-1153356;Pr2SeO2
mp-1153847;NiI2
mp-1153988;Mn(GaS2)2
mp-1154275;HoMn2
mp-1154280;EuAg
mp-1154628;YbSnPd
mp-1154733;K5CuSb2
mp-1154830;BPt
mp-1155108;HfOs2
mp-1155366;LaN
mp-1155505;LaN
mp-1156513;CaSnO3
mp-1156747;TmCd2
mp-1156942;K3Ni2F7
mp-1157347;TaMn2
mp-1157638;YbSnRh
mp-1157666;Mg2FeH6
mp-1157895;AuC
mp-1157954;Sr2LiSc(B2O5)2
mp-1158257;NaH2Pd3
mp-1158316;ThBiTe
mp-1158591;TiAl3
mp-1158733;TbCu5
mp-1158865;K3Bi
mp-1158914;Sr2Cu2Ni(SO)2
mp-1159009;TiAl3
mp-1159142;HgPt
mp-1159225;Sc2C
mp-1159363;TcB
mp-1159391;TiPd2
mp-11594;PrB2Ir3
mp-1159485;Ba2LaTaO6
mp-1159503;ThB2Ir3
mp-1159545;NdOs2
mp-1159573;Rh3F
mp-1159602;Mn(GaS2)2
mp-1159686;YbAl3
mp-1159720;H2Se
mp-1159805;K4CdAs2
mp-1159890;TiSi2
mp-1160151;NbSbRu
mp-1160475;Nb2O5
mp-1160731;KBCF6
mp-1160814;TcB
mp-1160848;TbAu
mp-1160881;MgCu
mp-1160926;SiO2
mp-1161007;PdCl2
mp-1161074;SiO2
mp-1161148;K3Bi
mp-1161157;SiO2
mp-1161175;SiO2
mp-1161202;K2O
mp-1161206;SiO2
mp-1161228;SiO2
mp-1161250;SiO2
mp-1161266;Nb2O5
mp-1161320;SiO2
mp-1161339;SiO2
mp-1161383;SiO2
mp-1161400;CeMgNi4
mp-1161434;SiO2
mp-1161454;TlP(HO2)2
mp-1161468;Mn(GaS2)2
mp-1161473;SiO2
mp-1161489;SiO2
mp-1161498;SiO2
mp-1161536;SiO2
mp-1161591;SiO2
mp-1161680;CuSe3Br
mp-1161777;SiO2
mp-1161799;SiO2
mp-1161859;SiO2
mp-1161862;SiO2
mp-1161898;SiO2
mp-1161936;SiO2
mp-1161964;SiO2
mp-1161974;SiO2
mp-1161984;SiO2
mp-1161997;SiO2
mp-1162022;SiO2
mp-1162035;SiO2
mp-1162057;PNF2
mp-1162159;SiO2
mp-1162168;SiO2
mp-1162172;SiO2
mp-1162178;SiO2
mp-1162181;SiO2
mp-1162191;SiO2
mp-1162192;Ni4Mo
mp-1162324;ErSnAu
mp-1162416;SnBr2
mp-1162546;RbAuI3
mp-1162597;SiO2
mp-1162652;SiO2
mp-1162669;SiO2
mp-1162708;PtS
mp-1162965;SiO2
mp-1162985;PtS
mp-1163178;Sb2(SO4)3
mp-1163515;HgRhF6
mp-1163593;Sr2VO4
mp-1163639;Sb2(SO4)3
mp-1163742;RhF3
mp-1163797;CrHgF6
mp-1163868;BaAl9Ni2
mp-1164025;PaRh3
mp-1164071;GdNi5
mp-1164114;Rb2As3
mp-1164167;K2O
mp-1164360;InBr
mp-1164488;Tm(CuGe)2
mp-1164636;Li2Si2O5
mp-1164710;Pu2O3
mp-1164919;K3Bi
mp-1164932;GdHg
mp-1164935;GdTl3
mp-1164954;TcB
mp-1164955;TiRu
mp-1164992;K3Hg
mp-1164995;ErSnAu
mp-1165001;ErIr
mp-1165068;TmIr
mp-1165096;Sm3Mg
mp-1165126;K3Hg
mp-1165174;GdBi
mp-1165179;TcB
mp-1165207;TcB
mp-1165288;LiPb
mp-1165338;Tb2Ge2Ru
mp-1165733;Ba2S3
mp-1165827;CaCu(GeO3)2
mp-1165919;SiO2
mp-1165985;Li7P3S11
mp-1166043;Zr2SnC
mp-1166045;LuTiGe
mp-1166065;Al2W
mp-1166275;CaF2
mp-1166281;Li4TeO5
mp-1166566;Re3B
mp-1166797;DyZnRh
mp-1167026;ErZnGa
mp-1167147;Ga2PdI8
mp-1167195;BaPdS2
mp-1167347;K2SnCl6
mp-1167348;Cs2Pt3Se4
mp-1167517;EuZn5
mp-1167667;TbMnSi
mp-1167708;CaSnO3
mp-1167716;CaSnO3
mp-1167720;ZrGaPt
mp-1167860;BW
mp-1167913;Ni3(SnS)2
mp-1168089;SrClF
mp-1168157;CsIO3
mp-1168195;SiO2
mp-1168199;SiO2
mp-1168299;SiO2
mp-1168301;SiO2
mp-1168335;SiO2
mp-11684;SiO2
mp-1168422;SiO2
mp-1168424;SiO2
mp-1168484;SiO2
mp-1168523;SiO2
mp-1168564;SiO2
mp-1168579;SiO2
mp-1168597;SiO2
mp-1168605;SiO2
mp-1168655;SiO2
mp-1168702;MnGaPt
mp-1168736;SiO2
mp-1168743;SiO2
mp-1168800;BaHf(PO4)2
mp-1168808;SiO2
mp-1168905;SiO2
mp-1168925;SiO2
mp-1168946;SiO2
mp-1169003;SiO2
mp-1169024;SiO2
mp-1169025;SiO2
mp-1169031;SiO2
mp-1169083;SiO2
mp-1169109;SiO2
mp-1169113;SiO2
mp-1169137;SiO2
mp-1169158;SiO2
mp-1169558;Sb2(SO4)3
mp-1169621;Sb2(SO4)3
mp-1169996;BaAgTeF
mp-1170081;Lu2Pd2Pb
mp-1170099;ErSiRu
mp-1170147;Sr(GaAu)2
mp-1170172;Y3Al2
mp-1170761;Sm(CuSi)2
mp-1170763;Ce2Si3Rh
mp-1170968;B7H10
mp-1170992;Li2Si2O5
mp-1171019;Li2Si2O5
mp-1171089;LaGaO3
mp-1171233;H4C(N2O)2
mp-1171244;SrMgSn
mp-1171529;HoAu2
mp-1171575;Gd(SiIr)2
mp-1171820;Sm3GaC
mp-1171982;GaAu
mp-1171996;SmBrO
mp-1172005;MnNi3
mp-1172040;Sm(CuSi)2
mp-1172312;SiO2
mp-1172318;SiO2
mp-1172319;SiO2
mp-1172332;SiO2
mp-1172337;SiO2
mp-1172338;SiO2
mp-1172340;SiO2
mp-1172344;SiO2
mp-1172346;SiO2
mp-1172347;SiO2
mp-1172355;SiO2
mp-1172357;SiO2
mp-1172367;SiO2
mp-1172371;SiO2
mp-1172382;SiO2
mp-1172384;SiO2
mp-1172391;SiO2
mp-1172392;SiO2
mp-1172402;SiO2
mp-1172406;SiO2
mp-1172411;SiO2
mp-1172413;SiO2
mp-1172414;SiO2
mp-1172415;SiO2
mp-1172416;SiO2
mp-1172427;SiO2
mp-1172430;SiO2
mp-1172446;TiSi2
mp-1172461;SiO2
mp-1172463;SiO2
mp-1172469;SiO2
mp-1172471;SiO2
mp-1172472;SiO2
mp-1172526;CaFeF5
mp-1172742;K2O
mp-1172836;SiO2
mp-1172845;SeO2
mp-1173084;K2O
mp-1173296;SiO2
mp-1173301;SiO2
mp-1173310;SiO2
mp-1173374;Nd2CuO4
mp-1173404;SiO2
mp-11743;LiYGa4
mp-1178758;Y3Al2
mp-1178913;TmCd2
mp-1178935;TiSi2
mp-1178974;TlInS2
mp-1179092;TiSi2
mp-1179274;TlInS2
mp-1179447;SiO2
mp-1179448;SiO2
mp-1179452;SiO2
mp-1179454;SiO2
mp-1179457;SiO2
mp-1179463;SiO2
mp-1179464;SiO2
mp-1179465;SiO2
mp-1179466;SiO2
mp-1179467;SiO2
mp-1179470;SiO2
mp-1179479;SiO2
mp-1179480;SiO2
mp-1179483;SiO2
mp-1179488;SiO2
mp-1179496;SiO2
mp-1179508;SiO2
mp-1179529;SiO2
mp-1179546;SiO2
mp-1179658;RhF3
mp-1179720;RhF3
mp-1179757;RbHSO4
mp-1179814;PNF2
mp-1179821;PNF2
mp-1179829;PNF2
mp-1180041;PdCl2
mp-1180370;Mn3Bi
mp-1180424;Mn3Bi
mp-1180653;LaGaO3
mp-1180739;LaGaO3
mp-1180908;Li2WO4
mp-1180994;IBr
mp-1181114;Hf(Te2Cl3)2
mp-1181165;KVH4O7
mp-1181285;Mn(GaS2)2
mp-1181578;ErCu(WO4)2
mp-1181584;H4C(N2O)2
mp-1181607;Cu8O
mp-1181806;CSO
mp-1182231;Bi2Te2S
mp-1182583;Bi2Se3
mp-1182652;EuAg
mp-1182670;CaSnO3
mp-1183164;AuC
mp-1185410;LiRe3
mp-1185534;HoMg149
mp-1185582;Mg149Rh
mp-1185595;LuMg149
mp-1185637;Mg149Sn
mp-1185674;Mg16Al12N
mp-1185859;MgCu
mp-1185891;MgIn
mp-1185919;MgPb
mp-1185937;MgPb
mp-1186040;Na
mp-1186055;Na
mp-1186081;Na
mp-1186271;NaMg149
mp-1186728;Pr3Sc
mp-1186730;Pr3Sc
mp-1186771;SrYb3
mp-1186774;SrYb3
mp-1186780;SrYb3
mp-1188220;SiO2
mp-1188642;DyAl3
mp-1188764;CaSnO3
mp-1188873;SmCrO3
mp-1189340;Fe2P
mp-1189483;SmCrO3
mp-1189734;Y3Al2
mp-1190449;SiO2
mp-1190510;SiO2
mp-1190602;SiO2
mp-1190706;SiO2
mp-1190709;SiO2
mp-1190826;SiO2
mp-1190881;SiO2
mp-1190883;SiO2
mp-1191035;Ce2Si3Rh
mp-1191522;SiO2
mp-1191737;LiAl
mp-1191865;SiO2
mp-1191904;SiO2
mp-1192056;SiO2
mp-1192213;NaHCO3
mp-1194463;CaFeF5
mp-1194893;SiO2
mp-1195265;SiO2
mp-1195338;SiO2
mp-1195896;RbHSO4
mp-1196113;TlP(HO2)2
mp-1196544;SiO2
mp-1196728;SiO2
mp-1196833;Sr2VO4
mp-1197174;H4C(N2O)2
mp-11973;YbSnRh
mp-1197657;TlInS2
mp-1197814;Mn(GaS2)2
mp-1197989;RbHSO4
mp-1198061;SiO2
mp-1198150;Bi2Se3
mp-1199998;SiO2
mp-1200011;SiO2
mp-1200292;SiO2
mp-1200453;PNF2
mp-1200685;SiO2
mp-1201065;Li15H9N8
mp-1201242;SiO2
mp-1201738;SiO2
mp-1201742;SiO2
mp-1201852;Nb2O5
mp-1201887;SiO2
mp-1202526;Y3Al2
mp-1202835;RbHSO4
mp-1202969;Tc3Se4I
mp-1203044;SiO2
mp-1203133;TlP(HO2)2
mp-1203327;SiO2
mp-1203655;SiO2
mp-1203704;SiO2
mp-1204026;SiO2
mp-1204057;SiO2
mp-1204070;SiO2
mp-1204418;SiO2
mp-1204989;H4C(N2O)2
mp-1205213;SiO2
mp-1205262;SiO2
mp-1205321;PtS
mp-1206082;CeCuGe2
mp-12118;InCu2
mp-1214364;BaSiPt
mp-1215421;YbAgS2
mp-1215482;YbAgS2
mp-1216736;TlP(HO2)2
mp-1217027;TiAl3
mp-1219669;Pu2O3
mp-1220079;Ni2H
mp-1221597;Na
mp-1221620;MnAlFe2
mp-1221957;MgIn
mp-1221975;Mn(GaS2)2
mp-1223784;K2O
mp-12265;SrCuF4
mp-1226850;Ce3Sn
mp-1227335;Bi2Te2S
mp-1228707;AuC
mp-1229439;SiO2
mp-1229941;Cs2KRhF6
mp-1229998;SiO2
mp-1230039;Nb2O5
mp-1230054;SiO2
mp-1230093;SiO2
mp-1230141;Cs2SnSe3
mp-1230476;GeBi4Te7
mp-1230498;ZrCuSi
mp-1230500;CaF2
mp-1230531;SiO2
mp-1230570;SiO2
mp-1230589;SiO2
mp-1230698;DyAl3
mp-1230762;Cs2LiI3
mp-1230957;SiO2
mp-1231049;Er3(CuSn)4
mp-1231236;SiO2
mp-1231296;CuAuSe4
mp-1231320;BaAl9Ni2
mp-1231343;SiO2
mp-1231384;SrLaI4
mp-1231402;SiO2
mp-1231540;BaHf(PO4)2
mp-1231544;TbZnSn
mp-1231560;SiO2
mp-1231663;K2NaAlAs2
mp-1231674;MgGa
mp-1231774;MgGa
mp-1231863;SiO2
mp-1231881;SiO2
mp-1231898;SmPRu2C
mp-1231945;SiO2
mp-1231972;SiO2
mp-1232001;Li3SbO4
mp-1232297;BaPdS2
mp-12350;SiO2
mp-1237143;Mn(GaS2)2
mp-1237221;Bi2Se3
mp-1237237;HoMn2
mp-1237534;Sr2VO4
mp-1237570;SeO2
mp-1237643;TiSi2
mp-1237651;Na
mp-1237800;CaSnO3
mp-1237920;BaSiPt
mp-1238951;RhF3
mp-1238959;MgGa
mp-1239045;KVH4O7
mp-1239425;Nd2CuO4
mp-1239630;SiO2
mp-1239635;SiO2
mp-1239637;SiO2
mp-1239660;SiO2
mp-1239669;SiO2
mp-1239745;TlP(HO2)2
mp-1239905;GdB2
mp-1239912;BaAlGe
mp-1239961;ThO2
mp-1239965;CaF2
mp-1240008;TlBi2
mp-1240044;LaN
mp-1240121;SiO2
mp-1240137;Pr2SeO2
mp-1240182;SiO2
mp-1240191;YbAl3
mp-1240294;BPt
mp-1240391;Pr3AlC
mp-1240448;TcB
mp-1240490;ErSnAu
mp-1240547;TiSi2
mp-1240549;DyAl3
mp-1240586;H2Se
mp-1240604;Li2SbAu
mp-1240632;TcB
mp-1240717;LaN
mp-1240938;RhF3
mp-1240990;TmCd2
mp-1241051;LiBiF6
mp-1241225;SiO2
mp-1241264;SiO2
mp-1241435;Sb2(SO4)3
mp-1241627;ScRh3C
mp-1241698;BaTaS3
mp-1241776;MgGa
mp-1241810;SiO2
mp-1241922;TmCd2
mp-1241943;DyIr3
mp-1242119;CaSnO3
mp-1242307;TbAu
mp-1242371;TcB
mp-1242404;LaN
mp-1242470;Ca2InN
mp-1242497;Sb2(SO4)3
mp-1242540;CaF2
mp-1242568;Li2O
mp-1242703;MgGa
mp-1242792;TcB
mp-1242832;SiO2
mp-1243044;SiO2
mp-1243095;PtS
mp-1243119;SiO2
mp-1243177;TiRu
mp-1243249;Bi2Se3
mp-1243250;ScAu2
mp-1243732;SiO2
mp-1243742;TiPd2
mp-1243825;SiO2
mp-1243840;Sc2C
mp-1243856;SiO2
mp-1243857;CSO
mp-1244078;SrN
mp-1244307;HoAu2
mp-1244314;ScAu
mp-1244945;SiO2
mp-1244952;SiO2
mp-1244965;SiO2
mp-1244968;SiO2
mp-1245009;Li2O
mp-1245026;SiO2
mp-1245042;SiO2
mp-1245092;Li2O
mp-1245151;SiO2
mp-1245161;SiO2
mp-1245224;Li2O
mp-1245253;SiO2
mp-1245303;Li2O
mp-1245306;SiO2
mp-1247802;SiO2
mp-1247982;SiO2
mp-1248011;SiO2
mp-1248043;SiO2
mp-1248050;SiO2
mp-1248096;SiO2
mp-1248098;SiO2
mp-1248130;NpSi2
mp-1248136;SiO2
mp-1248141;SiO2
mp-1248144;SiO2
mp-1248165;SiO2
mp-1248175;SiO2
mp-1248176;SiO2
mp-1248184;SiO2
mp-1248188;SiO2
mp-1248196;SiO2
mp-1248202;SiO2
mp-1248249;SiO2
mp-1248265;SiO2
mp-1248287;SiO2
mp-1248311;SiO2
mp-1248314;SiO2
mp-1248318;SiO2
mp-1248329;SiO2
mp-1248339;SiO2
mp-1248346;Si2Os3C12(ClO2)6
mp-1248356;SiO2
mp-1248363;SiO2
mp-1248367;SiO2
mp-1248406;SiO2
mp-1248440;SiO2
mp-1248469;NdAlNi
mp-1248513;SiO2
mp-1248553;SiO2
mp-1248570;SiO2
mp-1248606;SiO2
mp-1248661;SiO2
