material_id;formula_pretty
mp-1423383;NdOs2
mp-1423394;LiAl
mp-1423455;Er(GeRu)2
mp-1423501;TcB
mp-1423504;TbAgTe2
mp-1423582;YbSnPd
mp-1423710;ZrGaPt
mp-1423723;Ce2InPd2
mp-1423849;TbCu5
mp-1423871;Cs2KRhF6
mp-1423949;IBr
mp-1423999;Bi2Se3
mp-1424093;LaN
mp-1424156;TlInS2
mp-1424169;RhF3
mp-1424479;Rb2RhF6
mp-1424480;ErAu4
mp-1424503;SeO2
mp-1424560;PdCl2
mp-1424686;BaNdMn2O5
mp-1424688;CaSnO3
mp-1424781;Sr(GaAu)2
mp-1424809;CaFeF5
mp-1424813;NdCl3
mp-1425092;Li4TeO5
mp-1425159;Mn3Bi
mp-1425463;Sr2Cu2Ni(SO)2
mp-1425517;SmBrO
mp-1425688;DyAl3
mp-1425788;U6Fe16Si7
mp-1425801;Ba2In
mp-1425899;SiO2
mp-1425971;SiO2
mp-1426124;NaHCO3
mp-1426300;UGa5Os
mp-1426323;Nb3Ir
mp-1426325;Yb3(CuGe)4
mp-1426380;MgGa
mp-1426436;K2SnCl6
mp-1426587;NaAg3O2
mp-1426702;Mg2FeH6
mp-1426726;Li2CeSb2
mp-1426778;LaPIr
mp-1426804;Sm3GaC
mp-1426943;SrLaI4
mp-1426993;SiO2
mp-1427025;RbAuI3
mp-1427148;LiB(CN)4
mp-1427159;LiYGa4
mp-1427195;MgGa
mp-1427263;AuC
mp-1427353;CaSnO3
mp-1427452;ErSiRu
mp-1427770;LiAl
mp-1428036;SiO2
mp-1428075;CeInNi
mp-1428205;Na
mp-1428321;K2MgH4
mp-1428520;Nb2O5
mp-1428636;TbCl
mp-1428897;RhF3
mp-1429013;SiO2
mp-1429044;BPt
mp-1429070;AuC
mp-1429090;BaAl9Ni2
mp-1429242;Zr2SnC
mp-1429367;MgGa
mp-1429378;MgGa
mp-1429439;SiO2
mp-1429770;Rb3NbO8
mp-1429810;Ga5Ni
mp-1430061;CaF2
mp-1430072;NaH2Pd3
mp-1430142;K3Bi
mp-1430284;SiO2
mp-1430311;TcB
mp-1430450;CaSnO3
mp-1430863;Rb2PtF6
mp-1430900;Na
mp-1430902;CeMgNi4
mp-1430929;ErZnGa
mp-1431160;Lu2Pd2Pb
mp-1431166;Er3AlC
mp-1431233;GdInIr
mp-1431290;Nd2BiO2
mp-1431294;Cs2Pt3Se4
mp-1431389;SiO2
mp-1431395;Rh(OF3)2
mp-1431396;LiYbPb
mp-1431475;PrClO
mp-1431723;Ce2Si3Rh
mp-1431893;YbAgS2
mp-1431928;YbCuAs2
mp-1432078;Tm(CuGe)2
mp-1432218;Rh3F
mp-1432446;SiO2
mp-1432605;SiO2
mp-1432624;Er3(CuSn)4
mp-1432625;CsIO3
mp-1432637;BaHf(PO4)2
mp-1433310;CaCu(GeO3)2
mp-1433339;ErZnGa
mp-1433347;SiO2
mp-1433421;YbSnPd
mp-1433783;YbCuPb
mp-14338;Cs2Pt3Se4
mp-1433816;Y3Al2
mp-1433824;TaMn2
mp-1433890;LiBeSb
mp-1434106;PdCl2
mp-1434144;MnGaPt
mp-1434394;DyZnRh
mp-1434395;MgCu
mp-1434640;MgIn
mp-1434695;TbH2ClO2
mp-1434757;KCuO2
mp-1434771;LaN
mp-1434885;UReB3
mp-1434913;Nd2AlNi2
mp-1434968;Yb(BC)2
mp-1435116;CuAuSe4
mp-1435200;SnBr2
mp-1435213;YClO
mp-1435244;CaHgPb
mp-1435320;ZrAl5Ni2
mp-1435396;SiO2
mp-1435533;ThBiTe
mp-1435609;P2Pt
mp-1435699;MgGa
mp-1435813;Eu(BiPd)2
mp-1435995;Cr3PC
mp-1436034;SiO2
mp-1436117;Nb2O5
mp-1436276;TcB
mp-1436414;ErSCl
mp-1436554;SmPRu2C
mp-1436792;SmCrO3
mp-1436794;USbSe
mp-1436942;Ca3(GaNi)4
mp-1437009;TcB
mp-1437012;LaGeAu
mp-1437302;SeO2
mp-1437419;Li8IrO6
mp-1437574;ScAu2
mp-1437618;U2SeN2
mp-1437644;BPt
mp-1437698;LaN
mp-1437701;Tm(CuGe)2
mp-1437735;MnGaPt
mp-1437838;Sc2C
mp-1437884;BW
mp-1437888;CSO
mp-1437929;Ce3Sn
mp-1437936;GdNiBi
mp-1437982;DyIr3
mp-1438034;UInNi4
mp-1438086;TmInCu2
mp-1438124;BW
mp-1438131;DyAl3
mp-1438306;LaGaO3
mp-1438342;TbMnSi
mp-1438358;Nd(SiAu)2
mp-1438361;PdCl2
mp-1438387;ScRh3C
mp-1438502;Er(NiP)2
mp-1438579;MnNi3
mp-1438602;Sr2NCl
mp-1438603;Te2Rh
mp-1438610;TlBi2
mp-1438665;DyPbAu
mp-1438669;TmCd2
mp-1438691;MnAlFe2
mp-1438741;TiCl2
mp-1438773;NbSbRu
mp-1438895;YbBiPd
mp-1438901;SiO2
mp-1438908;YbNiC2
mp-1438909;BaAlGe
mp-1438941;TiSi2
mp-1438973;TmCd2
mp-1438976;Na
mp-1438993;TiPd2
mp-1439037;Ni2H
mp-1439129;SrN
mp-1439143;K2O
mp-1439159;H2Se
mp-1439171;ScAu
mp-1439221;TmIr
mp-1439300;HoCd
mp-1439342;MgIn
mp-1439396;GdBi
mp-1439568;Yb(MnSi)2
mp-1439594;Tb2C
mp-1439596;TbAu
mp-1439600;HgPt
mp-1439644;PtS
mp-1439661;TiBe2
mp-1439681;GdHg
mp-1439727;TiSi2
mp-1439743;Ca(AsPd)2
mp-1439751;Pu2O3
mp-1439813;ErSnAu
mp-1439862;Bi2Se3
mp-1439888;Gd(SiIr)2
mp-1439933;ErIr
mp-1439949;LaGaO3
mp-1439978;LiPb
mp-1440025;GdB2
mp-1440081;SnSe2
mp-1440184;HoAu2
mp-1440348;InBr
mp-1440498;EuZn5
mp-1440579;TiAl3
mp-1440601;LaN
mp-1440625;SiO2
mp-1440628;SiO2
mp-1440661;LiAl
mp-1440664;ThO2
mp-1440738;SiO2
mp-1440751;Nd2CuO4
mp-1440823;Li2O
mp-1440844;CeC2
mp-1440856;SiO2
mp-1440877;HoMn2
mp-1440924;SiO2
mp-1441025;LaGaO3
mp-1441049;Al3Ru2
mp-1441077;SrN
mp-1441104;TbAu
mp-1441142;InCu2
mp-1441168;NbRu3C
mp-1441187;Sc3In
mp-1441246;TbPbAu
mp-1441251;Sm(CuSi)2
mp-1441265;DyAl3
mp-1441306;CaSnO3
mp-1441500;NiI2
mp-1441627;Ni4Mo
mp-1441763;Nd(NiP)2
mp-1441770;ScCl
mp-1441863;Pr2SeO2
mp-1441870;Al3Ru2
mp-1441973;Eu(MnGe)2
mp-1441994;Ce2TeO2
mp-1442040;Na
mp-1442103;YbAl3
mp-1442231;TiRu
mp-1442242;SiO2
mp-1442304;GdNi5
mp-1442345;Fe2P
mp-1442657;CsK(ClO4)2
mp-1443089;Mn(GaS2)2
mp-1443202;SiO2
mp-1443684;MgGa
mp-1443994;Li2O
mp-1444703;Li2Si2O5
mp-1444933;MgGa
mp-1445142;SiO2
mp-1445175;SiO2
mp-1445605;MgGa
mp-1446372;TlInS2
mp-1458;Nb3Ir
mp-1475462;Te2Rh
mp-1475489;SiO2
mp-1475631;CrHgF6
mp-1475785;KPS3
mp-1475958;SrClF
mp-1475992;SmCrO3
mp-1476029;TbIn3
mp-1476040;ErIn3
mp-1476132;TbCl
mp-1476187;Li2SbAu
mp-1476200;BaHgO2
mp-1504072;Hf(Te2Cl3)2
mp-1504074;SeO2
mp-1504180;SeO2
mp-1504284;Cs2SnSe3
mp-1504646;YbAgS2
mp-1504860;KAg3Se2
mp-1504891;Bi2Te2S
mp-15078;SiO2
mp-1514554;NaHCO3
mp-1523406;TbCu5
mp-1523487;GdHg
mp-1523489;TiSi2
mp-1523583;TbCu5
mp-1523661;TiPd2
mp-1523708;TbSn2
mp-1523785;ZrGaPt
mp-1523793;PdCl2
mp-1523871;LiAl
mp-1524021;TbAu
mp-1524067;ScAu
mp-1524070;TmCd2
mp-1524077;BW
mp-1524096;ScAu2
mp-1524175;Na
mp-1524249;TmIr
mp-1524286;MnNi3
mp-1524347;SnBr2
mp-1524450;Re3B
mp-1524505;UPt3
mp-1524546;SnBr2
mp-1524549;SnBr2
mp-1524573;SnBr2
mp-1524596;Na
mp-1524597;Na
mp-1524601;Na
mp-1524616;Na
mp-1524633;Na
mp-1524654;SnBr2
mp-1524655;Na
mp-1524715;Na
mp-1524854;Na
mp-1524911;SnSe2
mp-1524995;Na
mp-1525034;Na
mp-1525065;SnBr2
mp-1525066;Na
mp-1525140;Na
mp-1525239;Na
mp-1525264;Na
mp-1525302;SnBr2
mp-1525371;NiI2
mp-1525389;CaSnO3
mp-1525412;SrN
mp-1525464;Na
mp-1525473;Ba2LaTaO6
mp-1525571;SnBr2
mp-1525584;Mn(GaS2)2
mp-1525605;Fe2P
mp-1525606;YClO
mp-1525670;SnBr2
mp-1525721;NdOs2
mp-1536107;ErIn3
mp-1536189;PtS
mp-1536276;ErSnAu
mp-1536294;Sc3In
mp-1536366;TiBe2
mp-1536391;ThO2
mp-1536506;IBr
mp-1536520;Bi2Se3
mp-1536577;GaAu
mp-1536600;Ni4Mo
mp-1536732;PaRh3
mp-1536743;Li2O
mp-1536781;TbIn3
mp-1536826;LiPb
mp-1536828;TiRu
mp-1536848;CaSnO3
mp-1536885;SiO2
mp-1536987;InBr
mp-1537105;Nb3Ir
mp-1537143;TiSi2
mp-1537154;NpAs2
mp-1537243;BW
mp-1537406;Sr2VO4
mp-1537423;Be2Fe
mp-1537492;ErIr
mp-1537516;TiAl3
mp-1537574;K2O
mp-1537649;Ce3Sn
mp-1537716;RhF3
mp-1537721;Sc3In
mp-1537750;GdBi
mp-1537755;Sc2C
mp-1537785;HoCd
mp-1537807;Tb2C
mp-1537849;CaF2
mp-1537917;YbSnPd
mp-1537925;LaN
mp-1537992;TlInS2
mp-1538077;Te2Rh
mp-1538103;YClO
mp-1538115;MgIn
mp-1538185;GdTl3
mp-1538194;NpSi2
mp-1538205;ErSnAu
mp-1538246;HoAu2
mp-1538260;ErAu4
mp-1538292;NdCl3
mp-1538325;TbAu
mp-1538351;EuZn5
mp-1538397;LaN
mp-1538446;P2Pt
mp-1538468;SiO2
mp-1538566;TiAl3
mp-1538586;GdNi5
mp-1538596;PNF2
mp-1538601;DyAl3
mp-1539092;Li3SbO4
mp-1539204;K2MgH4
mp-1539280;Cs2SnSe3
mp-1539710;CsSb(PO4)2
mp-1539829;Cs2Pt3Se4
mp-1539847;Ba2LaTaO6
mp-1539872;Li2Si2O5
mp-1539959;CaFeF5
mp-1540007;CaSnO3
mp-1540039;K2SnCl6
mp-1540096;Cs2SnSe3
mp-1540102;SrCuF4
mp-1540109;CaFeF5
mp-1540190;K2NaAlAs2
mp-1540227;K2MgH4
mp-1540450;Cs2Pt3Se4
mp-1540587;K2SnCl6
mp-1540818;SrCuF4
mp-1540882;Li4TeO5
mp-1540927;SnSe2
mp-1541031;RbAuI3
mp-1541357;CsSb(PO4)2
mp-1541439;Li2WO4
mp-1541485;CaF2
mp-1541493;Li2Si2O5
mp-1541632;K2NaAlAs2
mp-1541720;CaF2
mp-1541907;SnSe2
mp-1542210;Li4TeO5
mp-1542260;Cs2KRhF6
mp-1542330;Li3SbO4
mp-1542458;BaAgTeF
mp-1542479;Ba2LaTaO6
mp-1542629;BaHf(PO4)2
mp-1542744;BaHf(PO4)2
mp-1542804;CaSnO3
mp-1542965;RbAuI3
mp-1543099;Cs2KRhF6
mp-1543118;Li2WO4
mp-1543137;BaAgTeF
mp-1543389;NaHCO3
mp-1543407;NaHCO3
mp-1543590;Na
mp-1543635;Li2WO4
mp-1543655;TlInS2
mp-1543711;Li2WO4
mp-1543730;PNF2
mp-1543873;Sr2Sn
mp-1543959;YbSnPd
mp-1543966;Li2Si2O5
mp-1544052;Ba2LaTaO6
mp-1544107;SeO2
mp-1544239;PtS
mp-1544301;ScMn2
mp-1544471;PdCl2
mp-1545436;K3Bi
mp-1545437;TaMn2
mp-1545732;Rb2As3
mp-1545802;ZrGaPt
mp-1545874;Te2Rh
mp-1545923;Na
mp-1545994;Li2Si2O5
mp-1546031;K3Bi
mp-1546074;Bi2Se3
mp-1546247;Al3Ru2
mp-1546451;SeO2
mp-1546727;Nb2O5
mp-1546729;Ba2In
mp-1546743;Pu2O3
mp-1546821;Mn(GaS2)2
mp-1546846;MgPb
mp-1546991;EuAg
mp-15556;Rb2As3
mp-15639;HgRhF6
mp-15671;Re3B
mp-15686;Li2CuAs
mp-15742;Nd2CuO4
mp-1582739;SiO2
mp-1583514;SiO2
mp-1583518;TcB
mp-1583528;Nb2O5
mp-1583561;SiO2
mp-1583755;SiO2
mp-1583860;SiO2
mp-1585265;Pu2O3
mp-1585266;Tm(CuS)2
mp-1586135;GdNi5
mp-1586138;TbCu5
mp-1586146;BW
mp-1586185;Nb2O5
mp-1586297;TmIr
mp-1586308;SrN
mp-1586312;TiRu
mp-1586342;SiO2
mp-1586418;SiO2
mp-1586428;SiO2
mp-1586613;SiO2
mp-1586650;SiO2
mp-1586713;SiO2
mp-1586722;SiO2
mp-1586738;SiO2
mp-1586761;CaH2(CO2)2
mp-1586780;SiO2
mp-1586949;SiO2
mp-1586952;SiO2
mp-1587192;HgRhF6
mp-1587245;YbGa2Pd
mp-1587320;GdTl3
mp-1587438;Ca(AsPd)2
mp-1587475;TbMnSi
mp-1587511;PtS
mp-1587533;Pr2SeO2
mp-1587569;CaF2
mp-1587664;Yb3SnC
mp-1587696;K3Bi
mp-1587791;LuTiGe
mp-1587813;SiO2
mp-1587830;DyAl3
mp-1587841;TbSn2
mp-1587861;Sr2Cu(IO)2
mp-1587911;TbAu
mp-1588000;Sm(CuSi)2
mp-1588045;GdScGe
mp-1588086;Nd2CuO4
mp-1588222;BaPdS2
mp-1588250;MnNi3
mp-1588303;ErZnGa
mp-1588332;U2SeN2
mp-1588337;Rh(OF3)2
mp-1588421;Mn(GaS2)2
mp-1588436;CeC2
mp-1588467;ErAu4
mp-1588535;IBr
mp-1588548;SiO2
mp-1588599;SiO2
mp-15886;Na2US3
mp-1588652;Mn3Bi
mp-1588690;GdHg
mp-1588706;LaGaO3
mp-1588740;ThBiTe
mp-1588808;TbCl
mp-1588810;Rb2PtF6
mp-1588833;Nd(SiAu)2
mp-1588873;Sm3GaC
mp-1588909;BPt
mp-1588913;ThB2Ir3
mp-1588931;Ce(GeAu)2
mp-1588933;SrClF
mp-1588945;ZrAl5Ni2
mp-1589006;CaAsAu
mp-1589038;MnAlFe2
mp-1589058;LaGaO3
mp-1589075;SiO2
mp-1589515;TiPd2
mp-1589519;Nd(NiP)2
mp-1589567;TiSi2
mp-1589572;GaAu
mp-1589628;YbAl3
mp-1589692;ThO2
mp-1589714;Sc3In
mp-1589748;PrB2Ir3
mp-1589821;PrClO
mp-1589843;Ce3Sn
mp-1589846;NbSbRu
mp-1589970;Er3AlC
mp-1590137;Er(NiP)2
mp-1590157;ErSnAu
mp-1590326;TmCd2
mp-1590342;Bi2Se3
mp-1590372;Nd2BiO2
mp-1590383;BaAlGe
mp-1590435;LaGaO3
mp-1590470;LaZnSbO
mp-1590518;Nd2CuO4
mp-1590563;Tm(CuGe)2
mp-1590576;SiO2
mp-1590643;Ga2FeSe4
mp-1590657;SrN
mp-1590797;TlInS2
mp-1590840;Er3AlC
mp-1590863;Al3Ru2
mp-1590905;ScCl
mp-1590911;Na
mp-1590959;TiCl2
mp-1590986;TbAu
mp-1591057;Nb3Ir
mp-1591072;Al3Ru2
mp-1591077;CSO
mp-1591155;Ni3(SnS)2
mp-1591182;MnGaPt
mp-1591277;TlBi2
mp-1591286;LaPIr
mp-1591344;Yb(MnSi)2
mp-1591415;KCuO2
mp-1591565;LaGaO3
mp-1591602;LaMnGe
mp-1591644;Pr3AlC
mp-1591681;NbRu3C
mp-1591702;BaNdMn2O5
mp-1591808;Sc3In
mp-1591833;Sr2NCl
mp-1591844;LaGaO3
mp-1591856;EuHgPb
mp-1591876;NdAlNi
mp-1591980;SiO2
mp-1591990;Ni2H
mp-1592000;HgPt
mp-1592026;SmBrO
mp-1592077;CaSnO3
mp-1592138;Pr2Bi
mp-1592143;DyIr3
mp-1592180;Tb2C
mp-1592201;CsIO3
mp-1592257;CeC2
mp-1592306;UReB3
mp-1592329;Al2W
mp-1592368;SiO2
mp-1592445;ErIn3
mp-1592454;PdCl2
mp-1592534;CeInNi
mp-1592548;Tm(CuGe)2
mp-1592681;Re3B
mp-1592729;BW
mp-1592756;YbCuAs2
mp-1592798;SiO2
mp-1592815;CrHgF6
mp-1592826;AlCr2C
mp-1592832;DyPbAu
mp-1592842;CaHgPb
mp-1592870;Na
mp-1592929;InBr
mp-1592934;YClO
mp-1592975;Eu(MnGe)2
mp-1592999;YbAgS2
mp-1593030;DyAl3
mp-1593113;TmCd2
mp-1593117;HoMn2
mp-1593119;LaGa3Pd2
mp-1593146;YbNiC2
mp-1593167;SiO2
mp-1593292;TmInCu2
mp-1593301;TbCu5
mp-1593322;SiO2
mp-1593335;YbBiPd
mp-1593485;InCu2
mp-1593502;LaGaO3
mp-1593514;TiAl3
mp-1593517;Ce2TeO2
mp-1593518;HoMn2
mp-1593544;TlInS2
mp-1593550;CaF2
mp-1593796;UInNi4
mp-1593859;SiO2
mp-1593890;ScAu2
mp-1593897;PNF2
mp-1593919;CaSnO3
mp-1593928;Yb(MnAs)2
mp-1593945;P2Pt
mp-1593978;Ni4Mo
mp-1593983;Gd(SiIr)2
mp-1593994;H2Se
mp-1593995;Tb3InN
mp-1594105;YbCuPb
mp-1594147;Be2Fe
mp-1594148;SiO2
mp-1594194;Fe2P
mp-1594208;Li2SbAu
mp-1594233;TbCl
mp-1594251;ScAu
mp-1594325;Na
mp-1594328;TbIn3
mp-1594331;MnGaPt
mp-1594397;TiBe2
mp-1594419;K3AuO
mp-1594473;ErZnGa
mp-1594510;LaGeAu
mp-1594520;SiO2
mp-1594645;LaGaO3
mp-1594766;CaSnO3
mp-1594775;TbPbAu
mp-1594816;Yb(BC)2
mp-1594946;SiO2
mp-1595;Nb2O5
mp-1595084;EuClF
mp-1595115;LaN
mp-1595146;LaN
mp-1595178;Sc2C
mp-1595182;PdCl2
mp-1595187;NpAs2
mp-1595200;Na4IrO4
mp-1595232;TlInS2
mp-1595355;ScRh3C
mp-1595408;SiO2
mp-1595419;Bi2Te2S
mp-1595485;NdCl3
mp-1595559;Er(GeRu)2
mp-1595564;Cu8O
mp-1595664;UPt3
mp-1595692;EuZn5
mp-1595699;GdNi5
mp-1595829;SiO2
mp-1595860;K2O
mp-1595905;ErSCl
mp-1595956;Na
mp-1595969;USbSe
mp-1595997;HoCd
mp-1596058;ErIr
mp-1596097;Nd2AlNi2
mp-1596177;ThO2
mp-1596251;SmCrO3
mp-1596260;TiAl3
mp-1596302;Pu2O3
mp-1596321;PdCl2
mp-1596430;NaH2Pd3
mp-1596462;K2SnCl6
mp-1596486;GdBi
mp-1596493;TiSi2
mp-1596498;Nb2O5
mp-1596550;RhF3
mp-1596555;SiO2
mp-1596596;SiO2
mp-1596632;LaN
mp-1596647;BaHgO2
mp-1596668;KAuSe
mp-1596710;UGa5Os
mp-1596719;SiO2
mp-1596804;GdB2
mp-1596849;HoAu2
mp-1596882;TiSi2
mp-1596967;TaMn2
mp-1596991;Zr2SnC
mp-1597037;SnSe2
mp-1597063;NiI2
mp-1597161;GdNiBi
mp-1597164;PaRh3
mp-1597180;YClO
mp-1597237;RhF3
mp-1597239;K5CuSb2
mp-1597279;Ce2Si3Rh
mp-1597295;TbH2ClO2
mp-1597297;BaSiPt
mp-1597450;HfOs2
mp-1597541;BaHf(PO4)2
mp-1597624;DyZnRh
mp-1597629;RbUAgS3
mp-1597688;Nd2CuO4
mp-1597723;CaSnO3
mp-1597745;SiO2
mp-1597838;ErSiRu
mp-1597924;SrCuF4
mp-1597977;Ba3In2O6
mp-1597985;SmCrO3
mp-1598081;K3Bi
mp-1598264;NaGdCl4
mp-1598367;Rb3NbO8
mp-1598368;Hf(Te2Cl3)2
mp-1598430;CsK(ClO4)2
mp-1598591;Ga5Ni
mp-1598662;Lu2Pd2Pb
mp-1598774;Cs2Pt3Se4
mp-1598827;K4CdAs2
mp-1598944;DyAl3
mp-1599040;Na
mp-1599172;Sr(GaAu)2
mp-1599245;Ba2S3
mp-1599293;SiO2
mp-1599301;Yb3(CuGe)4
mp-1599329;Nb2O5
mp-1599397;Na2US3
mp-1599708;Rb2As3
mp-1599731;KAg3Se2
mp-1599746;ZrCuSi
mp-1599763;NaAg3O2
mp-1599768;Te2Rh
mp-1599787;BaAgTeF
mp-1599802;YbSnPd
mp-1599888;Ba2LaTaO6
mp-1599931;LuMn5
mp-1599995;BaTaS3
mp-1600044;Cr3PC
mp-1600082;BaAl9Ni2
mp-1600404;Ba2LaTaO6
mp-1600515;SiO2
mp-1600713;ScMn2
mp-1600787;SmInRh
mp-1600789;CsIO3
mp-1600919;Ca2PbAu2
mp-1600993;Er3(CuSn)4
mp-1601011;DyAl3
mp-1601142;SmPRu2C
mp-1601156;SiO2
mp-1601231;CeAlCu
mp-1601402;ZrGaPt
mp-1601468;Sr2Cu2Ni(SO)2
mp-1601631;CeCuGe2
mp-1601674;Er3(CuSn)4
mp-1601742;Cs2KRhF6
mp-1601744;SeO2
mp-1601791;Rb2RhF6
mp-1601818;TbMnSi
mp-1601820;YbSnPd
mp-1601867;Na
mp-1601914;SrN
mp-1601930;K3Ni2F7
mp-1602104;Ce2InPd2
mp-1602127;YbSnRh
mp-1602229;KPS3
mp-1602237;NdNiSn
mp-1602279;Ca3(GaNi)4
mp-1602333;CeCrS2O
mp-1602361;GdInIr
mp-1602400;CaF2
mp-1602459;CsSb(PO4)2
mp-1602496;Mn(GaS2)2
mp-1602524;Ca2InN
mp-1602706;TbAgTe2
mp-1602800;LuNiSn4
mp-1602851;Sr2Sn
mp-1603056;GeBi4Te7
mp-1603375;RbAuI3
mp-1603464;PtS
mp-1603586;K2NaAlAs2
mp-1603837;SiO2
mp-1604315;CuAuSe4
mp-1604596;KCu3Te2
mp-1604665;SnBr2
mp-1604900;TbZnSn
mp-1605083;CaCu(GeO3)2
mp-1605123;SiO2
mp-1605868;NaHCO3
mp-1606037;NaHCO3
mp-1606298;K2SnCl6
mp-1606430;PdCl2
mp-1606524;SiO2
mp-1606610;Y3Al2
mp-1606787;Na
mp-1606909;SiO2
mp-1607144;Na
mp-1607666;DyAl3
mp-1607728;ErCu(WO4)2
mp-1607977;SrLaI4
mp-1608124;Tb2Ge2Ru
mp-1608128;Cs2SnSe3
mp-1608130;SiO2
mp-1608289;NdOs2
mp-1608388;Ga2PdI8
mp-1608747;SiO2
mp-1608950;Ba2LaTaO6
mp-1609022;Ba2In
mp-1609282;Eu(BiPd)2
mp-1609434;Ni2H
mp-1609620;LaN
mp-1609765;TcB
mp-1609838;CSO
mp-1610120;TiAl3
mp-1610445;Bi2Se3
mp-1610550;K2SnCl6
mp-1610750;TcB
mp-1610772;TcB
mp-1610876;TcB
mp-1610896;AuC
mp-1611047;SeO2
mp-1611533;CaF2
mp-1611706;K2O
mp-1611785;TcB
mp-1611840;SiO2
mp-1611851;BPt
mp-1611951;SnBr2
mp-1612053;SeO2
mp-1612420;TiPd2
mp-1612618;MnAlFe2
mp-1612626;TcB
mp-1612705;SiO2
mp-1613528;BaHgO2
mp-1615632;BaPdS2
mp-1615760;AuC
mp-1616585;CaFeF5
mp-1617114;YbAgS2
mp-1617211;Rh3F
mp-1617444;LaN
mp-1617673;YbAgS2
mp-1618551;K2O
mp-1618798;SiO2
mp-1619829;Mn(GaS2)2
mp-1619860;K2O
mp-1620671;SnBr2
mp-1620738;Sc2AlC
mp-1621834;Cu8O
mp-1621931;DyAl3
mp-1622681;SiO2
mp-1622703;SiO2
mp-1622912;SiO2
mp-1623075;SiO2
mp-1623102;CaH2(CO2)2
mp-1623334;SiO2
mp-1623559;PNF2
mp-1623583;SiO2
mp-1624219;Ce3Sn
mp-1624233;Bi2Te2S
mp-1624472;SiO2
mp-1624491;CaCu(GeO3)2
mp-1624542;K3Hg
mp-1624572;ErSnAu
mp-1624589;Na
mp-1624597;K2O
mp-1624822;Pr3Sc
mp-1624951;Na
mp-1625391;Nd2CuO4
mp-1625463;YClO
mp-1626192;TlInS2
mp-1626319;SrYb3
mp-1626357;TlInS2
mp-1626698;K2O
mp-1626730;TlP(HO2)2
mp-1626963;Bi2Te2S
mp-1627117;TlInS2
mp-1627315;TlP(HO2)2
mp-1627579;TiAl3
mp-1628025;K3Hg
mp-1628042;Ho2(GePt3)3
mp-1628297;SrYb3
mp-1628526;SiO2
mp-1628584;SiO2
mp-1628654;SiO2
mp-1628655;SiO2
mp-1628770;SiO2
mp-1628895;SiO2
mp-1628948;SiO2
mp-1629023;SiO2
mp-1629028;SiO2
mp-1629046;SiO2
mp-1629051;SiO2
mp-1629139;SiO2
mp-1629206;SiO2
mp-1629209;SiO2
mp-1629253;B5H9N
mp-1629313;SiO2
mp-1629439;SiO2
mp-1629456;SiO2
mp-1629470;SiO2
mp-1630197;CuSe3Br
mp-1637223;Pu2O3
mp-1637368;K2O
mp-1637525;SiO2
mp-1637531;SiO2
mp-1637542;SiO2
mp-1637561;Sb2(SO4)3
mp-1637933;ZrGaPt
mp-1637964;SeO2
mp-1638043;SiO2
mp-1638303;CaF2
mp-1638417;Te2Rh
mp-1638420;NpSi2
mp-1654363;SiO2
mp-1654413;SiO2
mp-1654458;Bi12PtCl12
mp-1654487;SiO2
mp-1654523;LaGaO3
mp-1654693;SiO2
mp-1654784;SiO2
mp-1654851;K2O
mp-1654945;SiO2
mp-1654984;SiO2
mp-1654999;SiO2
mp-1655230;SiO2
mp-1655255;SiO2
mp-1656684;Pu2O3
mp-1659019;KVH4O7
mp-1660018;U6Fe16Si7
mp-1667949;BaAlGe
mp-1667959;Te2Rh
mp-1667968;YbBiPd
mp-1667986;TlBi2
mp-1667988;NbSbRu
mp-1667995;Sr2NCl
mp-1668167;SiO2
mp-1668188;SiO2
mp-1668261;InBr
mp-1668271;HoAu2
mp-1668304;Ba2LaTaO6
mp-1668524;TiAl3
mp-1668619;Nd2CuO4
mp-1668671;LaGaO3
mp-1668723;GdNi5
mp-1668873;LaN
mp-1668878;LiAl
mp-1669150;Li4TeO5
mp-1669225;Li2Si2O5
mp-1669273;Hf(Te2Cl3)2
mp-1669903;SrMgSn
mp-1670164;SmCrO3
mp-1670241;CuAuSe4
mp-1670256;Sr2Sn
mp-1670325;NaHCO3
mp-1670465;Sr2Cu2Ni(SO)2
mp-1670538;Ce(GeAu)2
mp-1670712;Cs2SnSe3
mp-1670740;TbAu
mp-1670796;SrLaI4
mp-1670809;SnBr2
mp-1670891;TiSi2
mp-1670948;K2SnCl6
mp-1670955;K2SnCl6
mp-1671224;TiCl2
mp-1671253;Fe2P
mp-1671309;Ca2InN
mp-1671400;Y3Al2
mp-1671539;TbIn3
mp-1671662;LaMnGe
mp-1671731;SiO2
mp-1671814;Na
mp-1671836;ErIr
mp-1671871;ErIn3
mp-1671972;LaGaO3
mp-1672027;Cu8O
mp-1672056;Ba2LaTaO6
mp-1672060;TcB
mp-1672063;Na
mp-1672085;KAuSe
mp-1672136;PtS
mp-16723;Y3Al2
mp-1672504;ErCu(WO4)2
mp-1672509;NaHCO3
mp-1672603;NpSi2
mp-1672780;LaGa3Pd2
mp-1672822;K2O
mp-1672919;AlCr2C
mp-1672933;GdB2
mp-1672945;H2Se
mp-1672999;CeCuGe2
mp-1673021;ScAu
mp-1673092;TcB
mp-1673131;AuC
mp-1673211;EuClF
mp-1673213;PdCl2
mp-1673301;RbAuI3
mp-1673513;Ga2PdI8
mp-1673844;CaCu(GeO3)2
