material_id;band_gap
mp-1839337;3.3555
mp-1840863;0.0204
mp-1841835;0
mp-1842058;2.9887
mp-1842664;0
mp-1843418;3.4669
mp-1848078;2.1386
mp-1849494;3.7731
mp-1850198;3.6279
mp-1851483;5.5687
mp-1860717;0
mp-1864470;5.6112
mp-1867946;0.5725
mp-1868807;0
mp-1868900;0
mp-1870475;0
mp-1870640;5.0898
mp-1872016;0.5617
mp-1872275;1.731
mp-1872861;3.7379
mp-1873928;0
mp-1875672;0
mp-1875917;0
mp-1876575;0
mp-1877199;5.1983
mp-1878535;0
mp-1881977;7.7722
mp-1887301;1.0913
mp-1889274;3.1034
mp-1890073;5.0767
mp-1891763;3.7682
mp-1894207;5.811
mp-1894766;4.0224
mp-1894768;1.4658
mp-1895271;3.9743
mp-1895506;4.179
mp-1895847;5.7829
mp-1896231;1.9717
mp-1896279;5.5303
mp-1896600;0.567
mp-18972;0
mp-1897512;4.6358
mp-1897837;0.935
mp-1902455;5.5231
mp-1919726;1.5984
mp-1920053;1.6271
mp-1920487;2.5276
mp-1921231;0
mp-1923093;0
mp-1924018;2.1494
mp-1924669;0
mp-1928483;0
mp-1929487;1.2013
mp-1929731;2.6967
mp-1930644;3.095
mp-1930863;4.9603
mp-1931161;0
mp-1932256;0
mp-1932957;0
mp-1933931;0
mp-1934014;0
mp-1935076;0.5947
mp-19959;0.0194
mp-20025;1.3204
mp-20490;0.0647
mp-20503;0.004
mp-20700;0.0106
mp-20735;0.0078
mp-20779;0.0026
mp-20789;0.0301
mp-21242;0.0498
mp-21298;0.0008
mp-22263;0.0139
mp-22522;0.0189
mp-2256;0.0197
mp-22870;1.6016
mp-23033;1.9598
mp-23164;1.2259
mp-23183;4.2994
mp-23200;1.5989
mp-23685;4.6965
mp-2436;0.0514
mp-24420;0
mp-256;0.3018
mp-27303;0.7622
mp-27339;4.1101
mp-2741;7.2472
mp-27419;2.57
mp-2749;0.0081
mp-27638;0.1264
mp-27639;1.4611
mp-27893;3.8998
mp-27985;5.2685
mp-28295;3.2692
mp-2839;0
mp-28607;0
mp-28698;0.437
mp-288;0.5365
mp-28978;1.7443
mp-29941;0
mp-30151;0.2859
mp-30413;0.0618
mp-3048;0
mp-30770;0.0129
mp-30855;0.0025
mp-31163;0
mp-31178;0.0226
mp-31489;5.2371
mp-32163;2.8804
mp-32241;2.1072
mp-32274;2.3391
mp-32277;2.6053
mp-3455;0
mp-3551;1.1179
mp-4009;0.525
mp-4613;0
mp-4873;0
mp-504786;5.2642
mp-505611;0.0049
mp-510140;0
mp-510703;5.2442
mp-541507;0.028
mp-541837;0.4946
mp-542232;1.2399
mp-542915;0.0346
mp-551214;0
mp-551675;0.2913
mp-552120;4.2874
mp-554015;5.5903
mp-554355;5.461
mp-554776;5.7685
mp-554926;1.5284
mp-555292;5.3139
mp-555382;0
mp-555443;5.6501
mp-556048;1.8056
mp-556110;4.7163
mp-556611;1.2191
mp-557182;3.721
mp-558811;0.5411
mp-559545;3.543
mp-559655;6.0117
mp-560008;5.6083
mp-560030;6.5043
mp-560210;4.7527
mp-560275;5.9882
mp-560449;4.6238
mp-560511;4.7139
mp-560882;3.5569
mp-561628;0
mp-565780;1.5853
mp-567290;1.1284
mp-567589;0
mp-567808;0
mp-567840;0
mp-569981;0
mp-571296;0
mp-573327;0
mp-573651;0
mp-581967;1.8071
mp-582988;0.9234
mp-592;0.5362
mp-604;2.4637
mp-613384;0
mp-613509;0.3667
mp-614918;2.2287
mp-618578;1.5856
mp-622375;0.501
mp-622636;0
mp-623;0.2352
mp-623452;0
mp-6297;0
mp-630865;3.7035
mp-638005;3.379
mp-641703;2.4873
mp-642279;0
mp-643701;4.2303
mp-6537;0.5059
mp-655230;2.2461
mp-655431;0
mp-655484;4.6794
mp-655510;1.3888
mp-655599;3.379
mp-655639;7.2465
mp-655828;6.3632
mp-656158;7.1148
mp-656253;1.2333
mp-656478;1.3823
mp-656554;7.1148
mp-657130;0
mp-657137;0
mp-657159;5.2529
mp-657164;5.1432
mp-657165;5.1324
mp-657249;4.7061
mp-657683;3.9
mp-657986;0.9217
mp-658068;4.6736
mp-658231;4.6455
mp-658377;1.1195
mp-658607;5.2379
mp-659018;6.3506
mp-659418;1.1795
mp-659525;1.0789
mp-659616;1.3112
mp-659913;5.611
mp-659940;2.2493
mp-660029;5.5482
mp-660581;0.0028
mp-660654;2.1293
mp-660811;1.5941
mp-661226;1.0645
mp-661374;2.1238
mp-661614;2.6265
mp-662322;1.9605
mp-662343;1.8584
mp-662353;1.8522
mp-662388;6.3558
mp-662395;6.2506
mp-662399;6.2478
mp-662815;0.4961
mp-662873;4.6869
mp-662899;1.4357
mp-663390;3.5576
mp-663450;0.5051
mp-663539;1.1159
mp-663541;1.961
mp-664078;2.2193
mp-664169;1.9398
mp-664171;0.3338
mp-664231;2.4883
mp-664908;1.1795
mp-665;0.7004
mp-665027;0.9263
mp-665120;1.2575
mp-665150;4.3155
mp-665179;0.4646
mp-665212;0.3669
mp-665229;0.3669
mp-665298;0
mp-665302;1.1624
mp-665365;3.7727
mp-665511;0.6912
mp-665869;4.6651
mp-666015;0.9057
mp-666247;3.4487
mp-666437;4.6513
mp-666517;2.4333
mp-666554;5.7665
mp-667071;7.6519
mp-667783;4.6455
mp-669283;4.3052
mp-669316;3.0624
mp-669332;0
mp-669673;5.609
mp-669744;0.5252
mp-669750;4.2844
mp-669782;5.5176
mp-670210;2.5316
mp-670416;1.6325
mp-670551;1.1303
mp-671087;2.4783
mp-671159;1.8994
mp-671218;0.7004
mp-672480;3.2704
mp-672873;6.3482
mp-678071;4.6823
mp-678082;1.4045
mp-678508;3.4204
mp-679009;2.1865
mp-679086;1.9398
mp-679160;0.3338
mp-679202;2.4173
mp-679346;5.0738
mp-679774;0.9058
mp-679964;0.9706
mp-680346;3.7727
mp-680651;0.6596
mp-680894;1.0062
mp-680944;1.999
mp-681216;4.6287
mp-681335;0.8982
mp-681348;1.5438
mp-681608;3.2789
mp-681857;4.6469
mp-681923;2.4206
mp-682035;5.5601
mp-682547;7.4573
mp-682789;5.2679
mp-687762;0.703
mp-687863;0.7018
mp-688354;2.5394
mp-688878;5.5307
mp-688918;4.2988
mp-688999;5.6175
mp-689025;0.3844
mp-689049;4.2707
mp-689455;3.0912
mp-689560;4.2998
mp-690711;4.4593
mp-693672;5.9873
mp-693690;5.3148
mp-694134;5.6494
mp-694179;1.5566
mp-694216;1.7731
mp-694361;3.1373
mp-696396;5.5711
mp-697267;4.0863
mp-698959;1.4023
mp-699755;3.4194
mp-700210;2.171
mp-700377;2.4142
mp-700896;0.9558
mp-701092;0.6707
mp-701541;1.5297
mp-702006;2.5212
mp-702535;7.4573
mp-702728;5.0908
mp-705546;4.1098
mp-706883;3.6762
mp-707377;4.8436
mp-707535;2.4083
mp-708220;1.816
mp-708268;1.026
mp-708874;5.0908
mp-710767;5.8161
mp-711420;1.5314
mp-711512;3.1316
mp-711576;1.6747
mp-712464;0.7597
mp-712945;1.5296
mp-714948;1.5321
mp-716375;5.1472
mp-716427;5.8154
mp-717412;5.4843
mp-718401;1.6713
mp-719089;3.5434
mp-719365;3.4283
mp-719442;4.0163
mp-719616;3.4255
mp-723857;1.764
mp-725538;4.421
mp-726;3.4486
mp-727083;4.2688
mp-728775;2.4009
mp-728817;6.013
mp-729367;4.8478
mp-731959;4.182
mp-732171;5.3768
mp-732312;4.1278
mp-733325;2.3846
mp-737055;2.3823
mp-738074;4.6737
mp-738825;1.6157
mp-740634;5.7734
mp-742998;3.997
mp-746689;1.6138
mp-748594;5.7734
mp-749706;3.9882
mp-749834;5.2718
mp-750429;3.9699
mp-753890;0
mp-766361;2.2194
mp-768457;3.7143
mp-768484;3.1799
mp-768486;3.6818
mp-768500;3.21
mp-776896;2.5225
mp-777615;3.4662
mp-778;0
mp-788100;2.5226
mp-792571;3.4618
mp-794067;2.4469
mp-794420;3.3325
mp-794671;2.4469
mp-795162;3.3325
mp-796400;3.6762
mp-820505;3.6388
mp-821582;3.6381
mp-825465;0.4484
mp-835041;0.1765
mp-835825;0.1327
mp-842099;1.1628
mp-842340;1.1619
mp-842511;0.3844
mp-842611;1.5978
mp-842673;1.8199
mp-842883;0.6596
mp-842993;1.0276
mp-842995;0.3844
mp-843035;1.816
mp-843161;3.2709
mp-843440;1.026
mp-846106;5.1487
mp-846373;4.0194
mp-846558;5.4844
mp-846992;4.0163
mp-848807;4.2692
mp-852455;2.2152
mp-852681;3.1784
mp-852685;3.715
mp-852695;3.2098
mp-852696;3.6824
mp-855364;2.1388
mp-855570;3.6256
mp-855571;3.0776
mp-855577;3.6732
mp-855635;3.1012
mp-855879;2.1388
mp-856457;3.1012
mp-860047;4.2688
mp-860170;5.2718
mp-864017;3.9718
mp-864146;4.6737
mp-864462;4.6737
mp-864995;0
mp-8796;4.6651
mp-888376;0
mp-902243;0
mp-903003;0
mp-905889;0
mp-906090;0
mp-906162;0
mp-906261;0.0085
mp-906284;0
mp-9069;1.3264
mp-907274;0
mp-907386;0
mp-907438;0
mp-907519;0
mp-907835;0
mp-908203;0
mp-909797;0
mp-909870;0.4357
mp-910029;0
mp-910061;0
mp-910466;0
mp-910583;0
mp-910909;0
mp-911411;0
mp-911555;0
mp-911956;0
mp-912079;0
mp-912109;0
mp-912228;0
mp-912580;0
mp-912590;0
mp-912653;0
mp-912684;0
mp-912856;0
mp-913040;0
mp-913241;0
mp-913248;0
mp-913863;0
mp-913990;0
mp-914525;0
mp-914556;0
mp-914973;0
mp-915469;0
mp-916509;0.4043
mp-916997;0
mp-917021;0
mp-917578;0
mp-918835;0
mp-918943;0
mp-918995;0
mp-919032;0
mp-919051;0
mp-919836;0
mp-919951;0
mp-919989;0
mp-920034;0
mp-920050;0
mp-920731;0
mp-920798;0
mp-920812;0
mp-921755;0
mp-921823;0
mp-921863;0
mp-921924;0
mp-922154;0
mp-922378;0
mp-922643;0
mp-923170;0
mp-923405;0
mp-924829;0
mp-924887;0.4356
mp-925356;0
mp-925566;0
mp-925639;0
mp-925855;0.4356
mp-925986;0
mp-926004;0
mp-926287;0
mp-926337;0
mp-926400;0
mp-926547;0
mp-926810;0
mp-926876;0
mp-926882;0
mp-927083;0
mp-927372;0
mp-927451;0
mp-927806;0
mp-927902;0
mp-928042;0
mp-928134;0
mp-928216;0
mp-928241;0
mp-928613;0
mp-928676;0
mp-928715;0
mp-928778;0
mp-928982;0
mp-929024;0
mp-929104;0
mp-929143;0
mp-929178;0
mp-929258;0
mp-929368;0
mp-929391;0
mp-929445;0
mp-929525;0
mp-929545;0
mp-929760;0
mp-929782;0
mp-930125;0
mp-930252;0
mp-930290;0
mp-930621;0
mp-930767;0
mp-931197;0
mp-931877;0.4111
mp-932179;0
mp-932790;0
mp-933192;0
mp-935050;0
mp-935110;0
mp-937115;0
mp-937225;0.4109
mp-939398;0
mp-941220;0
mp-941526;0
mp-941737;0
mp-941771;0
mp-941881;0
mp-941957;0
mp-942062;0
mp-942295;0
mp-942317;0
mp-942690;0
mp-942729;0
mp-943077;0
mp-943390;0
mp-943539;0
mp-949867;0
mp-950661;0
mp-972916;0
mp-974386;0
mp-974404;0
mp-974428;0
mp-974443;0
mp-977910;0
mp-977932;0
mp-978159;0
mp-9808;2.6266
mp-983365;0
mp-983388;0
mp-983455;0
mp-983546;0
mp-983547;0
mp-983549;0
mp-983554;0
mp-984063;0
mp-985669;1.7347
mp-987036;0.4403
mp-988040;0.4333
mp-9881;1.8992
mp-988186;0
mp-988285;0.4291
mp-988806;0
mp-988943;0
mp-989028;0
mp-989143;0
mp-989219;0
mp-990480;0.0139
mp-990735;0
mp-991054;0
mp-991352;0
mp-991515;0
mp-991626;0
mp-991766;0.3041
mp-991956;0
mp-992087;0
mp-992305;0.3831
mp-992320;0
mp-992401;0
mp-992512;0
mp-993039;0
mp-993293;0
mp-993467;0
mp-993536;0
mp-993700;0
mp-993921;0.378
mp-993976;0
mp-994035;0
mp-994299;0
mp-994606;0
mp-994798;0
mp-994834;0
mp-995013;0
mp-995072;0
mp-995262;3.6732
mp-995913;3.6256
mp-996884;0
mp-998981;0
mp-999013;0
mp-999024;0
mp-999026;0
mp-999118;0
mp-999120;0
mp-999131;0
mp-999146;0
mp-999149;0
mp-999153;0
mp-999162;0
mp-999172;0
mvc-11613;3.7157
mvc-14316;3.5957
mvc-16368;0
mvc-16376;0.4707
