material_id;spacegroup
mp-1423115;P4/mmm
mp-1423194;R-3m
mp-1423196;Fm-3m
mp-1423214;Cmcm
mp-1423276;R-3
mp-1423369;Fm-3m
mp-1423383;P6_3/mmc
mp-1423394;Cmce
mp-1423455;I4/mmm
mp-1423501;F-43m
mp-1423504;P-42_1m
mp-1423582;P-62m
mp-1423710;P-62m
mp-1423723;P4/mbm
mp-1423849;P6/mmm
mp-1423871;Fm-3m
mp-1423949;Cmcm
mp-1423999;Pnma
mp-1424093;Pm-3m
mp-1424156;I4/mcm
mp-1424169;R-3c
mp-1424479;P-3m1
mp-1424480;I4/m
mp-1424503;P4_2/mbc
mp-1424560;R-3
mp-1424686;P4/mmm
mp-1424688;R-3
mp-1424781;P4/nmm
mp-1424809;P2_1/c
mp-1424813;P6_3/m
mp-1425092;P-1
mp-1425159;I4/mmm
mp-1425463;I4/mmm
mp-1425517;P4/nmm
mp-1425688;R-3m
mp-1425788;Fm-3m
mp-1425801;Pnma
mp-1425899;I-43m
mp-1425971;P6_322
mp-1426124;P2_1/c
mp-1426300;P4/mmm
mp-1426323;Pm-3n
mp-1426325;Immm
mp-1426380;Pmma
mp-1426436;P4/mnc
mp-1426587;Ibam
mp-1426702;Fm-3m
mp-1426726;P4/nmm
mp-1426778;I4_1md
mp-1426804;Pm-3m
mp-1426943;C2/c
mp-1426993;C2/c
mp-1427025;C2/m
mp-1427148;P-43m
mp-1427159;P-6m2
mp-1427195;Pm-3m
mp-1427263;P6_3mc
mp-1427353;Pnma
mp-1427452;Pnma
mp-1427770;P6_3/mmc
mp-1428036;Pa-3
mp-1428075;P-62m
mp-1428205;Pnma
mp-1428321;I4/mmm
mp-1428520;C2/m
mp-1428636;R-3m
mp-1428897;P321
mp-1429013;P2_12_12_1
mp-1429044;P6_3/mmc
mp-1429070;P-6m2
mp-1429090;P6/mmm
mp-1429242;P6_3/mmc
mp-1429367;P-6m2
mp-1429378;I4_1/a
mp-1429439;Ibam
mp-1429770;I-42m
mp-1429810;I4/mcm
mp-1430061;Pmc2_1
mp-1430072;Cmmm
mp-1430142;P6_3/mmc
mp-1430284;P2_1/c
mp-1430311;P6_3/mmc
mp-1430450;Pm-3m
mp-1430863;P-3m1
mp-1430900;Fm-3m
mp-1430902;F-43m
mp-1430929;P6_3/mmc
mp-1431160;P4/mbm
mp-1431166;Pm-3m
mp-1431233;P-62m
mp-1431290;I4/mmm
mp-1431294;Fmmm
mp-1431389;Pn-3m
mp-1431395;P-1
mp-1431396;P-6m2
mp-1431475;P4/nmm
mp-1431723;P6_3/mmc
mp-1431893;R-3m
mp-1431928;P4/nmm
mp-1432078;I4/mmm
mp-1432218;I4/mmm
mp-1432446;P3_221
mp-1432605;P2_1
mp-1432624;C2/m
mp-1432625;Pmn2_1
mp-1432637;C2/m
mp-1433310;C2/c
mp-1433339;P6_3mc
mp-1433347;Cc
mp-1433421;Pnma
mp-1433783;P6_3/mmc
mp-14338;Fmmm
mp-1433816;P4_2/mnm
mp-1433824;P6_3/mmc
mp-1433890;F-43m
mp-1434106;P2_1/c
mp-1434144;P6_3/mmc
mp-1434394;Pnma
mp-1434395;Pmma
mp-1434640;C2/m
mp-1434695;P2_1/m
mp-1434757;Cmcm
mp-1434771;P6_3mc
mp-1434885;P6_3/mmc
mp-1434913;Immm
mp-1434968;P4_2/mmc
mp-1435116;P2_1/m
mp-1435200;P6_3/m
mp-1435213;R-3m
mp-1435244;P6_3/mmc
mp-1435320;I4/mmm
mp-1435396;P2_13
mp-1435533;P4/nmm
mp-1435609;Pa-3
mp-1435699;P4/mmm
mp-1435813;P4/nmm
mp-1435995;Cmcm
mp-1436034;P6_3/mmc
mp-1436117;C2/c
mp-1436276;Fm-3m
mp-1436414;Pmmn
mp-1436554;Cmcm
mp-1436792;Pnma
mp-1436794;P4/nmm
mp-1436942;I-43m
mp-1437009;Pm-3m
mp-1437012;P6_3mc
mp-1437302;Pbam
mp-1437419;R-3
mp-1437574;I4/mmm
mp-1437618;P-3m1
mp-1437644;P6_3/mmc
mp-1437698;P4/nmm
mp-1437701;I4/mmm
mp-1437735;F-43m
mp-1437838;P-3m1
mp-1437884;Cmcm
mp-1437888;R3m
mp-1437929;Pm-3m
mp-1437936;F-43m
mp-1437982;Pm-3m
mp-1438034;F-43m
mp-1438086;Fm-3m
mp-1438124;I4_1/amd
mp-1438131;I4/mmm
mp-1438306;Pm-3m
mp-1438342;P4/nmm
mp-1438358;I4/mmm
mp-1438361;Pnnm
mp-1438387;Pm-3m
mp-1438502;I4/mmm
mp-1438579;Pm-3m
mp-1438602;R-3m
mp-1438603;P-3m1
mp-1438610;P6/mmm
mp-1438665;F-43m
mp-1438669;P-3m1
mp-1438691;Fm-3m
mp-1438741;P-3m1
mp-1438773;F-43m
mp-1438895;F-43m
mp-1438901;Fd-3m
mp-1438908;Amm2
mp-1438909;P-6m2
mp-1438941;Immm
mp-1438973;P6/mmm
mp-1438976;P6_3/mmc
mp-1438993;I4/mmm
mp-1439037;P-3m1
mp-1439129;Fm-3m
mp-1439143;Fm-3m
mp-1439159;Fm-3m
mp-1439171;Pm-3m
mp-1439221;Pm-3m
mp-1439300;Pm-3m
mp-1439342;P4/mmm
mp-1439396;Fm-3m
mp-1439568;I4/mmm
mp-1439594;R-3m
mp-1439596;Pm-3m
mp-1439600;P4/mmm
mp-1439644;P4_2/mmc
mp-1439661;Fd-3m
mp-1439681;Pm-3m
mp-1439727;Fddd
mp-1439743;I4/mmm
mp-1439751;P-3m1
mp-1439813;F-43m
mp-1439862;R-3m
mp-1439888;I4/mmm
mp-1439933;Pm-3m
mp-1439949;Imma
mp-1439978;Pm-3m
mp-1440025;P6/mmm
mp-1440081;P-3m1
mp-1440184;I4/mmm
mp-1440348;Cmcm
mp-1440498;P6/mmm
mp-1440579;I4/mmm
mp-1440601;Fm-3m
mp-1440625;P4_2/mnm
mp-1440628;P3_121
mp-1440661;Fd-3m
mp-1440664;Fm-3m
mp-1440738;C2/c
mp-1440751;I4/mmm
mp-1440823;Fm-3m
mp-1440844;I4/mmm
mp-1440856;P3_221
mp-1440877;Fd-3m
mp-1440924;P4_12_12
mp-1441025;R-3c
mp-1441049;I4/mmm
mp-1441077;Pnma
mp-1441104;Cmcm
mp-1441142;P6_3/mmc
mp-1441168;Pm-3m
mp-1441187;Pm-3m
mp-1441246;F-43m
mp-1441251;I4/mmm
mp-1441265;Pm-3m
mp-1441306;Pm-3m
mp-1441500;R-3m
mp-1441627;I4/m
mp-1441763;I4/mmm
mp-1441770;R-3m
mp-1441863;P-3m1
mp-1441870;P-3m1
mp-1441973;I4/mmm
mp-1441994;I4/mmm
mp-1442040;Im-3m
mp-1442103;Pm-3m
mp-1442231;Pm-3m
mp-1442242;P6_222
mp-1442304;P6/mmm
mp-1442345;P-62m
mp-1442657;R-3m
mp-1443089;Pm
mp-1443202;Ama2
mp-1443684;Cm
mp-1443994;Pnma
mp-1444703;Pbcn
mp-1444933;P6_3mc
mp-1445142;P2/c
mp-1445175;Pc
mp-1445605;P-6m2
mp-1446372;C2/m
mp-1458;Pm-3n
mp-1475462;Pa-3
mp-1475489;I-42d
mp-1475631;R-3
mp-1475785;Immm
mp-1475958;P4/nmm
mp-1475992;Pm-3m
mp-1476029;Pm-3m
mp-1476040;Pm-3m
mp-1476132;R-3m
mp-1476187;F-43m
mp-1476200;R-3m
mp-1504072;P-1
mp-1504074;Pmc2_1
mp-1504180;Pmc2_1
mp-1504284;C2/m
mp-1504646;I4_1/amd
mp-1504860;C2/m
mp-1504891;R-3m
mp-15078;Immm
mp-1514554;P2_1/c
mp-1523406;F-43m
mp-1523487;Pm-3m
mp-1523489;Cmcm
mp-1523583;P6/mmm
mp-1523661;Immm
mp-1523708;Cmcm
mp-1523785;P-62m
mp-1523793;P2_1/c
mp-1523871;Fd-3m
mp-1524021;Pm-3m
mp-1524067;Pm-3m
mp-1524070;P6/mmm
mp-1524077;Cmcm
mp-1524096;I4/mmm
mp-1524175;P4_132
mp-1524249;Pm-3m
mp-1524286;Pm-3m
mp-1524347;P6_3/m
mp-1524450;Cmcm
mp-1524505;P6_3/mmc
mp-1524546;Pnma
mp-1524549;Pnma
mp-1524573;P-3m1
mp-1524596;Im-3m
mp-1524597;R-3m
mp-1524601;Fm-3m
mp-1524616;P6_3/mmc
mp-1524633;Fm-3m
mp-1524654;P4_2/mnm
mp-1524655;Pm-3n
mp-1524715;P6_3/mmc
mp-1524854;Pm-3m
mp-1524911;P-3m1
mp-1524995;Fm-3m
mp-1525034;Fm-3m
mp-1525065;P4_2/mnm
mp-1525066;Pm-3n
mp-1525140;P6_3/mmc
mp-1525239;Pm-3m
mp-1525264;P6_3/mmc
mp-1525302;Pnma
mp-1525371;R-3m
mp-1525389;Pnma
mp-1525412;C2/m
mp-1525464;I-43d
mp-1525473;C2/m
mp-1525571;P6_3/m
mp-1525584;I-4
mp-1525605;P-62m
mp-1525606;R-3m
mp-1525670;Pnma
mp-1525721;P6_3/mmc
mp-1536107;Pm-3m
mp-1536189;P4_2/mmc
mp-1536276;F-43m
mp-1536294;Pm-3m
mp-1536366;Fd-3m
mp-1536391;Fm-3m
mp-1536506;Cmcm
mp-1536520;R-3m
mp-1536577;Pnma
mp-1536600;I4/m
mp-1536732;Pm-3m
mp-1536743;Fm-3m
mp-1536781;Pm-3m
mp-1536826;Pm-3m
mp-1536828;Pm-3m
mp-1536848;R-3
mp-1536885;Ama2
mp-1536987;Cmcm
mp-1537105;Pm-3n
mp-1537143;Fddd
mp-1537154;P4/nmm
mp-1537243;I4_1/amd
mp-1537406;I4/mmm
mp-1537423;P6_3/mmc
mp-1537492;Pm-3m
mp-1537516;I4/mmm
mp-1537574;Fm-3m
mp-1537649;Pm-3m
mp-1537716;R-3c
mp-1537721;P6_3/mmc
mp-1537750;Fm-3m
mp-1537755;P-3m1
mp-1537785;Pm-3m
mp-1537807;R-3m
mp-1537849;Fm-3m
mp-1537917;P-62m
mp-1537925;Fm-3m
mp-1537992;P6_3/mmc
mp-1538077;P-3m1
mp-1538103;P4/nmm
mp-1538115;Pm-3m
mp-1538185;Pm-3m
mp-1538194;I4_1/amd
mp-1538205;P6_3mc
mp-1538246;I4/mmm
mp-1538260;I4/m
mp-1538292;P6_3/m
mp-1538325;Cmcm
mp-1538351;P6/mmm
mp-1538397;P6_3mc
mp-1538446;Pa-3
mp-1538468;I-42d
mp-1538566;Pm-3m
mp-1538586;P6/mmm
mp-1538596;Cmc2_1
mp-1538601;P6_3/mmc
mp-1539092;P2/c
mp-1539204;I4/mmm
mp-1539280;C2/m
mp-1539710;P-3
mp-1539829;Fmmm
mp-1539847;C2/m
mp-1539872;Ccc2
mp-1539959;C2/c
mp-1540007;R-3
mp-1540039;P2_1/c
mp-1540096;C2/m
mp-1540102;I4/mcm
mp-1540109;C2/c
mp-1540190;Ibam
mp-1540227;I4/mmm
mp-1540450;Fmmm
mp-1540587;P2_1/c
mp-1540818;I4/mcm
mp-1540882;P-1
mp-1540927;P-3m1
mp-1541031;C2/m
mp-1541357;P-3
mp-1541439;C2/c
mp-1541485;Fm-3m
mp-1541493;Ccc2
mp-1541632;Ibam
mp-1541720;Fm-3m
mp-1541907;P-3m1
mp-1542210;P-1
mp-1542260;Fm-3m
mp-1542330;P2/c
mp-1542458;P4/nmm
mp-1542479;C2/m
mp-1542629;C2/m
mp-1542744;C2/m
mp-1542804;R-3
mp-1542965;C2/m
mp-1543099;Fm-3m
mp-1543118;C2/c
mp-1543137;P4/nmm
mp-1543389;P2_1/c
mp-1543407;P2_1/c
mp-1543590;I-43m
mp-1543635;I4_1/amd
mp-1543655;C2/c
mp-1543711;C2/c
mp-1543730;P2_1/c
mp-1543873;Pnma
mp-1543959;Pnma
mp-1543966;Pbcn
mp-1544052;P2_1/c
mp-1544107;P4_2/mbc
mp-1544239;P4_2/m
mp-1544301;P6_3/mmc
mp-1544471;R-3
mp-1545436;P6_3cm
mp-1545437;P6_3/mmc
mp-1545732;Fmmm
mp-1545802;P-62c
mp-1545874;Pa-3
mp-1545923;Cmcm
mp-1545994;Ccc2
mp-1546031;P6_3/mmc
mp-1546074;Pnma
mp-1546247;I4/mmm
mp-1546451;Pmc2_1
mp-1546727;C2/m
mp-1546729;Pnma
mp-1546743;Ia-3
mp-1546821;C2/c
mp-1546846;C2/m
mp-1546991;Pnma
mp-15556;Fmmm
mp-15639;R-3
mp-15671;Cmcm
mp-15686;P6_3/mmc
mp-15742;Cmce
mp-1582739;I4/mmm
mp-1583514;Cmce
mp-1583518;P6_3mc
mp-1583528;P-1
mp-1583561;C222_1
mp-1583755;R-3
mp-1583860;P-1
mp-1585265;P-4m2
mp-1585266;P-3m1
mp-1586135;P6/mmm
mp-1586138;F-43m
mp-1586146;Cmcm
mp-1586185;C2/m
mp-1586297;Pm-3m
mp-1586308;Fm-3m
mp-1586312;Pm-3m
mp-1586342;Pa-3
mp-1586418;Fddd
mp-1586428;Cc
mp-1586613;C2
mp-1586650;C2
mp-1586713;P1
mp-1586722;C2
mp-1586738;P1
mp-1586761;P4_32_12
mp-1586780;C2/c
mp-1586949;P1
mp-1586952;C222_1
mp-1587192;R-3
mp-1587245;Cmcm
mp-1587320;Pm-3m
mp-1587438;I4/mmm
mp-1587475;P4/nmm
mp-1587511;P4_2/mmc
mp-1587533;P-3m1
mp-1587569;Fm-3m
mp-1587664;Pm-3m
mp-1587696;Fm-3m
mp-1587791;P4/nmm
mp-1587813;P6_422
mp-1587830;Pm-3m
mp-1587841;Cmcm
mp-1587861;I4/mmm
mp-1587911;Pm-3m
mp-1588000;I4/mmm
mp-1588045;I4/mmm
mp-1588086;I4/mmm
mp-1588222;Cmcm
mp-1588250;Pm-3m
mp-1588303;P6_3/mmc
mp-1588332;P-3m1
mp-1588337;P-1
mp-1588421;I-4
mp-1588436;I4/mmm
mp-1588467;I4/m
mp-1588535;Cmcm
mp-1588548;P6_222
mp-1588599;Pbcn
mp-15886;C2/m
mp-1588652;I4/mmm
mp-1588690;Pm-3m
mp-1588706;R3c
mp-1588740;P4/nmm
mp-1588808;R-3m
mp-1588810;P-3m1
mp-1588833;I4/mmm
mp-1588873;Pm-3m
mp-1588909;P6_3/mmc
mp-1588913;P6/mmm
mp-1588931;I4/mmm
mp-1588933;P4/nmm
mp-1588945;I4/mmm
mp-1589006;P6_3/mmc
mp-1589038;Fm-3m
mp-1589058;R-3c
mp-1589075;C2/c
mp-1589515;I4/mmm
mp-1589519;I4/mmm
mp-1589567;Cmcm
mp-1589572;Pnma
mp-1589628;Pm-3m
mp-1589692;Fm-3m
mp-1589714;Pm-3m
mp-1589748;P6/mmm
mp-1589821;P4/nmm
mp-1589843;Pm-3m
mp-1589846;F-43m
mp-1589970;Pm-3m
mp-1590137;I4/mmm
mp-1590157;F-43m
mp-1590326;P-3m1
mp-1590342;R-3m
mp-1590372;I4/mmm
mp-1590383;P-6m2
mp-1590435;Pnma
mp-1590470;P4/nmm
mp-1590518;I4/mmm
mp-1590563;I4/mmm
mp-1590576;P6_3/mmc
mp-1590643;P-42m
mp-1590657;Pnma
mp-1590797;I4/mcm
mp-1590840;Pm-3m
mp-1590863;P-3m1
mp-1590905;R-3m
mp-1590911;P6_3/mmc
mp-1590959;P-3m1
mp-1590986;Cmcm
mp-1591057;Pm-3n
mp-1591072;I4/mmm
mp-1591077;R3m
mp-1591155;R-3m
mp-1591182;F-43m
mp-1591277;P6/mmm
mp-1591286;I4_1md
mp-1591344;I4/mmm
mp-1591415;Cmcm
mp-1591565;Imma
mp-1591602;P4/nmm
mp-1591644;Pm-3m
mp-1591681;Pm-3m
mp-1591702;P4/mmm
mp-1591808;P6_3/mmc
mp-1591833;R-3m
mp-1591844;Pm-3m
mp-1591856;P6_3mc
mp-1591876;P-62m
mp-1591980;C222_1
mp-1591990;P-3m1
mp-1592000;P4/mmm
mp-1592026;P4/nmm
mp-1592077;R-3
mp-1592138;I4/mmm
mp-1592143;Pm-3m
mp-1592180;R-3m
mp-1592201;Pm-3m
mp-1592257;I4/mmm
mp-1592306;P6_3/mmc
mp-1592329;P6_422
mp-1592368;P3_221
mp-1592445;Pm-3m
mp-1592454;P2_1/c
mp-1592534;P-62m
mp-1592548;I4/mmm
mp-1592681;Cmcm
mp-1592729;I4_1/amd
mp-1592756;P4/nmm
mp-1592798;C2/c
mp-1592815;R-3
mp-1592826;P6_3/mmc
mp-1592832;F-43m
mp-1592842;P6_3/mmc
mp-1592870;Im-3m
mp-1592929;Cmcm
mp-1592934;P4/nmm
mp-1592975;I4/mmm
mp-1592999;I4_1/amd
mp-1593030;I4/mmm
mp-1593113;P6/mmm
mp-1593117;Fd-3m
mp-1593119;P6/mmm
mp-1593146;Amm2
mp-1593167;P4_2/mnm
mp-1593292;Fm-3m
mp-1593301;P6/mmm
mp-1593322;P4_12_12
mp-1593335;F-43m
mp-1593485;P6_3/mmc
mp-1593502;Pm-3m
mp-1593514;I4/mmm
mp-1593517;I4/mmm
mp-1593518;Fd-3m
mp-1593544;R-3m
mp-1593550;Fm-3m
mp-1593796;F-43m
mp-1593859;P4_2/mnm
mp-1593890;I4/mmm
mp-1593897;Cmc2_1
mp-1593919;Pm-3m
mp-1593928;P-3m1
mp-1593945;Pa-3
mp-1593978;I4/m
mp-1593983;I4/mmm
mp-1593994;Fm-3m
mp-1593995;Pm-3m
mp-1594105;P6_3/mmc
mp-1594147;P6_3/mmc
mp-1594148;Ibam
mp-1594194;P-62m
mp-1594208;F-43m
mp-1594233;R-3m
mp-1594251;Pm-3m
mp-1594325;Pm-3m
mp-1594328;Pm-3m
mp-1594331;P6_3/mmc
mp-1594397;Fd-3m
mp-1594419;Pm-3m
mp-1594473;P6_3mc
mp-1594510;P6_3mc
mp-1594520;P3_121
mp-1594645;R-3c
mp-1594766;Pm-3m
mp-1594775;F-43m
mp-1594816;P4_2/mmc
mp-1594946;P6_222
mp-1595;C2/m
mp-1595084;P4/nmm
mp-1595115;P4/nmm
mp-1595146;Fm-3m
mp-1595178;P-3m1
mp-1595182;P2/m
mp-1595187;P4/nmm
mp-1595200;I4/m
mp-1595232;P6_3/mmc
mp-1595355;Pm-3m
mp-1595408;Fd-3m
mp-1595419;R-3m
mp-1595485;P6_3/m
mp-1595559;I4/mmm
mp-1595564;Amm2
mp-1595664;P6_3/mmc
mp-1595692;P6/mmm
mp-1595699;P6/mmm
mp-1595829;P3_221
mp-1595860;Fm-3m
mp-1595905;Pmmn
mp-1595956;R-3m
mp-1595969;P4/nmm
mp-1595997;Pm-3m
mp-1596058;Pm-3m
mp-1596097;Immm
mp-1596177;Fm-3m
mp-1596251;Pm-3m
mp-1596260;I4/mmm
mp-1596302;P-3m1
mp-1596321;Pnnm
mp-1596430;Cmmm
mp-1596462;Fm-3m
mp-1596486;Fm-3m
mp-1596493;Immm
mp-1596498;C2
mp-1596550;R-3c
mp-1596555;P3_121
mp-1596596;P3_221
mp-1596632;Fm-3m
mp-1596647;R-3m
mp-1596668;Cmcm
mp-1596710;P4/mmm
mp-1596719;P4_12_12
mp-1596804;P6/mmm
mp-1596849;I4/mmm
mp-1596882;Fddd
mp-1596967;P6_3/mmc
mp-1596991;P6_3/mmc
mp-1597037;P-3m1
mp-1597063;R-3m
mp-1597161;F-43m
mp-1597164;Pm-3m
mp-1597180;R-3m
mp-1597237;P321
mp-1597239;R-3m
mp-1597279;P6/mmm
mp-1597295;P2_1/m
mp-1597297;P2_13
mp-1597450;P6_3/mmc
mp-1597541;C2/m
mp-1597624;Pnma
mp-1597629;Cmcm
mp-1597688;Cmce
mp-1597723;Pnma
mp-1597745;P2_1
mp-1597838;Pnma
mp-1597924;I4/mcm
mp-1597977;I4/mmm
mp-1597985;Pnma
mp-1598081;P6_3/mmc
mp-1598264;P-1
mp-1598367;I-42m
mp-1598368;P-1
mp-1598430;R-3m
mp-1598591;I4/mcm
mp-1598662;P4/mbm
mp-1598774;Fmmm
mp-1598827;R-3m
mp-1598944;P6_3/mmc
mp-1599040;Pnma
mp-1599172;P4/nmm
mp-1599245;I4_1md
mp-1599293;Cc
mp-1599301;Immm
mp-1599329;C2/c
mp-1599397;C2/m
mp-1599708;Fmmm
mp-1599731;C2/m
mp-1599746;Pnma
mp-1599763;Ibam
mp-1599768;Pa-3
mp-1599787;P4/nmm
mp-1599802;Pnma
mp-1599888;R-3
mp-1599931;P6_3mc
mp-1599995;P6_3/mmc
mp-1600044;Cmcm
mp-1600082;P6/mmm
mp-1600404;C2/m
mp-1600515;P2_1
mp-1600713;P6_3/mmc
mp-1600787;P-62m
mp-1600789;Pmn2_1
mp-1600919;P4/mbm
mp-1600993;Immm
mp-1601011;R-3m
mp-1601142;Cmcm
mp-1601156;P6_322
mp-1601231;P-62m
mp-1601402;P-62m
mp-1601468;I4/mmm
mp-1601631;Cmcm
mp-1601674;C2/m
mp-1601742;Fm-3m
mp-1601744;Pmc2_1
mp-1601791;P-3m1
mp-1601818;Pnma
mp-1601820;P-62m
mp-1601867;I-43d
mp-1601914;C2/m
mp-1601930;I4/mmm
mp-1602104;P4/mbm
mp-1602127;P-62m
mp-1602229;Immm
mp-1602237;Pnma
mp-1602279;I-43m
mp-1602333;C2/m
mp-1602361;P-62m
mp-1602400;Pnma
mp-1602459;P-3
mp-1602496;R3m
mp-1602524;Cmcm
mp-1602706;P-42_1m
mp-1602800;Cmmm
mp-1602851;Pnma
mp-1603056;P-3m1
mp-1603375;C2/m
mp-1603464;P4_2/m
mp-1603586;Ibam
mp-1603837;I-42d
mp-1604315;P2_1/m
mp-1604596;C2/m
mp-1604665;Pnma
mp-1604900;P6_3/mmc
mp-1605083;C2/c
mp-1605123;C2/c
mp-1605868;P2_1/c
mp-1606037;P2_1/c
mp-1606298;P2_1/c
mp-1606430;R-3
mp-1606524;P2_1/c
mp-1606610;P4_2/mnm
mp-1606787;Fm-3m
mp-1606909;P2_13
mp-1607144;I4/mmm
mp-1607666;R-3m
mp-1607728;P2/c
mp-1607977;C2/c
mp-1608124;C2/m
mp-1608128;C2/m
mp-1608130;R-3
mp-1608289;P6_3/mmc
mp-1608388;C2/m
mp-1608747;I-43m
mp-1608950;P2_1/c
mp-1609022;Pnma
mp-1609282;P4/nmm
mp-1609434;R-3m
mp-1609620;Pm-3m
mp-1609765;Fm-3m
mp-1609838;Cm
mp-1610120;Pm-3m
mp-1610445;Pnma
mp-1610550;P4/mnc
mp-1610750;P-6m2
mp-1610772;Pm-3m
mp-1610876;P6_3/mmc
mp-1610896;P-6m2
mp-1611047;Pbam
mp-1611533;P4/mmm
mp-1611706;P4/mmm
mp-1611785;P6_3/mmc
mp-1611840;Fm-3m
mp-1611851;P6_3/mmc
mp-1611951;P6_3/m
mp-1612053;Pmc2_1
mp-1612420;Immm
mp-1612618;F-43m
mp-1612626;F-43m
mp-1612705;P2_12_12_1
mp-1613528;P6_322
mp-1615632;P4/mmm
mp-1615760;P6_3mc
mp-1616585;P2_1/c
mp-1617114;P4/mmm
mp-1617211;I4/mmm
mp-1617444;P6_3mc
mp-1617673;R-3m
mp-1618551;C2/c
mp-1618798;R32
mp-1619829;Pm
mp-1619860;I4_1/amd
mp-1620671;P4_2/mnm
mp-1620738;P6_3/mmc
mp-1621834;Cmmm
mp-1621931;P6_3/mmc
mp-1622681;P1
mp-1622703;C2
mp-1622912;Pm
mp-1623075;P1
mp-1623102;P4_12_12
mp-1623334;P2
mp-1623559;P2_1/c
mp-1623583;Pc
mp-1624219;R-3m
mp-1624233;R3m
mp-1624472;Ibam
mp-1624491;P2_1/c
mp-1624542;Fm-3m
mp-1624572;P6_3mc
mp-1624589;P6_3/mmc
mp-1624597;C2/m
mp-1624822;I4/mmm
mp-1624951;P6_3/mmc
mp-1625391;C2/m
mp-1625463;P4/nmm
mp-1626192;C2/m
mp-1626319;Fm-3m
mp-1626357;P1
mp-1626698;P2_1
mp-1626730;Pbcn
mp-1626963;C2/m
mp-1627117;C2/m
mp-1627315;P2_1/c
mp-1627579;Pmm2
mp-1628025;I4/mmm
mp-1628042;C2/c
mp-1628297;Pm-3m
mp-1628526;Pm-3m
mp-1628584;Pm-3n
mp-1628654;Pmma
mp-1628655;Cmcm
mp-1628770;Pmn2_1
mp-1628895;Fm-3m
mp-1628948;Pca2_1
mp-1629023;Immm
mp-1629028;Fm-3m
mp-1629046;P4/nmm
mp-1629051;Fmm2
mp-1629139;P2_1/m
mp-1629206;P2_1/m
mp-1629209;Imma
mp-1629253;Pnma
mp-1629313;Pnma
mp-1629439;P6_3/mcm
mp-1629456;Pmna
mp-1629470;Cmcm
mp-1630197;Pmna
mp-1637223;Pn-3m
mp-1637368;P3
mp-1637525;Imm2
mp-1637531;I4_1/amd
mp-1637542;Ia-3
mp-1637561;P2_1/c
mp-1637933;P-62c
mp-1637964;P4_2/mbc
mp-1638043;Pn-3m
mp-1638303;Pmc2_1
mp-1638417;P-3m1
mp-1638420;I4_1/amd
mp-1654363;P2/c
mp-1654413;P4_32_12
mp-1654458;P1
mp-1654487;P4_32_12
mp-1654523;Pnma
mp-1654693;P1
mp-1654784;Ima2
mp-1654851;Pnnm
mp-1654945;I2_12_12_1
mp-1654984;I4_122
mp-1654999;Pna2_1
mp-1655230;Ama2
mp-1655255;I-4
mp-1656684;Ia-3
mp-1659019;P1
mp-1660018;Fm-3m
mp-1667949;P-6m2
mp-1667959;P-3m1
mp-1667968;F-43m
mp-1667986;P6/mmm
mp-1667988;F-43m
mp-1667995;R-3m
mp-1668167;P3_121
mp-1668188;C2/c
mp-1668261;Cmcm
mp-1668271;I4/mmm
mp-1668304;P2_1/c
mp-1668524;I4/mmm
mp-1668619;I4/mmm
mp-1668671;R-3c
mp-1668723;P6/mmm
mp-1668873;Fm-3m
mp-1668878;Fd-3m
mp-1669150;P-1
mp-1669225;Ccc2
mp-1669273;P-1
mp-1669903;Pnma
mp-1670164;Pnma
mp-1670241;P2_1/m
mp-1670256;Pnma
mp-1670325;P2_1/c
mp-1670465;I4/mmm
mp-1670538;I4/mmm
mp-1670712;C2/m
mp-1670740;Pm-3m
mp-1670796;C2/c
mp-1670809;Pnma
mp-1670891;Cmcm
mp-1670948;P4/mnc
mp-1670955;P2_1/c
mp-1671224;P-3m1
mp-1671253;P-62m
mp-1671309;Cmcm
mp-1671400;P4_2/mnm
mp-1671539;Pm-3m
mp-1671662;P4/nmm
mp-1671731;P2_1/c
mp-1671814;Im-3m
mp-1671836;Pm-3m
mp-1671871;Pm-3m
mp-1671972;Pnma
mp-1672027;Amm2
mp-1672056;R-3
mp-1672060;Fm-3m
mp-1672063;I4/mmm
mp-1672085;Cmcm
mp-1672136;P4_2/mmc
mp-16723;P4_2/mnm
mp-1672504;P2/c
mp-1672509;P2_1/c
mp-1672603;I4_1/amd
mp-1672780;P6/mmm
mp-1672822;Fm-3m
mp-1672919;P6_3/mmc
mp-1672933;P6/mmm
mp-1672945;Fm-3m
mp-1672999;Cmcm
mp-1673021;Pm-3m
mp-1673092;Pm-3m
mp-1673131;P-6m2
mp-1673211;P4/nmm
mp-1673213;R-3
mp-1673301;C2/m
mp-1673513;C2/m
mp-1673844;C2/c
mp-1674159;R-3m
mp-16742;P4/nmm
mp-1674203;Fm-3m
mp-1674211;Pm-3m
mp-1674216;Fd-3m
mp-1674252;I4/mmm
mp-1674280;I4/mmm
mp-1674388;Imma
mp-1674528;Pmc2_1
mp-1674560;C2/m
mp-1674577;I4_1/a
mp-1674634;Pm-3m
mp-1674707;Pmna
mp-1675021;P2_12_12_1
mp-1675118;Pnma
mp-1675279;Immm
mp-1675486;Fm-3m
mp-1675539;P-6m2
mp-1675661;P4/mmm
mp-1675698;P-6m2
mp-1675722;P4/mmm
mp-1675941;Fm-3m
mp-1676059;R-3m
mp-1676084;Pnma
mp-1676597;I4/mmm
