material_id;spacegroup
mp-1133290;C2/c
mp-1133292;P6/mmm
mp-1133293;Ima2
mp-1133301;Cmce
mp-1133304;P6/m
mp-1133313;Cmcm
mp-1133314;Pmma
mp-1133323;I4/mmm
mp-1133326;P4_2/ncm
mp-1133334;Ia-3d
mp-1133340;I4/mmm
mp-1133348;I4/mcm
mp-1133352;Pmma
mp-1133360;P3_121
mp-1133366;I4/mmm
mp-1133367;P4_2/mmc
mp-1133583;P-1
mp-1133800;Fm-3m
mp-1134314;Fd-3m
mp-1134383;P1
mp-1134485;C2/c
mp-1134917;C2/m
mp-1135471;P2/c
mp-1135560;I4/mmm
mp-1135635;P-62m
mp-1135693;I4/mmm
mp-1135776;P-3m1
mp-1135790;R-3
mp-1135965;P-1
mp-11363;P6/mmm
mp-1136368;Fm-3m
mp-1136389;Pm-3n
mp-1136479;R3m
mp-1136493;I4/m
mp-1136532;Cm
mp-1136732;I4/mmm
mp-1136738;P-42_1m
mp-1136822;Cmcm
mp-1136903;P-3m1
mp-1136937;I4/mcm
mp-1137664;R-3
mp-1137740;C2/c
mp-1137859;Cmce
mp-1137913;P-3m1
mp-1137924;I4_1/amd
mp-1137935;I-43m
mp-1138224;C2/c
mp-1138225;C2/c
mp-1138229;Pm-3m
mp-1138243;P4_2/mmc
mp-1138244;Pmmn
mp-1138245;Pmna
mp-1138250;Cmc2_1
mp-1138251;P2_1/c
mp-1138259;P2_12_12_1
mp-1138263;Cmme
mp-1138265;C222
mp-1138267;P-1
mp-1138270;Cmce
mp-1138275;P-1
mp-1138276;Imma
mp-1138282;Fd-3m
mp-1138285;P4_2/mmc
mp-1138295;Ibam
mp-1138303;P4/mmm
mp-1138305;Imm2
mp-1138311;I4/mmm
mp-1138317;C2/m
mp-1138322;I-4
mp-1138552;Cmcm
mp-1138554;P2/c
mp-1138556;Imma
mp-1138558;R-3
mp-1138565;P6_522
mp-1138566;Pmn2_1
mp-1138567;P4_12_12
mp-1138571;R-3
mp-1138574;P3_221
mp-1138580;Pnma
mp-1138585;P1
mp-1138589;Cmmm
mp-1138590;Pnnm
mp-1138593;Cmcm
mp-1138596;Im-3m
mp-1138599;P4_2/mmc
mp-1138605;I4_1/amd
mp-1138606;P6_322
mp-1138607;Fddd
mp-1138609;P4_122
mp-1138610;P2_12_12_1
mp-1138611;P4_32_12
mp-1138612;P2_1
mp-1138614;P4/nmm
mp-1138619;R-3m
mp-1138623;Cmmm
mp-1138625;P1
mp-1138626;P-4
mp-1138628;Im-3m
mp-1138629;Fd-3m
mp-1138630;Imma
mp-1138631;Pmmn
mp-1138637;C2/c
mp-1138640;P3_221
mp-1138642;P6_3/mcm
mp-1138646;P2_13
mp-1138647;Pmmn
mp-1138650;I4/mcm
mp-1138652;I-4m2
mp-1138653;I4_1/amd
mp-1138654;Fm-3m
mp-1138656;P4/nmm
mp-1138657;I4_1/amd
mp-1138665;Pnnm
mp-1138670;Cc
mp-1138671;Amm2
mp-1138677;Cmc2_1
mp-1138686;C2/m
mp-1138687;Ama2
mp-1138688;Imma
mp-1138691;Cmcm
mp-1138692;Cmme
mp-1138694;C2/m
mp-1138695;P2_1/c
mp-1138697;P6_422
mp-1138698;Cmcm
mp-1138699;I-42d
mp-1138704;Pccn
mp-1138709;C2/c
mp-1138714;Fddd
mp-1138715;C222_1
mp-1138717;P2/m
mp-1138719;Cmce
mp-1138726;Fd-3m
mp-1138727;Cmcm
mp-1138730;C2/c
mp-1138732;Imma
mp-1138736;I4_1/amd
mp-1138737;Cmce
mp-1138738;Pm-3n
mp-1138741;Ia-3d
mp-1138744;Imma
mp-1138751;C2/m
mp-1138754;Pmma
mp-1138762;Amm2
mp-1138764;P2_1/c
mp-1138766;Fmm2
mp-1138767;Cm
mp-1138772;Cmcm
mp-1138775;Cmcm
mp-1138776;P2_1/m
mp-1138778;P6_222
mp-1138779;Pnma
mp-1138783;P2_1/c
mp-1138784;P6_3/mmc
mp-1138785;Cmc2_1
mp-1138786;Fmmm
mp-1138788;I4/mmm
mp-1138792;P2_1
mp-1139074;I4/mmm
mp-1139463;P6_522
mp-1139489;R-3m
mp-1139543;C2/c
mp-1139568;R-3
mp-1139575;C2/c
mp-1139626;R-3
mp-1139651;R-3c
mp-1139682;R-3c
mp-1139688;P-3
mp-1139699;P-31m
mp-1139709;Pmma
mp-1139710;P6_3/mmc
mp-1139779;P6_3mc
mp-1139951;P2_1/m
mp-1139966;P6_3/mmc
mp-1139988;Pmma
mp-1139994;R-3m
mp-1140039;Cmcm
mp-1140062;Cmcm
mp-1140139;C222_1
mp-1140173;I-4
mp-1140308;P2_1/c
mp-1140309;R-3
mp-1140317;I-4m2
mp-1140350;Fm-3m
mp-1140380;Imma
mp-1140396;Pnma
mp-1140482;Immm
mp-1140543;F-43m
mp-1140564;Fm-3m
mp-1140585;P4_2/mmc
mp-1140604;C2/c
mp-1140644;P6_322
mp-1140645;Pccn
mp-1140668;P-3m1
mp-1140676;Cmcm
mp-1140687;P2_1/c
mp-1140734;Fmmm
mp-1140763;Fm-3m
mp-1140802;Im-3m
mp-1140808;P4/nmm
mp-1140820;Cm
mp-1140846;P4_32_12
mp-1140868;P2_1/c
mp-1140886;P4_2/mmc
mp-1140938;Cmcm
mp-1140941;R-3m
mp-1141018;P3_221
mp-1141033;R-3
mp-1141036;Cmc2_1
mp-1141046;P-4m2
mp-1141084;Cmcm
mp-1141117;P4/nmm
mp-1141240;Pna2_1
mp-1141296;I4/m
mp-1141332;R-3m
mp-1141353;P-3m1
mp-1141387;Pa-3
mp-1141446;Ia-3d
mp-1141491;Fm-3m
mp-1141505;Ama2
mp-1141506;P2_13
mp-1141517;Pnma
mp-1141621;I-42d
mp-1141660;Cmc2_1
mp-1141716;P6_3/mmc
mp-1141782;R-3m
mp-1141811;P4_12_12
mp-1141817;P6_3mc
mp-1141822;Pmma
mp-1141854;Pm-3m
mp-1141868;Cmce
mp-1141920;Cmcm
mp-1141974;Cc
mp-1142007;R-3m
mp-1142027;R-3
mp-1142035;P6_3/mmc
mp-1142111;Fm-3m
mp-1142135;P-3m1
mp-1142154;Cmcm
mp-1142155;R-3m
mp-11422;Pm-3m
mp-1142246;R-3m
mp-1142254;C2/m
mp-1142257;Pm-3m
mp-1142260;R-3c
mp-1142265;P6_522
mp-1142301;R-3m
mp-1142350;C2/m
mp-1142609;P6_3/mmc
mp-1142642;Pn-3m
mp-1142668;Pnma
mp-1142704;Pm-3m
mp-1142729;C2/c
mp-1142749;I4_122
mp-1142778;Ibam
mp-1142793;P6/mmm
mp-1142803;Cmcm
mp-1142889;I4_1/acd
mp-1142926;Pm
mp-1142942;I4_1/amd
mp-1142970;Pcca
mp-1142971;I4/mmm
mp-1143002;I4/mcm
mp-1143006;I4_122
mp-1143014;Ia-3
mp-1143017;Pm-3m
mp-1143032;Pnma
mp-1143074;F4_132
mp-1143133;P4_12_12
mp-1143153;P622
mp-1143164;R-3
mp-1143207;P6_3/mmc
mp-1143230;P-3m1
mp-1143243;P-4n2
mp-1143284;P-31c
mp-1143327;R32
mp-1143336;R-3c
mp-1143354;P6_3/mmc
mp-1143374;I432
mp-1143387;C2/m
mp-1143390;P-6m2
mp-1143431;Pmmm
mp-1143442;Pbcn
mp-1143460;P1
mp-1143473;Ia-3d
mp-1143585;Fddd
mp-1143599;P1
mp-1143631;P622
mp-1143684;Pm-3n
mp-1143710;Cmmm
mp-1143747;I-43m
mp-1143755;I-42m
mp-1143761;Cmcm
mp-1143765;Pmma
mp-1143769;Pbcn
mp-1143777;I2_13
mp-1143787;P4/nnc
mp-1143807;P-42_1c
mp-1143850;R-3c
mp-1143867;Pban
mp-1143885;R-3
mp-1143913;P1
mp-1143917;P6_422
mp-1143921;Pnnn
mp-1143925;Pnma
mp-1143929;P4/n
mp-1143941;Fddd
mp-1143965;P-31m
mp-1143978;P6_222
mp-1143985;P4/nmm
mp-1144032;P6_3/mmc
mp-1144056;Pm-3m
mp-1144107;Fm-3m
mp-1144127;Pnma
mp-1144158;P4_32_12
mp-1144400;Pnma
mp-1144407;Pnma
mp-1144418;P4/nmm
mp-1144706;P-62m
mp-1144710;I4/mmm
mp-1144864;Pm-3m
mp-1144876;Pbcn
mp-1144877;P622
mp-1144908;Cmcm
mp-1145003;P-31c
mp-1145092;Pnnm
mp-1145103;Cmcm
mp-1145108;Pnma
mp-1145136;C2/m
mp-1145149;P2_12_12_1
mp-1145212;R-3c
mp-1145286;R-3m
mp-1145397;C2/m
mp-1145429;F4_132
mp-1145473;Cm
mp-1145498;P1
mp-1145565;Cmce
mp-1145570;I4_1/amd
mp-1145572;P2_1/c
mp-1145581;Cmcm
mp-1145587;P2_1/m
mp-1145589;Cmcm
mp-1145597;P622
mp-1145599;Pbcm
mp-1145623;I-42d
mp-1145627;Fd-3m
mp-1145636;P4_122
mp-1145648;Cmce
mp-1145653;I2_12_12_1
mp-1145665;Amm2
mp-1145670;Pm-3m
mp-1145680;P2_1/c
mp-1145681;P23
mp-1145682;Cmc2_1
mp-1145692;Fmmm
mp-1145712;Pnma
mp-1145729;Cmcm
mp-1145730;I2_13
mp-1145735;P4/nmm
mp-1145742;F-43m
mp-1145751;Cmcm
mp-1145758;I4_1/amd
mp-1145760;P6_422
mp-1145768;Im-3m
mp-1145787;P6_3/mmc
mp-1145798;P6_3/mcm
mp-1145805;Imm2
mp-1145822;C2/m
mp-1145831;Cmce
mp-1145835;I4/mcm
mp-1145836;Pmma
mp-1145847;P6_522
mp-1145852;Cmmm
mp-1145860;Pnma
mp-1145868;Ama2
mp-1145872;Cmc2_1
mp-1145877;Cmc2_1
mp-1145880;Pm-3n
mp-1145884;Immm
mp-1145890;P1
mp-1145901;P-31m
mp-1145905;I4_1/amd
mp-1145914;P2_12_12_1
mp-1145920;Imma
mp-1145925;R-3m
mp-1145931;Imma
mp-1145941;P2_1
mp-1145952;Cmcm
mp-1145964;Fmm2
mp-1145981;P2_1/c
mp-1145986;R-3c
mp-1145994;Cmcm
mp-1146011;I-4
mp-1146019;Fddd
mp-1146028;Cmme
mp-1146039;Cmmm
mp-1146060;Immm
mp-1146077;Cmce
mp-1146082;Cmcm
mp-1146093;C2/m
mp-1146098;C2/m
mp-1146106;P2/m
mp-1146115;Pccn
mp-1146123;Cc
mp-1146140;Pmma
mp-1146141;Imma
mp-1146145;P4_32_12
mp-1146149;C2/c
mp-1146153;P2_1/c
mp-1146169;Im-3m
mp-1146178;Imma
mp-1146204;Cmcm
mp-1146217;Pm-3m
mp-1146241;Ia-3d
mp-1146249;Pmma
mp-1146262;C2/m
mp-1146264;P6_322
mp-1146274;R-3
mp-1146293;Cm
mp-1146298;P6_222
mp-1146305;I4_1/amd
mp-1146306;Pna2_1
mp-1146314;Imma
mp-1146322;R-3m
mp-1146331;C2/c
mp-1146339;P2_1/c
mp-1146362;Pnnm
mp-1146364;P622
mp-1146369;I4/mmm
mp-1146378;Cmcm
mp-1146381;Cmcm
mp-1146382;P-4
mp-1146389;Cmcm
mp-1146395;C222_1
mp-1146398;P3_221
mp-1146409;Im-3m
mp-1146419;C222_1
mp-1146421;P6_3/mmc
mp-1146448;I432
mp-1146449;Cmce
mp-1146451;Fddd
mp-1146471;Cmcm
mp-1146482;Pnnm
mp-1146486;Ia-3d
mp-1146490;P2_1/m
mp-1146491;P6_422
mp-1146506;P2/c
mp-1146519;Pmmn
mp-1146526;I4/mmm
mp-1146541;P2_13
mp-1146558;P4/nmm
mp-1146564;Imma
mp-1146568;R-3m
mp-1146583;P3_221
mp-1146587;Pnma
mp-1146608;C2/m
mp-1146613;Pbcm
mp-1146617;P2_1/c
mp-1146629;C2/m
mp-1146634;P2_1
mp-1146642;Amm2
mp-1146648;I4_1/amd
mp-1146649;P4_12_12
mp-1146650;Fd-3m
mp-1146665;Fm-3m
mp-1146674;I4_1/amd
mp-1146680;Pmmn
mp-1146695;P1
mp-1146707;R-3
mp-1146721;I-4m2
mp-1146732;P4_2/mmc
mp-1146744;P4/nmm
mp-1146746;P4_32_12
mp-1146759;Pmn2_1
mp-1146762;C2/c
mp-1146776;Pbcn
mp-1146781;P4_12_12
mp-1146785;Cmcm
mp-1146806;Cmc2_1
mp-1146820;P-31c
mp-1146992;P6_3/mmc
mp-1147184;Pnma
mp-1147327;Pmma
mp-1147328;P4/nmm
mp-1147949;P6_3/mmc
mp-1148045;C2/c
mp-1148131;Pm-3m
mp-1148158;I4/mmm
mp-1148287;P6_3/mmc
mp-1148291;I4/mmm
mp-11483;Pm-3m
mp-1148645;Pm-3m
mp-1148649;I4/mmm
mp-1148793;R-3m
mp-1148899;Cmcm
mp-1148948;I-4m2
mp-1148984;P-3m1
mp-1149395;Fd-3m
mp-1149410;Pm-3m
mp-1149426;Pm-3m
mp-1149612;Fm-3m
mp-1149643;F-43m
mp-1149712;Pm-3m
mp-1149842;Fm-3m
mp-1149978;P-1
mp-1150072;P2_1/c
mp-11501;Pm-3m
mp-1150187;Cmmm
mp-1150216;Pnnm
mp-1150351;Ibam
mp-1150570;P4/mmm
mp-1150574;Fm-3m
mp-11507;I4/m
mp-1150776;C2/m
mp-1150821;P-6m2
mp-1150839;P-6m2
mp-1150902;P2/m
mp-1150929;Pm-3m
mp-1151014;P4_2/mnm
mp-1151079;Pa-3
mp-1151080;Pnma
mp-1151707;C2/c
mp-1151715;P-3m1
mp-1151844;P-1
mp-1152021;I4/mmm
mp-1152357;P6_3/mmc
mp-1152703;I4/mmm
mp-1152929;I4/mmm
mp-1153046;P4/nmm
mp-1153138;I4/mmm
mp-1153220;I4/mmm
mp-1153266;P4/mmm
mp-1153356;P-3m1
mp-1153847;R-3m
mp-1153988;I-4
mp-1154275;Fd-3m
mp-1154280;Pnma
mp-1154628;P-62m
mp-1154733;R-3m
mp-1154830;P6_3/mmc
mp-1155108;P6_3/mmc
mp-1155366;P6_3mc
mp-1155505;P4/nmm
mp-1156513;Pnma
mp-1156747;P6/mmm
mp-1156942;I4/mmm
mp-1157347;P6_3/mmc
mp-1157638;P-62m
mp-1157666;Fm-3m
mp-1157895;P-6m2
mp-1157954;P2_1/c
mp-1158257;Cmmm
mp-1158316;P4/nmm
mp-1158591;I4/mmm
mp-1158733;P6/mmm
mp-1158865;P6_3cm
mp-1158914;I4/mmm
mp-1159009;Pm-3m
mp-1159142;P4/mmm
mp-1159225;P-3m1
mp-1159363;P6_3/mmc
mp-1159391;I4/mmm
mp-11594;P6/mmm
mp-1159485;P2_1/c
mp-1159503;P6/mmm
mp-1159545;P6_3/mmc
mp-1159573;I4/mmm
mp-1159602;C2/c
mp-1159686;Pm-3m
mp-1159720;Fm-3m
mp-1159805;R-3m
mp-1159890;Immm
mp-1160151;F-43m
mp-1160475;C2/m
mp-1160731;P2_1/c
mp-1160814;P6_3/mmc
mp-1160848;Pm-3m
mp-1160881;Pmma
mp-1160926;Imma
mp-1161007;R-3
mp-1161074;P2_12_12_1
mp-1161148;P6_3/mmc
mp-1161157;Cmcm
mp-1161175;I4_1/amd
mp-1161202;C2/m
mp-1161206;Fm-3m
mp-1161228;R-3
mp-1161250;Cmme
mp-1161266;C2
mp-1161320;P2_1/m
mp-1161339;P4/mcc
mp-1161383;P6_3/mcm
mp-1161400;F-43m
mp-1161434;Cmcm
mp-1161454;P2_1/c
mp-1161468;C2/c
mp-1161473;Pmmn
mp-1161489;Amm2
mp-1161498;P2_1/c
mp-1161536;Pm-3m
mp-1161591;Pca2_1
mp-1161680;Pmna
mp-1161777;P4/nmm
mp-1161799;I2_12_12_1
mp-1161859;Pmmn
mp-1161862;P6_222
mp-1161898;Im-3m
mp-1161936;Cmcm
mp-1161964;Pmna
mp-1161974;Cmcm
mp-1161984;Cccm
mp-1161997;Pmma
mp-1162022;C2/m
mp-1162035;P2/m
mp-1162057;Cmc2_1
mp-1162159;C2/c
mp-1162168;P1
mp-1162172;Pm-3n
mp-1162178;Pnma
mp-1162181;Ia-3
mp-1162191;Pa-3
mp-1162192;I4/m
mp-1162324;P6_3mc
mp-1162416;Pnma
mp-1162546;C2/m
mp-1162597;I-42d
mp-1162652;P4_2/mnm
mp-1162669;Ibam
mp-1162708;P4_2/mmc
mp-1162965;Fd-3m
mp-1162985;P4_2/mmc
mp-1163178;R-3
mp-1163515;R-3
mp-1163593;Pna2_1
mp-1163639;R-3c
mp-1163742;P321
mp-1163797;P-1
mp-1163868;P6/mmm
mp-1164025;Pm-3m
mp-1164071;P6/mmm
mp-1164114;Fmmm
mp-1164167;P3
mp-1164360;Cmcm
mp-1164488;I4/mmm
mp-1164636;Ccc2
mp-1164710;P-3m1
mp-1164919;Fm-3m
mp-1164932;Pm-3m
mp-1164935;Pm-3m
mp-1164954;F-43m
mp-1164955;Pm-3m
mp-1164992;I4/mmm
mp-1164995;F-43m
mp-1165001;Pm-3m
mp-1165068;Pm-3m
mp-1165096;I4/mmm
mp-1165126;Fm-3m
mp-1165174;Fm-3m
mp-1165179;Pm-3m
mp-1165207;Fm-3m
mp-1165288;Pm-3m
mp-1165338;C2/m
mp-1165733;I4_1md
mp-1165827;P2_1/c
mp-1165919;P-4m2
mp-1165985;P-1
mp-1166043;P6_3/mmc
mp-1166045;P4/nmm
mp-1166065;P6_422
mp-1166275;Pmc2_1
mp-1166281;P-1
mp-1166566;Cmcm
mp-1166797;Pnma
mp-1167026;P6_3/mmc
mp-1167147;C2/m
mp-1167195;Cmcm
mp-1167347;Fm-3m
mp-1167348;Fmmm
mp-1167517;P6/mmm
mp-1167667;Pnma
mp-1167708;Pm-3m
mp-1167716;R-3
mp-1167720;P-62c
mp-1167860;I4_1/amd
mp-1167913;R-3m
mp-1168089;P4/nmm
mp-1168157;Pmn2_1
mp-1168195;Imma
mp-1168199;C2/c
mp-1168299;Pnnn
mp-1168301;P4/nbm
mp-1168335;Fddd
mp-11684;C2/c
mp-1168422;P4_2/mcm
mp-1168424;I4/mcm
mp-1168484;P-4c2
mp-1168523;P2_12_12_1
mp-1168564;Cmce
mp-1168579;I-42m
mp-1168597;Cmcm
mp-1168605;C2/m
mp-1168655;P2_1/c
mp-1168702;P6_3/mmc
mp-1168736;I4_122
mp-1168743;P-4n2
mp-1168800;C2/m
mp-1168808;P4_322
mp-1168905;Pnnm
mp-1168925;Ccce
mp-1168946;Ia-3
mp-1169003;Pccn
mp-1169024;P4_2/mmc
mp-1169025;Pban
mp-1169031;Pcca
mp-1169083;P2_13
mp-1169109;P2_1/c
mp-1169113;Fd-3m
mp-1169137;Fddd
mp-1169158;Pcca
mp-1169558;P2_1/c
mp-1169621;P2_1/c
mp-1169996;P4/nmm
mp-1170081;P4/mbm
mp-1170099;Pnma
mp-1170147;P4/nmm
mp-1170172;P4_2/mnm
mp-1170761;I4/mmm
mp-1170763;P6/mmm
mp-1170968;P2_12_12_1
mp-1170992;Pbcn
mp-1171019;Ccc2
mp-1171089;R-3c
mp-1171233;P-1
mp-1171244;F-43m
mp-1171529;I4/mmm
mp-1171575;I4/mmm
mp-1171820;Pm-3m
mp-1171982;Pnma
mp-1171996;P4/nmm
mp-1172005;Pm-3m
mp-1172040;I4/mmm
mp-1172312;I-42m
mp-1172318;Ia-3
mp-1172319;Im-3m
mp-1172332;P622
mp-1172337;Cc
mp-1172338;Fm-3m
mp-1172340;P-31m
mp-1172344;P2/c
mp-1172346;P23
mp-1172347;Cccm
mp-1172355;C2
mp-1172357;Pnnm
mp-1172367;P4/nnc
mp-1172371;R-3c
mp-1172382;P4/nnc
mp-1172384;R-3c
mp-1172391;P4_2/mcm
mp-1172392;I2_12_12_1
mp-1172402;P-1
mp-1172406;Fd-3m
mp-1172411;P4/nbm
mp-1172413;Pn-3m
mp-1172414;P4/mcc
mp-1172415;P2
mp-1172416;Pm-3n
mp-1172427;C2/c
mp-1172430;P-4m2
mp-1172446;Immm
mp-1172461;I4_1/amd
mp-1172463;P1
mp-1172469;P1
mp-1172471;Fm-3c
mp-1172472;Pcca
mp-1172526;P2_1/c
mp-1172742;Cmc2_1
mp-1172836;C2/m
mp-1172845;Pbam
mp-1173084;I4_1/amd
mp-1173296;C2
mp-1173301;P2_1/c
mp-1173310;C2/m
mp-1173374;I4/mmm
mp-1173404;P6/m
mp-11743;P-6m2
mp-1178758;P4_2/mnm
mp-1178913;P6/mmm
mp-1178935;Immm
mp-1178974;P1
mp-1179092;I4_1/amd
mp-1179274;C2/m
mp-1179447;I4_1/amd
mp-1179448;R-3c
mp-1179452;P2
mp-1179454;I4/mmm
mp-1179457;Fddd
mp-1179463;P1
mp-1179464;P-1
mp-1179465;Ibam
mp-1179466;P3_221
mp-1179467;C2/c
mp-1179470;P1
mp-1179479;C2/m
mp-1179480;Ccce
mp-1179483;C2/m
mp-1179488;C2/m
mp-1179496;Imma
mp-1179508;P3_221
mp-1179529;P4_12_12
mp-1179546;C2/c
mp-1179658;P321
mp-1179720;C2/c
mp-1179757;Pc
mp-1179814;P2_1/c
mp-1179821;Pnma
mp-1179829;Pna2_1
mp-1180041;P-1
mp-1180370;I4/mmm
mp-1180424;R-3m
mp-1180653;Imma
mp-1180739;Pnma
mp-1180908;R-3
mp-1180994;Cmcm
mp-1181114;P-1
mp-1181165;P1
mp-1181285;C2/c
mp-1181578;P1
mp-1181584;Fdd2
mp-1181607;Cmmm
mp-1181806;Cm
mp-1182231;P-1
mp-1182583;C2/m
mp-1182652;P1
mp-1182670;P-1
mp-1183164;P6_3mc
mp-1185410;Fm-3m
mp-1185534;P-6m2
mp-1185582;P-6m2
mp-1185595;P-6m2
mp-1185637;P-6m2
mp-1185674;Cm
mp-1185859;Pmma
mp-1185891;Pmma
mp-1185919;C2/m
mp-1185937;Pmma
mp-1186040;Pm-3n
mp-1186055;P4_132
mp-1186081;I-43m
mp-1186271;P-6m2
mp-1186728;I4/mmm
mp-1186730;P6_3/mmc
mp-1186771;Fm-3m
mp-1186774;Pm-3m
mp-1186780;P6_3/mmc
mp-1188220;I-43m
mp-1188642;R-3m
mp-1188764;Pnma
mp-1188873;Pnma
mp-1189340;Imm2
mp-1189483;Pnma
mp-1189734;P4_2/mnm
mp-1190449;C2/c
mp-1190510;C2/c
mp-1190602;C2/c
mp-1190706;C2/c
mp-1190709;C2/c
mp-1190826;C2/c
mp-1190881;P-1
mp-1190883;C2/c
mp-1191035;P6_3/mmc
mp-1191522;C2/c
mp-1191737;Cmce
mp-1191865;Fddd
mp-1191904;C2/c
mp-1192056;C2/c
mp-1192213;P2_1/c
mp-1194463;P2_1/c
mp-1194893;Immm
mp-1195265;Pnma
mp-1195338;Cmme
mp-1195896;P2_1/c
mp-1196113;P-1
mp-1196544;P4_12_12
mp-1196728;Pnma
mp-1196833;Pna2_1
mp-1197174;Fdd2
mp-11973;P-62m
mp-1197657;C2/c
mp-1197814;C2/c
mp-1197989;Pc
mp-1198061;P4_12_12
mp-1198150;P4_2/nmc
mp-1199998;C2/m
mp-1200011;Imma
mp-1200292;P2_1/c
mp-1200453;Pnma
mp-1200685;C222
mp-1201065;Pc
mp-1201242;P2/c
mp-1201738;P2_1/c
mp-1201742;P2_1/c
mp-1201852;C2/m
mp-1201887;P6/mcc
mp-1202526;P4_2/mnm
mp-1202835;P2_1/c
mp-1202969;P2_1/c
mp-1203044;Pnma
mp-1203133;P-1
mp-1203327;P2_1/c
mp-1203655;P4/mbm
mp-1203704;Pnnm
mp-1204026;Ia-3d
mp-1204057;P6/mmm
mp-1204070;P-1
mp-1204418;Pnma
mp-1204989;Fdd2
mp-1205213;Pmmm
mp-1205262;Pnma
mp-1205321;P4_2/m
mp-1206082;Cmcm
mp-12118;P6_3/mmc
mp-1214364;P2_13
mp-1215421;P4/mmm
mp-1215482;R-3m
mp-1216736;Pc
mp-1217027;Pmm2
mp-1219669;P-4m2
mp-1220079;R-3m
mp-1221597;F-43m
mp-1221620;F-43m
mp-1221957;C2/m
mp-1221975;Pm
mp-1223784;P4/mmm
mp-12265;I4/mcm
mp-1226850;R-3m
mp-1227335;R3m
mp-1228707;P6/mmm
mp-1229439;Pmma
mp-1229941;Fm-3m
mp-1229998;Pa-3
mp-1230039;C2
mp-1230054;P1
mp-1230093;C2
mp-1230141;C2/m
mp-1230476;P-3m1
mp-1230498;Pnma
mp-1230500;Pnma
mp-1230531;Ama2
mp-1230570;I-4
mp-1230589;Cc
mp-1230698;R-3m
mp-1230762;Cmc2_1
mp-1230957;Fddd
mp-1231049;C2/m
mp-1231236;P6_3/mmc
mp-1231296;P2_1/m
mp-1231320;P6/mmm
mp-1231343;Pm
mp-1231384;C2/c
mp-1231402;P-4m2
mp-1231540;C2/m
mp-1231544;P6_3/mmc
mp-1231560;Cc
mp-1231663;Ibam
mp-1231674;Amm2
mp-1231774;Amm2
mp-1231863;C2/c
mp-1231881;R-3c
mp-1231898;Cmcm
mp-1231945;I4_122
mp-1231972;C2/c
mp-1232001;P2/c
mp-1232297;P4/mmm
mp-12350;Fd-3m
mp-1237143;C2/c
mp-1237221;R-3m
mp-1237237;Fd-3m
mp-1237534;Pna2_1
mp-1237570;P4_2/mbc
mp-1237643;Fddd
mp-1237651;F-43m
mp-1237800;R-3
mp-1237920;P2_13
mp-1238951;R-3c
mp-1238959;I4_1/a
mp-1239045;P1
mp-1239425;I4/mmm
mp-1239630;C2/m
mp-1239635;Cmcm
mp-1239637;P23
mp-1239660;Pmma
mp-1239669;R-3c
mp-1239745;Pbcn
mp-1239905;P6/mmm
mp-1239912;P-6m2
mp-1239961;Fm-3m
mp-1239965;Fm-3m
mp-1240008;P6/mmm
mp-1240044;Pm-3m
mp-1240121;Fm-3m
mp-1240137;P-3m1
mp-1240182;Fd-3m
mp-1240191;Pm-3m
mp-1240294;P6_3/mmc
mp-1240391;Pm-3m
mp-1240448;F-43m
mp-1240490;F-43m
mp-1240547;Immm
mp-1240549;Pm-3m
mp-1240586;Fm-3m
mp-1240604;F-43m
mp-1240632;P-6m2
mp-1240717;Fm-3m
mp-1240938;R-3c
mp-1240990;P6/mmm
mp-1241051;R-3
mp-1241225;Cmc2_1
mp-1241264;Cm
mp-1241435;C2/c
mp-1241627;Pm-3m
mp-1241698;P6_3/mmc
mp-1241776;I4_1/a
mp-1241810;P6_422
mp-1241922;P-3m1
mp-1241943;Pm-3m
mp-1242119;Pm-3m
mp-1242307;Pm-3m
mp-1242371;Fm-3m
mp-1242404;P6_3mc
mp-1242470;Cmcm
mp-1242497;R-3c
mp-1242540;P4/mmm
mp-1242568;Fm-3m
mp-1242703;P-6m2
mp-1242792;Pm-3m
mp-1242832;C2/m
mp-1243044;Im-3m
mp-1243095;P4_2/mmc
mp-1243119;P2_1/c
mp-1243177;Pm-3m
mp-1243249;R-3m
mp-1243250;I4/mmm
mp-1243732;P622
mp-1243742;I4/mmm
mp-1243825;P-31c
mp-1243840;P-3m1
mp-1243856;I-4m2
mp-1243857;R3m
mp-1244078;Fm-3m
mp-1244307;I4/mmm
mp-1244314;Pm-3m
mp-1244945;P1
mp-1244952;P1
mp-1244965;P1
mp-1244968;P1
mp-1245009;P1
mp-1245026;P1
mp-1245042;P1
mp-1245092;P1
mp-1245151;P1
mp-1245161;P1
mp-1245224;P1
mp-1245253;P1
mp-1245303;P1
mp-1245306;C2
mp-1247802;Immm
mp-1247982;Cmcm
mp-1248011;P4/nmm
mp-1248043;Cmce
mp-1248050;Cc
mp-1248096;I-43m
mp-1248098;P4/nmm
mp-1248130;I4_1/amd
mp-1248136;C2/m
mp-1248141;Cmmm
mp-1248144;Cmcm
mp-1248165;Cmce
mp-1248175;P4_12_12
mp-1248176;Imma
mp-1248184;Pmmn
mp-1248188;Ia-3d
mp-1248196;Pmma
mp-1248202;P-31m
mp-1248249;Pca2_1
mp-1248265;Pm-3n
mp-1248287;I2_13
mp-1248311;P622
mp-1248314;P1
mp-1248318;Pcca
mp-1248329;Pcca
mp-1248339;I4_122
